NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_021170,ENST00000304952,5,0,221,0.0,0.49955,
NM_001142467,ENST00000428771,7,0,247,0.0,0.46154,
NM_001130045,ENST00000379289,33,2,673,9e-05,0.48404,0.24368
NM_004195,ENST00000379268,15,2,241,0.00055,0.56957,0.21162
NM_001242672,ENST00000611612,41,3,566,0.00013,0.47445,0.67432
NM_001242672,ENST00000401095,72,4,1079,5e-05,0.50441,0.65269
NM_002744,ENST00000378567,25,4,592,0.00027,0.51426,0.79772
NM_001561,ENST00000377507,14,5,255,0.0014,0.52913,0.56863
NM_021995,ENST00000054668,4,2,139,0.0036,0.58094,0.6295
NM_015215,ENST00000303635,105,17,1673,0.0001,0.59187,0.71678
NM_001204184,ENST00000354437,30,5,499,0.00033,0.53995,0.53988
NM_005427,ENST00000378295,41,6,636,0.00023,0.54268,0.48769
NM_001126240,ENST00000378288,39,6,587,0.00026,0.53318,0.44492
NM_001204192,ENST00000378290,38,6,565,0.00028,0.52892,0.4233
NM_017766,ENST00000344008,43,1,1166,2e-05,0.50985,0.51801
NM_018438,ENST00000376753,19,2,293,0.00036,0.68996,0.82423
NM_002685,ENST00000304457,68,18,860,0.00031,0.52396,0.6449
NM_152290,ENST00000614859,10,3,194,0.00155,0.48247,0.47423
NM_052929,ENST00000358897,125,16,1412,9e-05,0.51705,0.42338
NM_001018000,ENST00000361144,33,3,415,0.00022,0.46499,0.70763
NM_001017999,ENST00000400797,26,3,327,0.00035,0.43707,0.62895
NM_012387,ENST00000375448,30,2,663,0.0001,0.50593,0.50302
NM_012387,ENST00000628229,30,2,663,0.0001,0.50593,0.50302
NM_001135248,ENST00000375534,17,4,182,0.00129,0.38849,0.46978
NM_012400,ENST00000375105,11,0,145,0.0,0.58809,
NM_182744,ENST00000289749,10,2,216,0.00093,0.55509,0.47222
NM_001204086,ENST00000615215,12,2,215,0.00078,0.47248,0.46976
NM_001256416,ENST00000342104,50,8,621,0.00026,0.45192,0.40841
NM_001242521,ENST00000566855,4,0,121,0.0,0.49587,
NM_001142546,ENST00000302291,53,8,1076,0.00014,0.48234,0.43831
NM_001127621,ENST00000617979,17,2,348,0.00034,0.59179,0.47845
NM_173064,ENST00000374421,22,2,491,0.00019,0.44918,0.38086
NM_004350,ENST00000308873,17,0,415,0.0,0.545,
NM_016124,ENST00000328664,11,0,417,0.0,0.4371,
NM_001251984,ENST00000618490,6,1,116,0.00144,0.51437,0.77586
NM_013441,ENST00000374395,16,2,241,0.00052,0.48885,0.69917
NM_138616,ENST00000346452,9,0,266,0.0,0.45614,
NM_138618,ENST00000349438,12,0,354,0.0,0.50494,
NM_001039775,ENST00000308182,92,8,1661,5e-05,0.48484,0.57586
NM_006314,ENST00000361530,53,10,713,0.00026,0.4952,0.60589
NM_006142,ENST00000339276,11,0,248,0.0,0.49707,
NM_002953,ENST00000374168,30,5,735,0.00023,0.61116,0.60082
NM_002953,ENST00000629832,30,5,735,0.00023,0.61116,0.60082
NM_001006665,ENST00000531382,31,4,744,0.00017,0.5963,0.7463
NM_001006665,ENST00000628256,31,4,744,0.00017,0.5963,0.7463
NM_207397,ENST00000374027,8,2,173,0.00145,0.4711,0.59827
NM_005281,ENST00000374024,8,0,330,0.0,0.76856,
NM_173452,ENST00000354982,11,0,288,0.0,0.50947,
NM_003665,ENST00000270879,12,0,299,0.0,0.5014,
NM_022872,ENST00000362020,2,0,134,0.0,0.3806,
NM_002038,ENST00000361157,2,0,130,0.0,0.37692,
NM_001042747,ENST00000399173,24,3,529,0.00024,0.61256,0.93384
NM_005248,ENST00000374005,24,3,529,0.00024,0.61256,0.93384
NM_001009568,ENST00000373888,13,0,373,0.0,0.57393,
NM_001143913,ENST00000234549,29,2,312,0.00022,0.51857,0.66827
NM_001105556,ENST00000373921,37,2,643,8e-05,0.49477,0.20918
NM_001164721,ENST00000539896,14,0,342,0.0,0.55806,
NM_002379,ENST00000373765,23,0,496,0.0,0.48545,
NM_001048199,ENST00000398958,21,4,421,0.00045,0.53489,0.67399
NM_001048194,ENST00000373831,24,4,452,0.00037,0.50913,0.69635
NM_144569,ENST00000360482,75,11,1216,0.00012,0.52811,0.37612
NM_001099434,ENST00000409358,24,2,349,0.00024,0.57032,0.61031
NM_005356,ENST00000336890,26,2,509,0.00015,0.51368,0.33399
NM_001143890,ENST00000526031,16,3,335,0.00056,0.36735,0.52736
NM_153212,ENST00000339480,5,1,266,0.00075,0.32181,0.29699
NM_001005752,ENST00000373362,12,0,270,0.0,0.5179,
NM_014466,ENST00000207457,34,4,430,0.00027,0.43523,0.43488
NM_025079,ENST00000373087,33,3,599,0.00015,0.56038,0.77574
NM_000760,ENST00000373106,52,5,836,0.00012,0.47898,0.36986
NM_156039,ENST00000373103,56,7,863,0.00014,0.49485,0.48303
NM_001242909,ENST00000615459,16,1,236,0.00026,0.68035,0.92797
NM_012090,ENST00000361689,512,101,5430,4e-05,0.49881,0.49736
NM_001956,ENST00000372587,11,3,178,0.00153,0.57712,0.7397
NM_032257,ENST00000372565,26,5,365,0.00053,0.52487,0.83397
NM_024503,ENST00000372583,120,11,2406,4e-05,0.46924,0.39779
NM_001101376,ENST00000335282,8,1,134,0.00093,0.34888,0.63433
NM_001243246,ENST00000236040,42,5,804,0.00015,0.47154,0.3806
NM_001164829,ENST00000523677,3,1,113,0.00295,0.68142,0.69027
NM_001159936,ENST00000431635,32,3,361,0.00026,0.56934,0.64081
NM_001195831,ENST00000610710,97,11,1283,9e-05,0.5646,0.48019
NM_057090,ENST00000414809,8,0,228,0.0,0.47149,
NM_057091,ENST00000372359,7,0,220,0.0,0.51493,
NM_001256399,ENST00000621943,12,1,279,0.0003,0.57497,0.68459
NM_002840,ENST00000359947,102,11,1907,6e-05,0.54563,0.64656
NM_174971,ENST00000372372,11,0,413,0.0,0.63746,
NM_001013632,ENST00000675259,7,1,221,0.00065,0.39431,0.55656
NM_001114938,ENST00000528266,48,9,622,0.0003,0.42283,0.39353
NM_001195193,ENST00000537798,34,12,724,0.00049,0.52547,0.47042
NM_002574,ENST00000262746,9,1,199,0.00056,0.64154,0.46734
NM_145279,ENST00000271139,9,2,216,0.00103,0.4748,0.13658
NM_003189,ENST00000691006,10,0,331,0.0,0.54713,
NR_024174,ENST00000528077,7,2,106,0.0027,0.72642,0.59906
NR_024176,ENST00000341183,19,0,329,0.0,0.55447,
NM_000779,ENST00000271153,21,1,511,9e-05,0.50759,0.1683
NM_032110,ENST00000404795,16,0,542,0.0,0.47821,
NM_001011547,ENST00000438567,24,2,681,0.00012,0.50906,0.88399
NM_001135181,ENST00000236495,25,2,706,0.00011,0.51173,0.8881
NM_004631,ENST00000306052,35,2,963,6e-05,0.49304,0.65732
NM_001110533,ENST00000371273,22,2,418,0.00022,0.50979,0.54187
NM_174936,ENST00000302118,31,5,692,0.00023,0.56368,0.49942
NR_036662,ENST00000495776,2,0,19,0.0,0.55264,
NM_152377,ENST00000371201,33,4,546,0.00022,0.44544,0.43132
NM_152665,ENST00000282670,9,3,179,0.00186,0.49597,0.61825
NM_144701,ENST00000347310,31,9,629,0.00046,0.46418,0.62551
NM_024763,ENST00000371026,40,11,848,0.00032,0.47385,0.59466
NM_001198689,ENST00000616738,33,5,896,0.00017,0.50971,0.45647
NM_001002912,ENST00000326665,61,15,1530,0.00016,0.52388,0.55412
NM_012302,ENST00000319517,63,16,1403,0.00018,0.45841,0.48811
NM_153259,ENST00000370608,28,4,566,0.00025,0.45671,0.46201
NM_145172,ENST00000294664,42,11,891,0.00029,0.49086,0.49668
NM_006536,ENST00000370565,48,10,943,0.00022,0.48131,0.40361
NM_018284,ENST00000370481,49,13,595,0.00045,0.63166,0.67589
NM_002053,ENST00000370473,50,13,592,0.00044,0.63625,0.65631
NM_207398,ENST00000294671,40,10,638,0.00039,0.59753,0.68558
NM_052941,ENST00000355754,38,6,640,0.00025,0.60576,0.81979
NM_198460,ENST00000370456,46,9,633,0.00031,0.55983,0.5775
NM_001134486,ENST00000370459,53,14,586,0.00045,0.65754,0.8057
NM_052942,ENST00000370459,53,14,586,0.00045,0.65754,0.8057
NM_032186,ENST00000361321,7,2,105,0.00272,0.38368,0.31429
NM_003503,ENST00000234626,34,9,574,0.00046,0.44087,0.46516
NM_001127216,ENST00000427103,15,0,422,0.0,0.59684,
NM_001839,ENST00000370206,25,4,329,0.00049,0.58103,0.52584
NM_001252270,ENST00000616709,13,1,369,0.00021,0.50969,0.81301
NM_033055,ENST00000370152,22,7,490,0.00065,0.56744,0.69417
NM_001077395,ENST00000342173,14,3,284,0.00075,0.62022,0.39554
NM_080629,ENST00000358392,90,17,1818,0.0001,0.5094,0.49521
NM_004038,ENST00000370083,18,2,511,0.00022,0.41313,0.04208
NM_001008218,ENST00000330330,18,2,511,0.00022,0.41313,0.04208
NM_001008221,ENST00000370083,18,2,511,0.00022,0.41313,0.04208
NM_001122961,ENST00000369949,8,0,157,0.0,0.49841,
NM_001134400,ENST00000369868,7,0,251,0.0,0.59818,
NM_002232,ENST00000369769,22,2,575,0.00016,0.51763,0.61218
NR_036437,ENST00000469655,12,0,635,0.0,0.60748,
NM_201653,ENST00000369740,25,0,476,0.0,0.47218,
NM_004000,ENST00000369748,18,0,390,0.0,0.54388,
NM_001042678,ENST00000369642,8,0,193,0.0,0.41969,
NM_012411,ENST00000528414,31,3,752,0.00013,0.48383,0.60594
NM_015967,ENST00000359785,36,6,807,0.00021,0.47752,0.48906
NM_001767,ENST00000369478,20,3,351,0.00043,0.65513,0.59449
NM_206996,ENST00000336338,132,23,2223,8e-05,0.46148,0.46436
NM_001256106,ENST00000682167,64,9,1021,0.00014,0.41747,0.51855
NM_001253850,ENST00000328189,6,1,166,0.001,0.39257,0.81325
NM_000701,ENST00000295598,44,4,1023,9e-05,0.52997,0.51833
NM_001160233,ENST00000537345,44,4,1023,9e-05,0.52997,0.51833
NM_003637,ENST00000369304,69,8,1167,0.0001,0.49144,0.34704
NM_001097613,ENST00000534502,21,6,430,0.00066,0.49524,0.47248
NM_181703,ENST00000579774,23,2,358,0.00024,0.60432,0.73324
NM_001136479,ENST00000616917,8,0,220,0.0,0.54034,
NM_001136478,ENST00000436748,8,0,227,0.0,0.57709,
NM_025008,ENST00000369041,66,2,877,3e-05,0.46643,0.27651
NM_001243772,ENST00000414276,4,0,195,0.0,0.88077,
NM_012432,ENST00000368969,64,12,1290,0.00015,0.45924,0.34328
NM_020239,ENST00000357235,4,0,79,0.0,0.64557,
NM_005988,ENST00000392653,12,2,72,0.00231,0.39352,0.31944
NM_001199828,ENST00000368762,17,1,89,0.00066,0.3655,0.24719
NM_005621,ENST00000368737,6,1,92,0.00181,0.56159,0.72826
NM_002965,ENST00000368738,6,0,114,0.0,0.31725,
NM_002964,ENST00000368733,2,0,93,0.0,0.59678,
NM_002960,ENST00000368713,5,0,101,0.0,0.37624,
NM_005978,ENST00000368708,7,0,98,0.0,0.62099,
NM_080388,ENST00000368706,5,0,103,0.0,0.77282,
NM_080429,ENST00000324978,11,1,301,0.0003,0.48656,0.4186
NM_001111,ENST00000368474,63,7,1226,9e-05,0.37693,0.30715
NM_182685,ENST00000368406,11,1,183,0.0005,0.53701,0.75956
NR_046295,ENST00000490743,7,1,99,0.00144,0.44733,0.89899
NM_001204295,ENST00000615517,7,0,189,0.0,0.43235,
NM_001204289,ENST00000338684,13,3,241,0.00096,0.43154,0.35961
NM_001204293,ENST00000368393,13,3,198,0.00117,0.51865,0.59933
NM_001018017,ENST00000368390,15,3,255,0.00078,0.42667,0.39477
NM_001018016,ENST00000368392,15,3,264,0.00076,0.44394,0.41541
NM_001204287,ENST00000337604,16,3,273,0.00069,0.44322,0.43468
NM_001204285,ENST00000620103,20,5,475,0.00053,0.55379,0.47663
NM_001204286,ENST00000620103,20,5,475,0.00053,0.55379,0.47663
NM_207191,ENST00000360674,52,4,772,0.0001,0.54031,0.45207
NM_207194,ENST00000355956,56,4,839,9e-05,0.5281,0.41597
NM_001199664,ENST00000567140,18,2,142,0.00078,0.70696,0.6831
NM_139121,ENST00000361831,49,10,739,0.00028,0.40797,0.35102
NM_144702,ENST00000337428,26,5,559,0.00034,0.54376,0.6576
NM_001763,ENST00000289429,18,2,327,0.00034,0.54043,0.23548
NM_001764,ENST00000368168,25,5,333,0.0006,0.46366,0.4012
NM_001195388,ENST00000361835,32,4,977,0.00013,0.38738,0.21648
NM_001159397,ENST00000358292,21,7,366,0.00091,0.56284,0.62607
NM_003126,ENST00000643759,194,33,2419,7e-05,0.50385,0.51825
NM_002432,ENST00000368141,22,3,407,0.00034,0.50737,0.6249
NM_001185108,ENST00000368155,18,4,231,0.00096,0.49543,0.5552
NM_001161443,ENST00000368198,28,4,371,0.00039,0.52503,0.73316
NM_001161442,ENST00000368198,28,4,371,0.00039,0.52503,0.73316
NM_003975,ENST00000368199,30,4,389,0.00034,0.51191,0.7455
NM_001012331,ENST00000368196,40,4,790,0.00013,0.50424,0.30348
NM_000567,ENST00000255030,7,1,224,0.00064,0.63967,0.33929
NM_001004310,ENST00000368106,29,4,434,0.00032,0.40632,0.39401
NM_012337,ENST00000368099,58,9,551,0.00028,0.52406,0.61948
NM_198929,ENST00000392254,21,5,461,0.00052,0.63609,0.64599
NM_152501,ENST00000368140,22,6,492,0.00055,0.61151,0.66057
NM_001013661,ENST00000368100,18,1,414,0.00013,0.39077,0.06763
NM_003564,ENST00000368097,23,2,199,0.00044,0.45095,0.49246
NM_001146173,ENST00000368092,12,0,198,0.0,0.48148,
NM_003037,ENST00000302035,14,1,335,0.00021,0.64136,0.77015
NM_021181,ENST00000368043,10,2,335,0.0006,0.32776,0.47314
NM_001778,ENST00000368046,9,1,243,0.00046,0.43256,0.22222
NM_001256030,ENST00000613788,12,3,252,0.00099,0.54696,0.68519
NM_001033667,ENST00000368039,7,2,193,0.00148,0.34789,0.13472
NM_002348,ENST00000263285,33,7,655,0.00032,0.54129,0.66936
NM_080878,ENST00000368029,11,1,325,0.00028,0.58182,0.87692
NM_016382,ENST00000368034,29,5,365,0.00047,0.47652,0.31781
NM_030916,ENST00000368012,28,2,510,0.00014,0.50987,0.91667
NM_001184879,ENST00000311224,17,4,345,0.00068,0.49787,0.60362
NM_016946,ENST00000368026,7,2,299,0.00096,0.64262,0.74749
NM_005099,ENST00000367996,43,5,837,0.00014,0.55083,0.5859
NM_002155,ENST00000309758,30,0,643,0.0,0.5494,
NM_001166159,ENST00000392179,28,4,457,0.00031,0.42341,0.38512
NM_001244753,ENST00000650385,11,2,233,0.00078,0.40889,0.42918
NM_000570,ENST00000367964,11,2,233,0.00078,0.40889,0.42918
NM_001039711,ENST00000545495,21,1,318,0.00015,0.54313,0.95912
NM_001136219,ENST00000271450,19,2,317,0.00033,0.38204,0.70504
NM_053282,ENST00000367929,5,2,132,0.00303,0.44394,0.52272
NM_000569,ENST00000443193,13,2,254,0.00061,0.46396,0.3937
NM_001127595,ENST00000367967,13,2,254,0.00061,0.46396,0.3937
NM_001127593,ENST00000436743,13,2,254,0.00061,0.46396,0.3937
NM_178550,ENST00000367910,25,6,302,0.00079,0.3355,0.42274
NM_144624,ENST00000538489,14,3,344,0.00062,0.39826,0.23353
NM_000734,ENST00000392122,12,2,163,0.00102,0.46319,0.10736
NM_003175,ENST00000367819,6,1,114,0.00146,0.65351,0.63158
NM_002995,ENST00000367818,6,1,114,0.00146,0.65351,0.63158
NR_037163,ENST00000271411,3,0,57,0.0,0.62573,
NM_000450,ENST00000333360,28,3,610,0.00018,0.47787,0.45847
NR_029467,ENST00000236147,13,2,372,0.00041,0.40819,0.3871
NM_025063,ENST00000367758,31,7,573,0.00039,0.53797,0.59611
NM_006894,ENST00000367755,16,4,532,0.00047,0.64897,0.53007
NM_000639,ENST00000367721,13,1,281,0.00027,0.42458,0.38078
NM_001162894,ENST00000444639,5,0,99,0.0,0.62828,
NM_001162893,ENST00000444639,5,0,99,0.0,0.62828,
NM_001252512,ENST00000539888,9,3,485,0.00069,0.51409,0.41443
NM_005158,ENST00000512653,53,12,1167,0.00019,0.58785,0.6646
NM_001136001,ENST00000367623,58,12,1161,0.00018,0.53658,0.66286
NM_001200050,ENST00000367554,18,4,301,0.00074,0.52178,0.58804
NM_203454,ENST00000308641,16,3,367,0.00051,0.59452,0.8129
NM_001190789,ENST00000418089,31,2,445,0.00014,0.47771,0.44494
NM_000433,ENST00000367535,36,4,526,0.00021,0.48817,0.42205
NM_001127651,ENST00000697330,36,4,526,0.00021,0.48817,0.42205
NM_000963,ENST00000367468,34,6,604,0.00029,0.5037,0.59023
NM_130782,ENST00000367460,13,5,235,0.00164,0.66776,0.73192
NM_144766,ENST00000543215,9,2,159,0.0014,0.5884,0.38365
NM_001014434,ENST00000367390,20,2,388,0.00026,0.57539,0.59278
NM_005298,ENST00000304244,8,0,361,0.0,0.68491,
NM_080921,ENST00000348564,57,11,1145,0.00017,0.6127,0.5626
NM_080921,ENST00000573477,12,2,410,0.00041,0.54553,0.39146
NM_002838,ENST00000573679,16,3,571,0.00033,0.53338,0.43491
NM_002838,ENST00000442510,61,12,1306,0.00015,0.62047,0.57178
NM_001142569,ENST00000413687,30,3,578,0.00017,0.45548,0.64821
NM_031935,ENST00000271588,41,11,5635,5e-05,0.08374,0.07746
NM_001114309,ENST00000367284,20,1,371,0.00013,0.46402,0.16712
NM_021636,ENST00000255432,40,4,915,0.00011,0.41172,0.28634
NM_015999,ENST00000340990,13,3,375,0.00062,0.56431,0.36356
NM_003465,ENST00000367229,31,5,466,0.00035,0.5441,0.50258
NM_017773,ENST00000442561,25,5,398,0.0005,0.54814,0.34522
NM_002646,ENST00000367187,85,6,1634,4e-05,0.50405,0.25979
NM_030952,ENST00000367157,28,4,628,0.00023,0.57393,0.69785
NM_052934,ENST00000367135,36,4,791,0.00014,0.55454,0.4981
NM_148964,ENST00000678498,22,1,363,0.00013,0.48735,0.24242
NM_001910,ENST00000358184,25,2,396,0.0002,0.49,0.58586
NM_153758,ENST00000659997,12,2,177,0.00094,0.53107,0.35594
NM_001193322,ENST00000578328,43,2,657,7e-05,0.56865,0.70168
NM_182664,ENST00000580449,24,3,336,0.00037,0.50112,0.55059
NM_182663,ENST00000579436,32,4,418,0.0003,0.53334,0.56698
NM_182665,ENST00000577571,18,3,265,0.00063,0.59916,0.58365
NM_000715,ENST00000367070,24,8,597,0.00056,0.61069,0.73283
NM_001083924,ENST00000461135,23,3,355,0.00037,0.41739,0.52582
NM_023938,ENST00000359470,43,5,601,0.00019,0.48052,0.56273
NM_175710,ENST00000508064,18,0,569,0.0,0.4959,
NM_000574,ENST00000367064,14,3,381,0.00056,0.50581,0.51181
NM_001114752,ENST00000314754,19,4,440,0.00048,0.5549,0.57727
NM_001185157,ENST00000367093,18,2,154,0.00072,0.42172,0.42208
NM_001185156,ENST00000391929,20,3,207,0.00072,0.39372,0.53623
NM_006850,ENST00000294984,20,3,206,0.00073,0.3915,0.5356
NM_000228,ENST00000356082,108,5,1172,4e-05,0.5257,0.43498
NM_001206741,ENST00000367028,7,1,292,0.00049,0.46526,0.24315
NM_001033910,ENST00000261464,39,8,557,0.00037,0.46854,0.54174
NM_001122834,ENST00000413764,22,3,493,0.00028,0.49179,0.75051
NM_001122834,ENST00000627903,22,3,493,0.00028,0.49179,0.75051
NM_001030287,ENST00000366987,13,1,181,0.00042,0.59796,0.95028
NM_001040619,ENST00000366983,8,0,135,0.0,0.53889,
NM_001674,ENST00000341491,13,1,181,0.00042,0.59796,0.95028
NM_001206488,ENST00000613104,10,1,124,0.00081,0.62742,0.92742
NM_001206486,ENST00000336937,8,0,106,0.0,0.48113,
NM_001143962,ENST00000366872,36,4,703,0.00016,0.40035,0.28307
NM_001136115,ENST00000424254,17,4,179,0.00131,0.43937,0.43156
NM_025160,ENST00000678917,38,8,661,0.00032,0.5139,0.55163
NM_152608,ENST00000272091,26,3,451,0.00026,0.42444,0.3895
NM_003240,ENST00000366820,27,2,366,0.0002,0.5339,0.70082
NM_033131,ENST00000284523,12,1,352,0.00024,0.3724,0.08523
NM_001658,ENST00000272102,7,1,181,0.00079,0.68903,0.46961
NM_181462,ENST00000430433,13,1,164,0.00047,0.55863,0.95122
NM_181454,ENST00000391867,10,1,128,0.00078,0.57734,0.9375
NM_006615,ENST00000271971,34,2,690,9e-05,0.43065,0.65652
NM_016452,ENST00000354537,33,2,664,9e-05,0.43063,0.64307
NM_001139459,ENST00000366512,43,5,616,0.00019,0.4963,0.42045
NM_145278,ENST00000366488,9,1,135,0.00082,0.33909,0.74074
NM_024804,ENST00000343381,20,5,464,0.00054,0.44224,0.61121
NM_015431,ENST00000366481,27,0,486,0.0,0.42905,
NM_001001957,ENST00000360358,9,1,314,0.00035,0.51699,0.71975
NM_001127462,ENST00000391827,50,4,977,8e-05,0.5364,0.62564
NM_001193328,ENST00000366471,26,2,474,0.00016,0.53221,0.52637
NM_001202465,ENST00000602682,39,5,517,0.00025,0.50955,0.41702
NM_001202467,ENST00000704335,38,5,514,0.00026,0.52673,0.44358
NM_001009943,ENST00000191063,14,0,304,0.0,0.48214,
NM_172200,ENST00000528354,5,1,234,0.00085,0.66752,0.70513
NM_001256765,ENST00000397248,14,2,353,0.0004,0.44476,0.6898
NM_001243539,ENST00000525219,7,2,231,0.00124,0.56401,0.52598
NM_032817,ENST00000613909,36,4,728,0.00015,0.50008,0.2184
NM_001080836,ENST00000407572,6,4,88,0.00758,0.50379,0.51136
NM_001004470,ENST00000377602,14,2,398,0.00036,0.5271,0.50628
NM_178815,ENST00000377275,8,1,179,0.0007,0.51187,0.70391
NM_173081,ENST00000298032,31,5,872,0.00018,0.46808,0.56009
NM_001167945,ENST00000643096,33,4,584,0.00021,0.52361,0.42937
NM_172242,ENST00000313311,29,9,458,0.00068,0.35153,0.51771
NM_012443,ENST00000376624,34,8,509,0.00046,0.4068,0.41282
NM_213569,ENST00000417816,19,1,270,0.00019,0.53606,0.3963
NM_145010,ENST00000331161,10,2,256,0.00078,0.59922,0.65234
NM_018076,ENST00000305242,41,5,1044,0.00012,0.47682,0.26111
NM_139312,ENST00000326799,37,10,773,0.00035,0.44215,0.4436
NM_001244134,ENST00000542547,18,3,467,0.00036,0.43766,0.25553
NM_182755,ENST00000442986,47,9,828,0.00023,0.48507,0.50282
NM_018590,ENST00000374466,31,8,542,0.00048,0.44554,0.35517
NM_001024629,ENST00000374821,22,4,609,0.0003,0.56292,0.61576
NM_001024628,ENST00000374822,24,4,644,0.00026,0.56942,0.59588
NM_001184794,ENST00000374776,49,6,988,0.00012,0.452,0.36353
NM_001178134,ENST00000395794,4,1,140,0.00179,0.42143,0.48571
NM_183060,ENST00000348787,18,1,221,0.00025,0.51609,0.62896
NM_182717,ENST00000473940,7,1,120,0.00119,0.44167,0.325
NM_014696,ENST00000374314,26,2,458,0.00017,0.46246,0.2762
NM_000698,ENST00000374391,37,1,674,4e-05,0.50533,0.2092
NM_000698,ENST00000610656,37,1,674,4e-05,0.50533,0.2092
NM_001040084,ENST00000585281,12,2,327,0.00051,0.33945,0.29357
NM_001098845,ENST00000619162,12,2,327,0.00051,0.33945,0.29357
NM_001006939,ENST00000374160,4,0,261,0.0,0.47605,
NM_001018071,ENST00000374201,78,10,1309,0.0001,0.496,0.48801
NM_138634,ENST00000581478,1,0,77,0.0,0.87013,
NM_001145260,ENST00000578454,47,7,650,0.00023,0.4366,0.54571
NM_001142772,ENST00000373965,70,16,1677,0.00014,0.46941,0.49735
NM_001142767,ENST00000395430,83,20,1952,0.00012,0.48101,0.52374
NM_001142766,ENST00000395430,83,20,1952,0.00012,0.48101,0.52374
NM_145307,ENST00000373789,42,8,609,0.00031,0.48143,0.6445
NM_002727,ENST00000242465,2,0,158,0.0,0.08544,
NM_080802,ENST00000517713,28,5,668,0.00027,0.47765,0.47006
NM_080800,ENST00000522165,29,5,686,0.00025,0.46647,0.46035
NM_033496,ENST00000298649,33,4,916,0.00013,0.51604,0.54967
NM_005041,ENST00000441259,28,3,555,0.00019,0.54382,0.17717
NM_001083116,ENST00000441259,28,3,555,0.00019,0.54382,0.17717
NM_139155,ENST00000373208,65,4,1226,5e-05,0.55033,0.70432
NM_001134434,ENST00000412663,4,0,77,0.0,0.73052,
NM_002778,ENST00000394936,23,0,524,0.0,0.52332,
NM_001145031,ENST00000446342,22,3,414,0.00033,0.47376,0.51208
NM_001202449,ENST00000673027,15,2,327,0.00041,0.53068,0.44342
NM_001098668,ENST00000372325,10,0,248,0.0,0.67298,
NM_003019,ENST00000372292,21,9,375,0.00114,0.54425,0.57659
NM_001164644,ENST00000398636,10,0,248,0.0,0.67298,
NM_001164646,ENST00000398636,10,0,248,0.0,0.67298,
NM_005411,ENST00000398636,10,0,248,0.0,0.67298,
NM_001164645,ENST00000419470,11,0,263,0.0,0.63014,
NM_001093770,ENST00000419470,11,0,263,0.0,0.63014,
NM_032372,ENST00000256039,14,4,177,0.00161,0.59766,0.62571
NM_001142285,ENST00000440692,13,3,289,0.0008,0.49055,0.47751
NM_001171611,ENST00000372056,26,0,398,0.0,0.53972,
NM_003956,ENST00000371852,10,1,272,0.00037,0.27794,0.125
NM_001198830,ENST00000355843,14,1,375,0.00019,0.62267,0.37067
NM_001010987,ENST00000371809,25,3,474,0.00025,0.53392,0.54641
NM_001031683,ENST00000371811,34,8,490,0.00048,0.54526,0.49235
NR_028034,ENST00000479522,3,0,86,0.0,0.49225,
NR_028033,ENST00000492756,4,0,132,0.0,0.40151,
NM_152871,ENST00000357339,15,2,314,0.00042,0.58471,0.67675
NR_028036,ENST00000652046,15,2,335,0.0004,0.58985,0.69702
NM_000043,ENST00000652046,15,2,335,0.0004,0.58985,0.69702
NM_001195755,ENST00000371481,13,1,361,0.00021,0.51545,0.63989
NM_001164178,ENST00000371207,30,2,522,0.00013,0.50766,0.54214
NM_001164179,ENST00000371205,29,2,510,0.00014,0.51291,0.53137
NM_001166245,ENST00000628193,21,0,480,0.0,0.58651,
NM_001174120,ENST00000357540,12,0,318,0.0,0.50288,
NM_001163814,ENST00000476766,9,2,128,0.00174,0.40278,0.15234
NM_013274,ENST00000299206,40,4,575,0.00017,0.4833,0.52522
NM_001142434,ENST00000439817,37,8,863,0.00025,0.46021,0.56416
NM_024928,ENST00000224950,24,4,368,0.00045,0.5685,0.37568
NM_025145,ENST00000357060,97,32,1665,0.0002,0.58925,0.66147
NM_145247,ENST00000369729,15,3,232,0.00086,0.52701,0.49138
NM_001191015,ENST00000369707,8,0,215,0.0,0.53314,
NM_004832,ENST00000369713,6,1,241,0.00069,0.59129,0.95436
NM_001167604,ENST00000322238,20,4,642,0.00031,0.45249,0.67484
NM_203380,ENST00000393081,30,6,683,0.00029,0.54192,0.61054
NM_001193435,ENST00000619563,26,5,366,0.00053,0.49275,0.37541
NM_024889,ENST00000361048,27,7,363,0.00071,0.48434,0.45691
NM_001193434,ENST00000369312,26,5,366,0.00053,0.49275,0.37541
