NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_148901,ENST00000328596,15,3,255,0.00078,0.54484,0.44575
NM_199121,ENST00000338660,4,0,64,0.0,0.61328,
NM_001170688,ENST00000518681,52,5,890,0.00011,0.48479,0.47213
NM_001198995,ENST00000342348,18,1,414,0.00013,0.48497,0.85749
NM_001195741,ENST00000627654,6,0,191,0.0,0.6658,
NM_001195741,ENST00000537325,6,0,161,0.0,0.60352,
NM_031475,ENST00000645284,44,5,854,0.00013,0.57994,0.78361
NM_001199862,ENST00000378083,20,1,415,0.00012,0.5353,0.92771
NM_006610,ENST00000400897,20,1,686,7e-05,0.52442,0.74344
NM_139208,ENST00000400898,4,0,185,0.0,0.61757,
NM_199006,ENST00000470413,10,3,77,0.0039,0.42987,0.50216
NM_001024661,ENST00000334600,22,3,474,0.00029,0.40526,0.40999
NM_001012276,ENST00000616484,27,0,474,0.0,0.4632,
NM_001012276,ENST00000357367,27,0,474,0.0,0.4632,
NM_001012276,ENST00000632222,27,0,474,0.0,0.4632,
NM_001012276,ENST00000636073,27,0,474,0.0,0.4632,
NM_024758,ENST00000375826,15,0,352,0.0,0.46648,
NM_003000,ENST00000375499,14,1,280,0.00026,0.42041,0.52857
NM_012067,ENST00000361640,16,2,331,0.00038,0.54513,0.7432
NM_001161504,ENST00000538309,21,1,503,9e-05,0.5488,0.17893
NM_003748,ENST00000375341,24,1,563,7e-05,0.53241,0.26643
NR_040288,ENST00000429712,6,0,105,0.0,0.64127,
NM_001040126,ENST00000400548,8,0,226,0.0,0.46571,
NM_001161728,ENST00000375111,4,1,144,0.00174,0.6059,0.6875
NM_021258,ENST00000270800,37,3,574,0.00014,0.57407,0.68757
NM_000191,ENST00000374490,14,2,325,0.00044,0.5444,0.48154
NM_001008216,ENST00000617979,17,2,348,0.00034,0.59179,0.47845
NM_173064,ENST00000374421,22,2,491,0.00019,0.44918,0.38086
NM_001031680,ENST00000399916,17,0,429,0.0,0.55985,
NM_021969,ENST00000254227,18,0,257,0.0,0.41267,
NM_173452,ENST00000354982,11,0,288,0.0,0.50947,
NM_003665,ENST00000270879,12,0,299,0.0,0.5014,
NM_203343,ENST00000347529,46,9,775,0.00025,0.46945,0.35384
NM_001143890,ENST00000526031,16,3,335,0.00056,0.36735,0.52736
NM_001199779,ENST00000373237,11,2,201,0.0009,0.47671,0.62686
NR_037632,ENST00000494695,2,0,56,0.0,0.55358,
NM_001136493,ENST00000372809,27,4,543,0.00027,0.42112,0.24309
NM_032793,ENST00000372811,26,4,530,0.00029,0.42373,0.23679
NM_152373,ENST00000372699,15,1,378,0.00018,0.53439,0.16667
NM_001159936,ENST00000431635,32,3,361,0.00026,0.56934,0.64081
NM_024587,ENST00000372237,7,1,277,0.00052,0.2852,0.73285
NM_174968,ENST00000351035,12,1,429,0.00019,0.60334,0.11655
NM_001202414,ENST00000372070,15,0,325,0.0,0.58626,
NM_015506,ENST00000401061,19,1,282,0.00019,0.47555,0.46809
NM_001202431,ENST00000424390,9,1,199,0.00056,0.64154,0.46734
NM_000778,ENST00000310638,35,5,519,0.00028,0.38222,0.42042
NM_001010969,ENST00000371891,34,3,519,0.00017,0.40258,0.51766
NM_003684,ENST00000371946,26,2,453,0.00017,0.53124,0.14018
NM_001011547,ENST00000438567,24,2,681,0.00012,0.50906,0.88399
NM_000098,ENST00000371486,33,4,658,0.00018,0.50258,0.24734
NM_001039716,ENST00000322679,6,1,125,0.00133,0.592,0.816
NM_001039715,ENST00000388876,14,1,201,0.00036,0.5732,0.50746
NM_213593,ENST00000525202,1,0,61,0.0,0.06557,
NM_000792,ENST00000361921,6,1,125,0.00133,0.592,0.816
NM_014762,ENST00000371269,24,1,516,8e-05,0.5499,0.24806
NM_001110533,ENST00000371273,22,2,418,0.00022,0.50979,0.54187
NM_174936,ENST00000302118,31,5,692,0.00023,0.56368,0.49942
NM_001004303,ENST00000343433,35,5,728,0.0002,0.38442,0.40962
NM_148906,ENST00000453295,32,5,719,0.00022,0.38869,0.42893
NM_001193600,ENST00000371509,21,7,503,0.00066,0.58071,0.51548
NM_001193599,ENST00000407246,22,6,523,0.00052,0.57527,0.6007
NM_002979,ENST00000371514,24,7,547,0.00053,0.55264,0.54296
NM_001007250,ENST00000408941,4,2,59,0.00847,0.69915,0.83051
NM_000775,ENST00000371204,25,4,502,0.00032,0.51434,0.69372
NM_014495,ENST00000371129,29,6,460,0.00045,0.40097,0.39167
NM_001113411,ENST00000371218,31,6,575,0.00034,0.4478,0.53333
NM_001244714,ENST00000371212,20,5,463,0.00054,0.53942,0.59179
NM_001172819,ENST00000540265,14,0,365,0.0,0.6499,
NM_015139,ENST00000235345,11,3,355,0.00077,0.50909,0.73803
NM_002303,ENST00000349533,43,7,1165,0.00014,0.51133,0.49368
NM_001198687,ENST00000371059,36,6,958,0.00017,0.51775,0.51566
NM_001198689,ENST00000616738,33,5,896,0.00017,0.50971,0.45647
NM_153742,ENST00000346806,19,2,361,0.00029,0.4021,0.36288
NM_001902,ENST00000370938,21,2,405,0.00024,0.41293,0.37778
NM_001134759,ENST00000370872,9,1,192,0.00058,0.55035,0.25
NM_001130043,ENST00000370871,13,3,295,0.00078,0.54707,0.35367
NM_001889,ENST00000340866,14,3,329,0.00065,0.54472,0.31712
NM_001130042,ENST00000417775,14,3,329,0.00065,0.54472,0.31712
NM_004388,ENST00000370630,20,8,385,0.00104,0.57039,0.56916
NM_207398,ENST00000294671,40,10,638,0.00039,0.59753,0.68558
NM_032186,ENST00000361321,7,2,105,0.00272,0.38368,0.31429
NM_001164391,ENST00000545708,22,3,491,0.00028,0.43779,0.48744
NM_001167830,ENST00000479918,13,5,193,0.00199,0.67916,0.68705
NM_001122674,ENST00000315713,11,3,236,0.00116,0.50116,0.42797
NM_002858,ENST00000370214,38,7,659,0.00028,0.52508,0.47627
NM_001195683,ENST00000465892,36,7,850,0.00023,0.51307,0.50571
NM_152487,ENST00000370203,5,1,263,0.00076,0.68137,0.94677
NM_001199682,ENST00000370202,11,4,267,0.00136,0.48485,0.67884
NM_001013660,ENST00000287474,27,7,626,0.00041,0.51089,0.2597
NM_152238,ENST00000529992,15,4,396,0.00067,0.54125,0.88321
NM_080682,ENST00000347652,25,5,647,0.00031,0.54046,0.72983
NM_000646,ENST00000370161,67,13,1516,0.00013,0.467,0.43982
NM_020683,ENST00000369716,8,1,347,0.00036,0.57097,0.99424
NM_138727,ENST00000490067,25,6,558,0.00043,0.49491,0.57826
NM_016527,ENST00000325945,22,1,351,0.00013,0.46957,0.39601
NM_001005783,ENST00000361035,22,1,364,0.00012,0.48851,0.41758
NM_001166107,ENST00000544913,30,3,466,0.00021,0.50257,0.46853
NM_005518,ENST00000369406,31,3,508,0.00019,0.51124,0.48491
NM_213652,ENST00000475797,16,1,200,0.00031,0.38875,0.425
NM_145277,ENST00000357836,20,1,313,0.00016,0.51502,0.63259
NM_213653,ENST00000336751,24,1,426,0.0001,0.55419,0.73005
NM_001201326,ENST00000451928,19,1,408,0.00013,0.34933,0.72304
NM_001201325,ENST00000417171,25,3,519,0.00023,0.37295,0.57354
NM_002614,ENST00000344770,25,3,519,0.00023,0.37295,0.57354
NM_001144829,ENST00000441068,19,2,464,0.00023,0.52802,0.90086
NM_001144830,ENST00000369272,12,0,285,0.0,0.57924,
NM_001461,ENST00000254090,22,2,533,0.00017,0.51424,0.82176
NM_001136479,ENST00000616917,8,0,220,0.0,0.54034,
NM_001136478,ENST00000436748,8,0,227,0.0,0.57709,
NM_022075,ENST00000368954,16,3,380,0.00049,0.38141,0.60702
NM_001001523,ENST00000356728,40,6,497,0.0003,0.41806,0.32126
NM_145796,ENST00000368863,88,10,1315,9e-05,0.47967,0.4581
NM_001193495,ENST00000648231,38,3,931,8e-05,0.4195,0.45972
NM_181871,ENST00000392414,25,1,543,7e-05,0.47285,0.62615
NM_181871,ENST00000571194,25,1,543,7e-05,0.47285,0.62615
NM_001044393,ENST00000471283,8,1,149,0.00084,0.48742,0.55034
NM_182690,ENST00000359751,8,0,193,0.0,0.63925,
NM_001135821,ENST00000356657,27,4,419,0.00035,0.52391,0.63544
NM_001256604,ENST00000362007,23,1,406,0.00011,0.60206,0.68966
NM_139118,ENST00000295566,51,10,796,0.00025,0.44775,0.41005
NM_005894,ENST00000368174,22,1,347,0.00013,0.55751,0.11527
NM_001639,ENST00000255040,11,3,223,0.00122,0.59967,0.51271
NM_001146173,ENST00000368092,12,0,198,0.0,0.48148,
NM_033438,ENST00000368093,14,0,289,0.0,0.39348,
NM_020789,ENST00000361509,61,2,1163,3e-05,0.42242,0.99269
NM_001135050,ENST00000368094,62,2,1179,3e-05,0.42227,0.99279
NM_001193644,ENST00000368072,21,3,299,0.00048,0.5743,0.7514
NM_001643,ENST00000367990,7,2,100,0.00286,0.59571,0.59
NM_001002274,ENST00000236937,8,0,291,0.0,0.29253,
NM_004001,ENST00000358671,13,1,310,0.00025,0.4201,0.59355
NM_001077470,ENST00000504010,28,3,280,0.00038,0.55676,0.42381
NM_001077477,ENST00000437437,30,3,306,0.00033,0.55501,0.3878
NM_001077474,ENST00000505005,27,3,296,0.00038,0.57583,0.49887
NM_001077476,ENST00000508740,30,3,311,0.00032,0.55145,0.38157
NM_001077479,ENST00000511676,32,3,319,0.00029,0.55897,0.372
NM_001077471,ENST00000367984,29,3,309,0.00033,0.57951,0.47789
NM_001077472,ENST00000367981,32,3,324,0.00029,0.55613,0.36626
NM_001077478,ENST00000442691,31,3,339,0.00029,0.57446,0.4356
NM_001077469,ENST00000428574,31,3,340,0.00028,0.5722,0.43431
NM_001077480,ENST00000367982,33,3,352,0.00026,0.57799,0.41951
NM_001077482,ENST00000367980,33,3,357,0.00025,0.57499,0.41363
NM_001085375,ENST00000458626,13,3,272,0.00085,0.5017,0.4951
NM_016371,ENST00000254521,17,1,341,0.00017,0.51078,0.28446
NM_000569,ENST00000443193,13,2,254,0.00061,0.46396,0.3937
NM_001127595,ENST00000367967,13,2,254,0.00061,0.46396,0.3937
NM_014697,ENST00000361897,40,2,506,0.0001,0.55791,0.66403
NM_018417,ENST00000367851,82,14,1610,0.00011,0.52015,0.58429
NM_000130,ENST00000367797,119,15,2224,6e-05,0.5262,0.41649
NM_002022,ENST00000367749,21,3,558,0.00026,0.54412,0.71685
NM_001002294,ENST00000367755,16,4,532,0.00047,0.64897,0.53007
NM_015415,ENST00000271373,4,0,127,0.0,0.59645,
NM_000488,ENST00000367698,17,1,464,0.00013,0.47832,0.14871
NM_033127,ENST00000308284,79,7,1060,8e-05,0.4383,0.40431
NM_145034,ENST00000367612,30,6,470,0.00043,0.46546,0.51418
NM_001252512,ENST00000539888,9,3,485,0.00069,0.51409,0.41443
NM_002113,ENST00000320493,15,5,330,0.00101,0.5996,0.57818
NM_006684,ENST00000251424,14,7,331,0.00151,0.46806,0.39189
NM_001201550,ENST00000608469,25,11,578,0.00076,0.47945,0.4352
NM_001201551,ENST00000367416,25,11,577,0.00076,0.47861,0.43438
NM_021023,ENST00000367425,13,6,330,0.0014,0.52354,0.40252
NM_001024594,ENST00000367393,12,3,145,0.00172,0.48448,0.49655
NM_000186,ENST00000367429,48,12,1231,0.0002,0.57279,0.63695
NM_003822,ENST00000236914,44,9,495,0.00041,0.53765,0.57868
