NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_198317,ENST00000338591,24,1,642,6e-05,0.3332,0.3676
NM_001160184,ENST00000379407,31,3,576,0.00017,0.46948,0.46817
NM_032129,ENST00000379410,33,3,611,0.00015,0.47424,0.42826
NM_021170,ENST00000304952,5,0,221,0.0,0.49955,
NM_001142467,ENST00000428771,7,0,247,0.0,0.46154,
NM_001130413,ENST00000379116,38,6,802,0.0002,0.46975,0.41937
NM_001145210,ENST00000537107,20,1,399,0.00013,0.51579,0.03759
NM_022834,ENST00000476993,19,1,445,0.00012,0.47037,0.27416
NM_001256460,ENST00000545578,30,0,571,0.0,0.53596,
NM_018188,ENST00000378755,47,3,634,0.0001,0.45795,0.15089
NM_014638,ENST00000378486,78,1,1416,1e-05,0.48739,0.32415
NM_014638,ENST00000620687,78,1,1416,1e-05,0.48739,0.32415
NM_001010926,ENST00000612705,10,0,166,0.0,0.49096,
NM_001010926,ENST00000378453,10,0,166,0.0,0.49096,
NM_001163724,ENST00000444870,3,0,78,0.0,0.18376,
NM_014851,ENST00000377658,25,0,597,0.0,0.43745,
NM_138350,ENST00000377627,10,2,175,0.00114,0.488,0.68572
NM_001204186,ENST00000604074,26,4,403,0.00038,0.60594,0.58623
NM_004565,ENST00000356607,34,3,377,0.00023,0.41801,0.25287
NM_001243768,ENST00000602296,6,0,143,0.0,0.65035,
NM_001040194,ENST00000376629,5,0,152,0.0,0.77237,
NM_001024661,ENST00000334600,22,3,474,0.00029,0.40526,0.40999
NM_001136216,ENST00000376014,13,0,253,0.0,0.53846,
NM_001136218,ENST00000376008,13,0,253,0.0,0.53846,
NM_001006624,ENST00000487038,4,2,120,0.00417,0.6,0.52916
NM_015209,ENST00000503743,34,3,421,0.00021,0.45759,0.7118
NM_013358,ENST00000375471,27,4,663,0.00022,0.54539,0.55166
NM_013358,ENST00000631074,27,4,663,0.00022,0.54539,0.55166
NM_032880,ENST00000251296,15,2,467,0.00029,0.44511,0.55353
NM_001135247,ENST00000375534,17,4,182,0.00129,0.38849,0.46978
NM_017459,ENST00000375535,17,4,183,0.00129,0.39184,0.47268
NM_001161728,ENST00000375111,4,1,144,0.00174,0.6059,0.6875
NM_002885,ENST00000374765,31,3,663,0.00015,0.49706,0.5264
NM_001204086,ENST00000615215,12,2,215,0.00078,0.47248,0.46976
NM_004442,ENST00000374632,46,1,987,2e-05,0.56997,0.38399
NM_001143778,ENST00000635198,56,4,894,8e-05,0.41914,0.42701
NM_001143778,ENST00000437606,56,4,894,8e-05,0.41914,0.42701
NM_001010980,ENST00000374392,3,0,102,0.0,0.92157,
NM_198173,ENST00000361548,19,3,602,0.00026,0.57869,0.4175
NM_001195010,ENST00000356046,18,3,556,0.0003,0.57664,0.3693
NM_021180,ENST00000236255,19,3,607,0.00026,0.58216,0.42229
NM_001251981,ENST00000436717,11,1,183,0.0005,0.48783,0.85792
NM_001251983,ENST00000616511,6,1,116,0.00144,0.51437,0.77586
NM_001251985,ENST00000374393,10,2,115,0.00174,0.63478,0.73478
NM_032513,ENST00000374278,20,0,323,0.0,0.49768,
NM_001039775,ENST00000308182,92,8,1661,5e-05,0.48484,0.57586
NM_001099626,ENST00000374300,8,1,292,0.00043,0.497,0.86644
NM_032872,ENST00000318074,40,2,550,9e-05,0.4475,0.55091
NM_000952,ENST00000373857,14,0,342,0.0,0.55806,
NM_018565,ENST00000536384,20,2,459,0.00022,0.57941,0.72113
NM_203342,ENST00000642937,34,6,655,0.00027,0.52802,0.52443
NM_001171868,ENST00000420504,10,0,307,0.0,0.55993,
NM_001145720,ENST00000609129,21,5,495,0.00048,0.53285,0.59515
NM_153212,ENST00000339480,5,1,266,0.00075,0.32181,0.29699
NM_005268,ENST00000338513,7,1,273,0.00052,0.5573,0.87546
NM_024009,ENST00000373366,12,0,270,0.0,0.5179,
NM_001005752,ENST00000373362,12,0,270,0.0,0.5179,
NM_001161708,ENST00000373484,54,6,476,0.00023,0.62842,0.67087
NM_001199780,ENST00000621781,4,1,84,0.00298,0.65774,0.96429
NM_002699,ENST00000373012,21,0,451,0.0,0.46078,
NR_037635,ENST00000621281,3,0,110,0.0,0.66667,
NM_001033081,ENST00000372816,19,2,364,0.00029,0.71009,0.76236
NM_001033082,ENST00000397332,20,2,394,0.00025,0.69797,0.78046
NM_005376,ENST00000372815,4,0,236,0.0,0.49046,
NM_001956,ENST00000372587,11,3,178,0.00153,0.57712,0.7397
NM_172163,ENST00000509682,27,2,641,0.00012,0.52233,0.51404
NM_004700,ENST00000347132,28,2,695,0.0001,0.52045,0.51295
NM_001142590,ENST00000372653,60,8,301,0.00044,0.63206,0.63289
NM_015911,ENST00000372508,14,1,284,0.00025,0.46202,0.97535
NM_001185117,ENST00000539749,13,1,218,0.00035,0.48377,0.12844
NM_001164829,ENST00000523677,3,1,113,0.00295,0.68142,0.69027
NM_057091,ENST00000372359,7,0,220,0.0,0.51493,
NM_173484,ENST00000372299,33,4,389,0.00031,0.47464,0.46787
