NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_001160184,ENST00000379407,31,3,576,0.00017,0.46948,0.46817
NM_014448,ENST00000378378,51,5,709,0.00014,0.50842,0.46009
NM_024011,ENST00000404249,34,5,780,0.00019,0.44653,0.27974
NM_031475,ENST00000645284,44,5,854,0.00013,0.57994,0.78361
NM_001199862,ENST00000378083,20,1,415,0.00012,0.5353,0.92771
NM_181865,ENST00000377845,15,1,350,0.00019,0.63391,0.97714
NM_018198,ENST00000377577,37,3,559,0.00015,0.50239,0.37507
NM_012102,ENST00000337907,94,10,1566,7e-05,0.55304,0.51769
NM_001428,ENST00000234590,12,1,434,0.00019,0.70968,0.19816
NM_001127325,ENST00000376667,12,1,211,0.00039,0.39613,0.02844
NM_183412,ENST00000251546,14,1,224,0.00032,0.58578,0.90625
NM_001040194,ENST00000376629,5,0,152,0.0,0.77237,
NM_024758,ENST00000375826,15,0,352,0.0,0.46648,
NM_207348,ENST00000294454,26,2,304,0.00025,0.47723,0.64638
NM_001136216,ENST00000376014,13,0,253,0.0,0.53846,
NM_178840,ENST00000329454,7,0,169,0.0,0.52409,
NM_182623,ENST00000375662,18,2,280,0.0004,0.50496,0.44822
NM_000085,ENST00000375679,24,1,687,6e-05,0.50328,0.74527
NM_001165945,ENST00000375667,16,1,517,0.00012,0.55416,0.66344
NM_015209,ENST00000503743,34,3,421,0.00021,0.45759,0.7118
NM_001018000,ENST00000361144,33,3,415,0.00022,0.46499,0.70763
NM_004070,ENST00000331433,28,2,687,0.0001,0.56353,0.84134
NM_001042704,ENST00000375692,27,2,686,0.00011,0.55183,0.84184
NM_013358,ENST00000375471,27,4,663,0.00022,0.54539,0.55166
NM_013358,ENST00000631074,27,4,663,0.00022,0.54539,0.55166
NM_152375,ENST00000400664,42,4,777,0.00012,0.42735,0.27703
NM_012067,ENST00000361640,16,2,331,0.00038,0.54513,0.7432
NM_001161504,ENST00000538309,21,1,503,9e-05,0.5488,0.17893
NM_003748,ENST00000375341,24,1,563,7e-05,0.53241,0.26643
NR_040288,ENST00000429712,6,0,105,0.0,0.64127,
NM_019062,ENST00000375121,11,2,227,0.0008,0.4121,0.3282
NM_001039500,ENST00000289815,61,3,1215,4e-05,0.5325,0.32702
NM_207334,ENST00000332947,13,0,329,0.0,0.66799,
NM_001145658,ENST00000495204,35,3,727,0.00012,0.48512,0.56809
NM_001145657,ENST00000542643,30,3,681,0.00015,0.47954,0.53793
NM_007260,ENST00000374514,6,1,231,0.00072,0.70346,0.52814
NM_021258,ENST00000270800,37,3,574,0.00014,0.57407,0.68757
NM_001127621,ENST00000617979,17,2,348,0.00034,0.59179,0.47845
NM_001008216,ENST00000617979,17,2,348,0.00034,0.59179,0.47845
NM_207170,ENST00000354361,8,2,201,0.00124,0.51182,0.55472
NM_001251977,ENST00000374395,16,2,241,0.00052,0.48885,0.69917
NM_001251985,ENST00000374393,10,2,115,0.00174,0.63478,0.73478
NM_000437,ENST00000374282,24,1,392,0.00011,0.47268,0.77041
NM_138616,ENST00000346452,9,0,266,0.0,0.45614,
NM_032513,ENST00000374278,20,0,323,0.0,0.49768,
NM_001004434,ENST00000374276,21,0,372,0.0,0.50423,
NM_152365,ENST00000320567,16,1,398,0.00016,0.63772,0.78643
NM_002953,ENST00000374168,30,5,735,0.00023,0.61116,0.60082
NM_002953,ENST00000629832,30,5,735,0.00023,0.61116,0.60082
NM_001243565,ENST00000526219,23,1,294,0.00015,0.68234,0.17687
NM_001143912,ENST00000010299,31,2,341,0.00019,0.51367,0.65396
NM_001127350,ENST00000645794,8,2,208,0.0012,0.46875,0.67308
NM_001127350,ENST00000373842,8,2,208,0.0012,0.46875,0.67308
NM_178191,ENST00000465645,5,0,60,0.0,0.59,
NM_178191,ENST00000647380,5,0,60,0.0,0.59,
NM_001199039,ENST00000536384,20,2,459,0.00022,0.57941,0.72113
NM_001143890,ENST00000526031,16,3,335,0.00056,0.36735,0.52736
NM_001256121,ENST00000373476,25,6,408,0.00059,0.68353,0.62909
NM_016257,ENST00000372844,14,0,191,0.0,0.54675,
NR_037635,ENST00000621281,3,0,110,0.0,0.66667,
NM_005376,ENST00000372815,4,0,236,0.0,0.49046,
NM_152373,ENST00000372699,15,1,378,0.00018,0.53439,0.16667
NM_001956,ENST00000372587,11,3,178,0.00153,0.57712,0.7397
NM_001123395,ENST00000372539,10,2,211,0.00095,0.41137,0.5308
NM_148960,ENST00000296387,10,2,224,0.00089,0.3875,0.5
NM_182517,ENST00000523677,3,1,113,0.00295,0.68142,0.69027
NM_001136215,ENST00000498139,8,0,228,0.0,0.47149,
