NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_198317,ENST00000338591,24,1,642,6e-05,0.3332,0.3676
NM_017891,ENST00000421241,3,1,198,0.00168,0.57407,0.82828
NM_198576,ENST00000379370,95,3,2045,2e-05,0.47115,0.4445
NM_003327,ENST00000379236,14,2,277,0.00052,0.6065,0.54332
NM_152486,ENST00000342066,39,2,681,8e-05,0.49652,0.6094
NM_001014980,ENST00000330388,21,3,302,0.00047,0.54415,0.62031
NM_080605,ENST00000379198,8,0,329,0.0,0.78533,
NM_001160184,ENST00000379407,31,3,576,0.00017,0.46948,0.46817
NM_032129,ENST00000379410,33,3,611,0.00015,0.47424,0.42826
NM_021170,ENST00000304952,5,0,221,0.0,0.49955,
NM_001142467,ENST00000428771,7,0,247,0.0,0.46154,
NM_001029885,ENST00000343938,8,0,214,0.0,0.61098,
NM_152228,ENST00000339381,46,1,852,3e-05,0.52302,0.03052
NM_001130045,ENST00000379289,33,2,673,9e-05,0.48404,0.24368
NM_153254,ENST00000379288,18,1,404,0.00014,0.47731,0.5
NM_004421,ENST00000378891,24,0,670,0.0,0.58812,
NM_148901,ENST00000328596,15,3,255,0.00078,0.54484,0.44575
NM_004195,ENST00000379268,15,2,241,0.00055,0.56957,0.21162
NM_148902,ENST00000379265,13,2,234,0.00066,0.54076,0.21795
NR_037668,ENST00000379116,38,6,802,0.0002,0.46975,0.41937
NM_001130413,ENST00000379116,38,6,802,0.0002,0.46975,0.41937
NM_016176,ENST00000360001,13,1,355,0.00022,0.57226,0.52394
NM_016547,ENST00000263741,12,1,341,0.00024,0.56452,0.54545
NM_001146685,ENST00000378821,3,0,163,0.0,0.39059,
NM_001039211,ENST00000378785,27,2,411,0.00018,0.4722,0.45742
NM_031921,ENST00000673477,43,2,648,7e-05,0.41333,0.5054
NM_194457,ENST00000400929,11,4,207,0.00176,0.65876,0.53502
NM_194458,ENST00000347370,11,4,207,0.00176,0.65876,0.53502
NM_058167,ENST00000349431,14,4,259,0.0011,0.59349,0.62838
NM_194315,ENST00000400930,15,4,275,0.00097,0.57939,0.65
NM_001242659,ENST00000422725,4,0,226,0.0,0.53429,
NM_017900,ENST00000338338,11,0,199,0.0,0.56693,
NM_001243536,ENST00000520296,6,1,65,0.00256,0.5718,0.23077
NM_001145210,ENST00000537107,20,1,399,0.00013,0.51579,0.03759
NM_022834,ENST00000476993,19,1,445,0.00012,0.47037,0.27416
NM_199121,ENST00000338660,4,0,64,0.0,0.61328,
NM_001256462,ENST00000620829,24,0,502,0.0,0.58972,
NM_001256463,ENST00000419704,26,0,499,0.0,0.54424,
NM_001256460,ENST00000545578,30,0,571,0.0,0.53596,
NM_001256456,ENST00000540437,32,0,606,0.0,0.52965,
NM_018188,ENST00000378755,47,3,634,0.0001,0.45795,0.15089
NM_001170535,ENST00000378756,43,2,586,8e-05,0.45273,0.14249
NM_001170688,ENST00000518681,52,5,890,0.00011,0.48479,0.47213
NM_080875,ENST00000505820,52,5,955,0.0001,0.50284,0.49445
NM_001170686,ENST00000520777,51,4,951,8e-05,0.50605,0.54101
NM_001170687,ENST00000355826,52,5,955,0.0001,0.50284,0.49445
NM_001170689,ENST00000378712,47,5,753,0.00014,0.50708,0.55803
NM_178545,ENST00000310991,11,1,209,0.00043,0.50065,0.4067
NM_138705,ENST00000307786,9,1,181,0.00061,0.37446,0.0221
NM_000815,ENST00000378585,16,0,452,0.0,0.48106,
NM_024848,ENST00000378531,25,5,497,0.0004,0.50849,0.40966
NM_014638,ENST00000378486,78,1,1416,1e-05,0.48739,0.32415
NM_014638,ENST00000620687,78,1,1416,1e-05,0.48739,0.32415
NM_018216,ENST00000378466,26,2,773,0.0001,0.48751,0.4185
NM_018216,ENST00000615291,26,2,773,0.0001,0.48751,0.4185
NM_001010926,ENST00000612705,10,0,166,0.0,0.49096,
NM_001010926,ENST00000378453,10,0,166,0.0,0.49096,
NM_002074,ENST00000378609,15,0,340,0.0,0.30392,
NM_001242672,ENST00000611612,41,3,566,0.00013,0.47445,0.67432
NM_001242672,ENST00000401095,72,4,1079,5e-05,0.50441,0.65269
NM_003820,ENST00000621877,12,1,283,0.00029,0.60041,0.86572
NM_003820,ENST00000355716,12,1,283,0.00029,0.60041,0.86572
NM_014448,ENST00000378378,51,5,709,0.00014,0.50842,0.46009
NM_001198995,ENST00000342348,18,1,414,0.00013,0.48497,0.85749
NM_023018,ENST00000341426,20,2,446,0.00022,0.4843,0.43834
NM_001198994,ENST00000378625,34,4,591,0.0002,0.43341,0.34179
NM_153818,ENST00000288774,18,2,346,0.00032,0.49534,0.55925
NM_022114,ENST00000270722,51,0,1276,0.0,0.53441,
NM_152492,ENST00000294600,60,8,656,0.0002,0.60579,0.61871
NM_001163724,ENST00000444870,3,0,78,0.0,0.18376,
NM_002744,ENST00000378567,25,4,592,0.00027,0.51426,0.79772
NM_001033581,ENST00000400921,17,4,409,0.00058,0.53301,0.70722
NM_001242874,ENST00000461106,20,4,488,0.00041,0.52982,0.75461
NM_182533,ENST00000378546,7,1,180,0.00079,0.73651,0.36111
NM_020710,ENST00000378251,25,2,583,0.00014,0.48734,0.7916
NM_004402,ENST00000378209,23,3,338,0.00039,0.44417,0.47929
NM_207356,ENST00000361605,14,2,243,0.00059,0.54292,0.48971
NM_015557,ENST00000262450,85,7,1954,4e-05,0.60167,0.65214
NM_001042478,ENST00000378190,23,3,411,0.00032,0.46144,0.22871
NM_018836,ENST00000378191,23,3,411,0.00032,0.46144,0.22871
NM_001195740,ENST00000617400,6,0,192,0.0,0.66406,
NM_001195740,ENST00000537325,6,0,161,0.0,0.60352,
NM_001195741,ENST00000627654,6,0,191,0.0,0.6658,
NM_001195741,ENST00000537325,6,0,161,0.0,0.60352,
NM_001195738,ENST00000378427,10,0,183,0.0,0.6765,
NM_001195738,ENST00000628389,7,1,123,0.00116,0.47735,0.12195
NM_033467,ENST00000611357,49,7,779,0.00018,0.52152,0.47992
NM_033467,ENST00000378412,49,7,779,0.00018,0.52152,0.47992
NM_024011,ENST00000404249,34,5,780,0.00019,0.44653,0.27974
NM_033529,ENST00000358779,34,5,770,0.00019,0.44125,0.27299
NM_001110781,ENST00000611123,13,1,405,0.00019,0.69668,0.98272
NM_031475,ENST00000645284,44,5,854,0.00013,0.57994,0.78361
NM_207396,ENST00000377939,44,4,634,0.00014,0.52352,0.68888
NM_005341,ENST00000377674,44,4,688,0.00013,0.48368,0.57558
NM_014851,ENST00000377658,25,0,597,0.0,0.43745,
NM_153812,ENST00000377648,10,0,300,0.0,0.56167,
NM_177540,ENST00000351136,21,0,587,0.0,0.45948,
NM_138697,ENST00000333172,39,0,841,0.0,0.44544,
NM_015102,ENST00000378156,92,14,1426,0.00011,0.48348,0.53396
NM_001199861,ENST00000378097,19,2,367,0.00029,0.52359,0.50545
NM_172130,ENST00000352527,17,1,353,0.00017,0.55941,0.91501
NM_003636,ENST00000428161,19,2,367,0.00029,0.52359,0.50545
NM_001199860,ENST00000164247,19,2,367,0.00029,0.52359,0.50545
NM_001199862,ENST00000378083,20,1,415,0.00012,0.5353,0.92771
NM_001199863,ENST00000458166,15,1,300,0.00022,0.55511,0.9
NM_181866,ENST00000377842,15,1,329,0.0002,0.60993,0.97568
NM_181865,ENST00000377845,15,1,350,0.00019,0.63391,0.97714
NM_181864,ENST00000377855,18,1,380,0.00015,0.56023,0.97895
NM_004781,ENST00000054666,9,1,100,0.00111,0.29,0.18
NM_001561,ENST00000377507,14,5,255,0.0014,0.52913,0.56863
NM_021995,ENST00000054668,4,2,139,0.0036,0.58094,0.6295
NM_138350,ENST00000377627,10,2,175,0.00114,0.488,0.68572
NM_018198,ENST00000377577,37,3,559,0.00015,0.50239,0.37507
NM_001242701,ENST00000557126,2,1,101,0.00495,0.55446,0.93069
NM_015215,ENST00000303635,105,17,1673,0.0001,0.59187,0.71678
NM_001204186,ENST00000604074,26,4,403,0.00038,0.60594,0.58623
NM_001204187,ENST00000603362,44,6,555,0.00025,0.59115,0.53123
NM_001204188,ENST00000604479,37,5,540,0.00025,0.56862,0.50481
NM_001204184,ENST00000354437,30,5,499,0.00033,0.53995,0.53988
NM_001204185,ENST00000378295,41,6,636,0.00023,0.54268,0.48769
NM_005427,ENST00000378295,41,6,636,0.00023,0.54268,0.48769
NM_001204189,ENST00000378285,28,5,450,0.0004,0.52992,0.48978
NM_001204190,ENST00000378288,39,6,587,0.00026,0.53318,0.44492
NM_001204191,ENST00000378288,39,6,587,0.00026,0.53318,0.44492
NM_001126241,ENST00000378285,28,5,450,0.0004,0.52992,0.48978
NM_001126242,ENST00000378280,35,6,426,0.0004,0.6216,0.57707
NM_001126240,ENST00000378288,39,6,587,0.00026,0.53318,0.44492
NM_001204192,ENST00000378290,38,6,565,0.00028,0.52892,0.4233
NM_148970,ENST00000351748,15,0,234,0.0,0.61225,
NM_148967,ENST00000348333,21,0,372,0.0,0.58436,
NM_148965,ENST00000377782,24,0,426,0.0,0.56778,
NM_003790,ENST00000356876,24,0,417,0.0,0.56785,
NM_001039664,ENST00000510563,9,0,181,0.0,0.47882,
NM_001042665,ENST00000400913,44,6,1006,0.00014,0.59583,0.51425
NM_001042664,ENST00000340850,44,6,1006,0.00014,0.59583,0.51425
NM_020631,ENST00000377728,44,6,1006,0.00014,0.59583,0.51425
NM_001042663,ENST00000400915,46,6,1043,0.00013,0.58429,0.53148
NM_024980,ENST00000377411,10,0,335,0.0,0.63284,
NM_001042682,ENST00000476556,73,8,1012,0.00011,0.48317,0.41428
NM_001042681,ENST00000400908,94,10,1566,7e-05,0.55304,0.51769
NM_012102,ENST00000337907,94,10,1566,7e-05,0.55304,0.51769
NM_003039,ENST00000377424,22,4,501,0.00036,0.45618,0.39122
NM_001135585,ENST00000377414,9,2,244,0.00091,0.31375,0.10246
NM_025106,ENST00000328089,12,2,273,0.00061,0.39438,0.55128
NM_004285,ENST00000377403,55,2,791,5e-05,0.4571,0.52465
NM_032368,ENST00000377223,14,5,190,0.00188,0.38572,0.31579
NM_001010866,ENST00000340305,25,1,392,0.0001,0.48918,0.51276
NM_001130924,ENST00000340381,34,2,666,9e-05,0.42011,0.55406
NM_001428,ENST00000234590,12,1,434,0.00019,0.70968,0.19816
NM_001012329,ENST00000377263,7,0,81,0.0,0.52381,
NM_020248,ENST00000377263,7,0,81,0.0,0.52381,
NM_005026,ENST00000377346,56,1,1044,2e-05,0.44574,0.11015
NM_001009566,ENST00000377298,42,3,981,7e-05,0.53391,0.60347
NM_052960,ENST00000294435,6,2,134,0.00249,0.70025,0.62313
NM_004565,ENST00000356607,34,3,377,0.00023,0.41801,0.25287
NM_001170754,ENST00000377004,47,4,823,0.0001,0.51614,0.39277
NM_006048,ENST00000253251,76,12,1173,0.00013,0.48699,0.40381
NM_001105562,ENST00000343090,80,13,1302,0.00012,0.49915,0.41859
NM_183416,ENST00000377093,69,12,1153,0.00015,0.61704,0.58673
NM_015074,ENST00000263934,87,14,1770,9e-05,0.50166,0.4519
NM_003132,ENST00000376957,24,2,302,0.00028,0.57023,0.70861
NM_007375,ENST00000240185,26,5,414,0.00046,0.56763,0.5
NM_020780,ENST00000294484,70,4,1392,4e-05,0.45457,0.20204
NM_004401,ENST00000377038,25,3,331,0.00036,0.6319,0.53676
NM_017766,ENST00000344008,43,1,1166,2e-05,0.50985,0.51801
NM_018438,ENST00000376753,19,2,293,0.00036,0.68996,0.82423
NM_006610,ENST00000400897,20,1,686,7e-05,0.52442,0.74344
NM_139208,ENST00000400898,4,0,185,0.0,0.61757,
NM_004958,ENST00000361445,167,17,2549,4e-05,0.49263,0.48074
