NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_207396,ENST00000377939,44,4,634,0.00014,0.52352,0.68888
NM_003636,ENST00000428161,19,2,367,0.00029,0.52359,0.50545
NM_001105562,ENST00000343090,80,13,1302,0.00012,0.49915,0.41859
NM_183416,ENST00000377093,69,12,1153,0.00015,0.61704,0.58673
NM_006172,ENST00000376480,6,1,151,0.0011,0.47903,0.39735
NM_014874,ENST00000235329,51,3,757,8e-05,0.57513,0.47072
NM_018156,ENST00000613099,250,48,4363,4e-05,0.48334,0.51783
NM_207348,ENST00000294454,26,2,304,0.00025,0.47723,0.64638
NM_001089591,ENST00000696689,4,0,91,0.0,0.37912,
NM_182623,ENST00000375662,18,2,280,0.0004,0.50496,0.44822
NM_003000,ENST00000375499,14,1,280,0.00026,0.42041,0.52857
NM_000929,ENST00000375108,5,2,138,0.0029,0.59275,0.76087
NM_152372,ENST00000374434,67,4,1437,4e-05,0.47925,0.51531
NM_001251977,ENST00000374395,16,2,241,0.00052,0.48885,0.69917
NM_032588,ENST00000374272,28,2,353,0.0002,0.54745,0.38385
NM_022778,ENST00000252992,81,13,762,0.00021,0.62229,0.64254
NM_001099626,ENST00000374300,8,1,292,0.00043,0.497,0.86644
NM_004102,ENST00000373713,3,0,133,0.0,0.56642,
NM_153756,ENST00000373471,11,1,212,0.00043,0.53345,0.69811
NM_001171941,ENST00000496770,8,1,153,0.00082,0.39052,0.47712
NM_032526,ENST00000235628,20,2,368,0.00027,0.49035,0.9769
NM_173642,ENST00000431473,22,2,391,0.00023,0.3562,0.43606
NM_012236,ENST00000372597,27,4,591,0.00025,0.53456,0.38114
NM_006004,ENST00000311672,4,0,91,0.0,0.37912,
NM_001243728,ENST00000532925,18,5,240,0.00116,0.52199,0.38083
NM_147161,ENST00000343744,34,1,594,5e-05,0.49634,0.17845
NM_145716,ENST00000610401,19,8,388,0.00109,0.41793,0.35502
NM_006252,ENST00000371244,23,3,552,0.00024,0.45038,0.46679
NM_001004303,ENST00000343433,35,5,728,0.0002,0.38442,0.40962
NM_000775,ENST00000371204,25,4,502,0.00032,0.51434,0.69372
NM_176877,ENST00000371158,106,23,1801,0.00012,0.50918,0.53688
NM_001172818,ENST00000371083,22,1,580,8e-05,0.56724,0.18448
NM_001127328,ENST00000420607,25,7,425,0.00066,0.46984,0.32504
NM_000016,ENST00000370841,24,6,421,0.00059,0.48367,0.36817
NM_001199327,ENST00000370899,42,8,843,0.00023,0.46823,0.48043
NM_015978,ENST00000326637,40,7,835,0.00021,0.50219,0.5675
NM_144573,ENST00000334785,44,21,675,0.00071,0.46754,0.47055
NM_001242857,ENST00000446538,14,2,358,0.0004,0.47745,0.2472
NM_001195683,ENST00000465892,36,7,850,0.00023,0.51307,0.50571
NM_001256387,ENST00000370137,19,4,335,0.00063,0.50338,0.5791
NM_001256386,ENST00000370137,19,4,335,0.00063,0.50338,0.5791
NM_144620,ENST00000370137,19,4,335,0.00063,0.50338,0.5791
NM_000643,ENST00000370163,70,15,1532,0.00014,0.45267,0.3876
NM_000028,ENST00000294724,70,15,1532,0.00014,0.45267,0.3876
NM_001010985,ENST00000357155,21,1,354,0.00013,0.43274,0.09322
NM_001688,ENST00000369722,21,5,256,0.00093,0.64174,0.7836
NM_172198,ENST00000369697,16,1,636,0.0001,0.60859,0.66195
NM_003051,ENST00000630362,18,3,500,0.00033,0.57522,0.53267
NM_003051,ENST00000369626,18,3,500,0.00033,0.57522,0.53267
NM_001232,ENST00000261448,11,3,399,0.00068,0.3568,0.5731
NM_213652,ENST00000475797,16,1,200,0.00031,0.38875,0.425
NM_145277,ENST00000357836,20,1,313,0.00016,0.51502,0.63259
NM_213653,ENST00000336751,24,1,426,0.0001,0.55419,0.73005
NM_001130523,ENST00000369530,42,11,813,0.00032,0.51447,0.43744
NM_001242891,ENST00000610726,43,11,844,0.0003,0.51598,0.44474
NM_001198834,ENST00000369356,237,44,2362,8e-05,0.4429,0.35527
NM_001198832,ENST00000618462,228,43,2240,8e-05,0.43462,0.34427
NM_001002812,ENST00000369349,125,32,969,0.00026,0.47503,0.48936
NM_001002810,ENST00000369347,17,3,173,0.00102,0.51377,0.37379
NM_001195260,ENST00000369347,17,3,173,0.00102,0.51377,0.37379
NM_014455,ENST00000582693,15,3,304,0.00066,0.64978,0.61294
NM_181703,ENST00000579774,23,2,358,0.00024,0.60432,0.73324
NM_001161334,ENST00000545683,3,0,134,0.0,0.40796,
NM_006818,ENST00000368921,3,0,90,0.0,0.41852,
NM_030913,ENST00000368914,42,1,930,3e-05,0.42314,0.32258
