NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_004421,ENST00000378891,24,0,670,0.0,0.58812,
NM_001170535,ENST00000378756,43,2,586,8e-05,0.45273,0.14249
NM_080875,ENST00000505820,52,5,955,0.0001,0.50284,0.49445
NM_001170686,ENST00000520777,51,4,951,8e-05,0.50605,0.54101
NM_001170687,ENST00000355826,52,5,955,0.0001,0.50284,0.49445
NM_001170689,ENST00000378712,47,5,753,0.00014,0.50708,0.55803
NM_178545,ENST00000310991,11,1,209,0.00043,0.50065,0.4067
NM_018216,ENST00000378466,26,2,773,0.0001,0.48751,0.4185
NM_018216,ENST00000615291,26,2,773,0.0001,0.48751,0.4185
NM_020710,ENST00000378251,25,2,583,0.00014,0.48734,0.7916
NM_014851,ENST00000377658,25,0,597,0.0,0.43745,
NM_024980,ENST00000377411,10,0,335,0.0,0.63284,
NM_001010866,ENST00000340305,25,1,392,0.0001,0.48918,0.51276
NM_001170754,ENST00000377004,47,4,823,0.0001,0.51614,0.39277
NM_001105562,ENST00000343090,80,13,1302,0.00012,0.49915,0.41859
NM_183416,ENST00000377093,69,12,1153,0.00015,0.61704,0.58673
NM_004958,ENST00000361445,167,17,2549,4e-05,0.49263,0.48074
NM_001127660,ENST00000674817,51,3,757,8e-05,0.57513,0.47072
NM_001010847,ENST00000376085,8,0,294,0.0,0.5557,
NM_015164,ENST00000375799,52,3,1019,6e-05,0.56211,0.36834
NM_207348,ENST00000294454,26,2,304,0.00025,0.47723,0.64638
NM_032341,ENST00000480945,33,4,399,0.0003,0.49373,0.44925
NM_006511,ENST00000345034,40,14,617,0.00057,0.45389,0.37451
NM_007365,ENST00000707396,24,1,665,6e-05,0.49066,0.91128
NM_007365,ENST00000375486,24,1,665,6e-05,0.49066,0.91128
NM_001135254,ENST00000420770,30,2,505,0.00013,0.53122,0.4693
NM_001135247,ENST00000375534,17,4,182,0.00129,0.38849,0.46978
NM_020765,ENST00000375254,286,41,5183,3e-05,0.48541,0.48178
NM_001083621,ENST00000404138,72,10,1239,0.00011,0.53994,0.4226
NM_003196,ENST00000450454,11,1,348,0.00026,0.52247,0.12356
NM_003196,ENST00000635035,11,1,348,0.00026,0.52247,0.12356
NM_017707,ENST00000634561,57,5,903,0.0001,0.41837,0.3763
NM_017707,ENST00000336689,57,5,903,0.0001,0.41837,0.3763
NM_152372,ENST00000374434,67,4,1437,4e-05,0.47925,0.51531
NM_001166059,ENST00000436439,12,2,254,0.00066,0.54987,0.47638
NM_173065,ENST00000327575,13,1,244,0.00032,0.49622,0.36475
NM_018202,ENST00000374343,45,14,664,0.00047,0.57855,0.52614
NM_032588,ENST00000374272,28,2,353,0.0002,0.54745,0.38385
NM_015871,ENST00000374266,8,0,134,0.0,0.38806,
NM_022778,ENST00000252992,81,13,762,0.00021,0.62229,0.64254
NM_032513,ENST00000374278,20,0,323,0.0,0.49768,
NM_020451,ENST00000361547,8,0,126,0.0,0.58929,
NM_015023,ENST00000361771,34,3,676,0.00013,0.55956,0.63215
NM_024522,ENST00000373736,11,2,207,0.00088,0.54238,0.6884
NM_133178,ENST00000373779,74,3,1436,3e-05,0.44566,0.35979
NM_018565,ENST00000536384,20,2,459,0.00022,0.57941,0.72113
NM_203342,ENST00000642937,34,6,655,0.00027,0.52802,0.52443
NM_024296,ENST00000373602,11,0,200,0.0,0.55227,
NM_018207,ENST00000291416,34,2,475,0.00012,0.47666,0.51158
NM_001171940,ENST00000373471,11,1,212,0.00043,0.53345,0.69811
NM_153756,ENST00000373471,11,1,212,0.00043,0.53345,0.69811
NM_030786,ENST00000409190,57,8,482,0.00029,0.63981,0.74015
NM_002794,ENST00000373237,11,2,201,0.0009,0.47671,0.62686
NM_032017,ENST00000373129,25,1,435,9e-05,0.59871,0.95862
NM_016037,ENST00000373014,25,5,253,0.00079,0.56759,0.49091
NM_004468,ENST00000373016,19,2,280,0.00038,0.57218,0.54107
NM_032526,ENST00000235628,20,2,368,0.00027,0.49035,0.9769
NM_001135654,ENST00000372856,39,8,631,0.00033,0.63156,0.66561
NM_001135653,ENST00000372858,42,8,660,0.00029,0.62789,0.65284
NM_172163,ENST00000509682,27,2,641,0.00012,0.52233,0.51404
NM_001198851,ENST00000372572,63,18,622,0.00046,0.58041,0.56333
NM_001198852,ENST00000361776,63,18,588,0.00049,0.56625,0.55093
NM_014652,ENST00000372343,75,12,963,0.00017,0.46009,0.53886
NM_001256401,ENST00000413844,12,1,252,0.00033,0.55622,0.65079
NM_174970,ENST00000531451,3,1,139,0.0024,0.64269,0.86331
NM_174967,ENST00000372362,4,2,155,0.00323,0.56452,0.6
NM_174965,ENST00000545417,5,2,170,0.00235,0.52118,0.6353
NM_006279,ENST00000347631,12,1,375,0.00022,0.57022,0.13333
NM_174971,ENST00000372372,11,0,413,0.0,0.63746,
NM_015112,ENST00000361297,96,15,1798,9e-05,0.49667,0.4436
NM_012222,ENST00000672818,49,6,546,0.00022,0.51278,0.6801
NR_024176,ENST00000341183,19,0,329,0.0,0.55447,
NM_007051,ENST00000396153,40,14,650,0.00054,0.50473,0.49396
NM_032449,ENST00000371586,65,6,858,0.00011,0.53369,0.48873
NM_024646,ENST00000294353,48,13,744,0.00036,0.52316,0.53743
NM_016491,ENST00000360840,21,1,423,0.00011,0.57402,0.43735
NM_015306,ENST00000294383,153,30,2620,7e-05,0.5609,0.51784
NM_006252,ENST00000371244,23,3,552,0.00024,0.45038,0.46679
NM_001242361,ENST00000539524,47,8,1087,0.00016,0.49837,0.53921
NM_001101662,ENST00000352171,47,10,1151,0.00018,0.51866,0.47402
NM_001193599,ENST00000407246,22,6,523,0.00052,0.57527,0.6007
NM_002633,ENST00000371084,26,1,562,7e-05,0.47481,0.15836
NM_001172818,ENST00000371083,22,1,580,8e-05,0.56724,0.18448
NM_001559,ENST00000674203,46,12,862,0.0003,0.51445,0.43078
NM_001193334,ENST00000370976,15,2,450,0.0003,0.61467,0.53334
NM_001190463,ENST00000411986,20,2,373,0.00027,0.40523,0.3673
NR_027962,ENST00000370867,14,4,259,0.0011,0.38803,0.46718
NM_144573,ENST00000334785,44,21,675,0.00071,0.46754,0.47055
