NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_080605,ENST00000379198,8,0,329,0.0,0.78533,
NM_152228,ENST00000339381,46,1,852,3e-05,0.52302,0.03052
NM_004195,ENST00000379268,15,2,241,0.00055,0.56957,0.21162
NM_031921,ENST00000673477,43,2,648,7e-05,0.41333,0.5054
NM_199121,ENST00000338660,4,0,64,0.0,0.61328,
NM_001256462,ENST00000620829,24,0,502,0.0,0.58972,
NM_018188,ENST00000378755,47,3,634,0.0001,0.45795,0.15089
NM_153818,ENST00000288774,18,2,346,0.00032,0.49534,0.55925
NM_001195738,ENST00000378427,10,0,183,0.0,0.6765,
NM_001195738,ENST00000628389,7,1,123,0.00116,0.47735,0.12195
NM_172130,ENST00000352527,17,1,353,0.00017,0.55941,0.91501
NM_001199860,ENST00000164247,19,2,367,0.00029,0.52359,0.50545
NM_001561,ENST00000377507,14,5,255,0.0014,0.52913,0.56863
NM_001204186,ENST00000604074,26,4,403,0.00038,0.60594,0.58623
NM_001204184,ENST00000354437,30,5,499,0.00033,0.53995,0.53988
NM_001204189,ENST00000378285,28,5,450,0.0004,0.52992,0.48978
NM_148967,ENST00000348333,21,0,372,0.0,0.58436,
NM_001042664,ENST00000340850,44,6,1006,0.00014,0.59583,0.51425
NM_001135585,ENST00000377414,9,2,244,0.00091,0.31375,0.10246
NM_005026,ENST00000377346,56,1,1044,2e-05,0.44574,0.11015
NM_002685,ENST00000304457,68,18,860,0.00031,0.52396,0.6449
NM_001040195,ENST00000376637,6,0,111,0.0,0.53303,
NM_015866,ENST00000235372,84,19,1718,0.00013,0.52804,0.52224
NM_001024215,ENST00000441801,18,1,374,0.00015,0.57175,0.3877
NM_016183,ENST00000330263,10,3,239,0.00126,0.63264,0.53556
NM_017459,ENST00000375535,17,4,183,0.00129,0.39184,0.47268
NM_012400,ENST00000375105,11,0,145,0.0,0.58809,
NM_032264,ENST00000318249,53,9,633,0.00027,0.45641,0.42619
NM_001113347,ENST00000357071,33,2,758,8e-05,0.42044,0.66424
NM_001841,ENST00000374472,8,0,360,0.0,0.48785,
NM_000403,ENST00000374497,17,2,348,0.00034,0.59179,0.47845
NM_004350,ENST00000308873,17,0,415,0.0,0.545,
NM_001031680,ENST00000399916,17,0,429,0.0,0.55985,
NM_207170,ENST00000354361,8,2,201,0.00124,0.51182,0.55472
NM_001127691,ENST00000454452,8,0,321,0.0,0.35942,
NM_001251981,ENST00000436717,11,1,183,0.0005,0.48783,0.85792
NM_001251982,ENST00000412742,15,3,173,0.00116,0.60694,0.7842
NM_004455,ENST00000374280,37,2,676,8e-05,0.45614,0.43344
NM_024869,ENST00000374268,11,1,271,0.00034,0.48943,0.14022
NM_138617,ENST00000340849,8,0,267,0.0,0.4368,
NM_001243533,ENST00000374271,17,5,341,0.00086,0.47162,0.6305
NM_001006665,ENST00000531382,31,4,744,0.00017,0.5963,0.7463
NM_001006665,ENST00000628256,31,4,744,0.00017,0.5963,0.7463
NM_001042747,ENST00000399173,24,3,529,0.00024,0.61256,0.93384
NM_001105556,ENST00000373921,37,2,643,8e-05,0.49477,0.20918
NM_002713,ENST00000236412,3,0,127,0.0,0.22047,
NM_152304,ENST00000373826,10,0,105,0.0,0.57619,
NM_133177,ENST00000460170,74,3,1440,3e-05,0.44192,0.3588
NM_001048194,ENST00000373831,24,4,452,0.00037,0.50913,0.69635
NM_001525,ENST00000403528,14,2,425,0.00034,0.57697,0.19765
NM_001166006,ENST00000373797,42,9,720,0.0003,0.4502,0.31049
NM_032648,ENST00000373582,16,0,163,0.0,0.45782,
NM_178547,ENST00000468695,11,2,167,0.00109,0.4785,0.30239
NM_005356,ENST00000336890,26,2,509,0.00015,0.51368,0.33399
NM_001164824,ENST00000417239,2,0,92,0.0,0.58152,
NM_001164825,ENST00000521580,2,0,92,0.0,0.58152,
NM_001199779,ENST00000373237,11,2,201,0.0009,0.47671,0.62686
NR_037632,ENST00000494695,2,0,56,0.0,0.55358,
NM_022733,ENST00000372718,37,6,429,0.00038,0.55837,0.58081
NM_001198978,ENST00000372708,35,6,399,0.00043,0.55639,0.54929
NM_001198980,ENST00000539317,29,5,349,0.00049,0.60429,0.58395
NM_001127714,ENST00000372584,119,11,2405,4e-05,0.46588,0.39796
NM_001142590,ENST00000372653,60,8,301,0.00044,0.63206,0.63289
NM_174965,ENST00000545417,5,2,170,0.00235,0.52118,0.6353
NM_174963,ENST00000262915,13,1,444,0.00017,0.57502,0.1464
NM_032756,ENST00000334815,27,3,371,0.0003,0.67465,0.81761
NM_001048171,ENST00000355498,49,6,521,0.00024,0.49156,0.66475
NR_045790,ENST00000307089,11,0,151,0.0,0.58519,
NM_198973,ENST00000428112,21,3,335,0.00043,0.57399,0.44876
NM_001048166,ENST00000371877,74,16,1288,0.00017,0.55467,0.6382
NM_001042693,ENST00000517870,7,1,190,0.00075,0.59399,0.54737
NM_001190818,ENST00000371568,57,9,861,0.00018,0.54551,0.44819
