NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_153254,ENST00000379288,18,6,404,0.00083,0.47731,0.67162
NM_024848,ENST00000378531,25,10,497,0.0008,0.50849,0.4006
NM_001242672,ENST00000611612,41,7,566,0.0003,0.47445,0.45331
NM_001242672,ENST00000401095,72,17,1079,0.00022,0.50441,0.4466
NM_001042478,ENST00000378190,23,10,411,0.00106,0.46144,0.36302
NM_018836,ENST00000378191,23,10,411,0.00106,0.46144,0.36302
NM_001204186,ENST00000604074,26,9,403,0.00086,0.60594,0.55693
NM_001204184,ENST00000354437,30,11,499,0.00073,0.53995,0.51922
NM_001204185,ENST00000378295,41,13,636,0.0005,0.54268,0.47666
NM_005427,ENST00000378295,41,13,636,0.0005,0.54268,0.47666
NM_001204190,ENST00000378288,39,13,587,0.00057,0.53318,0.43297
NM_001126241,ENST00000378285,28,11,450,0.00087,0.52992,0.46687
NM_001126242,ENST00000378280,35,14,426,0.00094,0.6216,0.57378
NM_001126240,ENST00000378288,39,13,587,0.00057,0.53318,0.43297
NM_001204192,ENST00000378290,38,13,565,0.00061,0.52892,0.41089
NM_148967,ENST00000348333,21,7,372,0.0009,0.58436,0.73502
NM_001042665,ENST00000400913,44,14,1006,0.00032,0.59583,0.55915
NM_005957,ENST00000376590,23,7,656,0.00046,0.55567,0.74347
NM_001127325,ENST00000376667,12,5,211,0.00197,0.39613,0.26256
NM_001243,ENST00000263932,29,11,595,0.00064,0.43379,0.34454
NM_152290,ENST00000614859,10,6,194,0.00309,0.48247,0.49141
NM_052929,ENST00000358897,125,62,1412,0.00035,0.51705,0.52137
NM_033440,ENST00000359621,9,2,269,0.00083,0.53697,0.62454
NM_015849,ENST00000375910,10,1,269,0.00037,0.45056,0.82528
NM_001229,ENST00000333868,21,8,416,0.00092,0.44448,0.60667
NM_001136216,ENST00000376014,13,4,253,0.00122,0.53846,0.53755
NM_017940,ENST00000430580,191,93,1139,0.00043,0.38726,0.42251
NM_017940,ENST00000713538,284,180,1704,0.00037,0.46632,0.55139
NM_014675,ENST00000375541,232,33,2017,7e-05,0.48599,0.46315
NM_001135248,ENST00000375534,17,8,182,0.00259,0.38849,0.37569
NM_001204085,ENST00000618761,9,3,181,0.00184,0.53837,0.34622
NM_001204086,ENST00000615215,12,3,215,0.00116,0.47248,0.44961
NM_001256416,ENST00000342104,50,27,621,0.00087,0.45192,0.5187
NM_030761,ENST00000290167,18,5,351,0.00079,0.52058,0.47692
