NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_148901,ENST00000328596,15,6,255,0.00157,0.54484,0.4732
NM_199121,ENST00000338660,4,3,64,0.01172,0.61328,0.53646
NM_001170688,ENST00000518681,52,12,890,0.00026,0.48479,0.603
NM_001198995,ENST00000342348,18,8,414,0.00107,0.48497,0.49185
NM_001195741,ENST00000627654,6,1,191,0.00087,0.6658,0.48168
NM_001195741,ENST00000537325,6,1,161,0.00104,0.60352,0.38509
NM_031475,ENST00000645284,44,6,854,0.00016,0.57994,0.63134
NM_001199862,ENST00000378083,20,5,415,0.0006,0.5353,0.62313
NM_006610,ENST00000400897,20,10,686,0.00073,0.52442,0.60029
NM_139208,ENST00000400898,4,1,185,0.00135,0.61757,0.22703
NM_199006,ENST00000470413,10,5,77,0.00649,0.42987,0.48312
NM_001024661,ENST00000334600,22,8,474,0.00077,0.40526,0.33729
NM_001012276,ENST00000616484,27,8,474,0.00063,0.4632,0.38634
NM_001012276,ENST00000357367,27,8,474,0.00063,0.4632,0.38634
NM_001012276,ENST00000632222,27,8,474,0.00063,0.4632,0.38634
NM_001012276,ENST00000636073,27,8,474,0.00063,0.4632,0.38634
NM_024758,ENST00000375826,15,5,352,0.00095,0.46648,0.525
NM_003000,ENST00000375499,14,4,280,0.00102,0.42041,0.39732
NM_012067,ENST00000361640,16,4,331,0.00076,0.54513,0.6435
NM_001161504,ENST00000538309,21,5,503,0.00047,0.5488,0.36064
NM_003748,ENST00000375341,24,5,563,0.00037,0.53241,0.42878
NR_040288,ENST00000429712,6,0,105,0.0,0.64127,
NM_001040126,ENST00000400548,8,2,226,0.00111,0.46571,0.06637
NM_001161728,ENST00000375111,4,3,144,0.00521,0.6059,0.77083
NM_021258,ENST00000270800,37,14,574,0.00066,0.57407,0.58922
NM_000191,ENST00000374490,14,7,325,0.00154,0.5444,0.55297
NM_001008216,ENST00000617979,17,4,348,0.00068,0.59179,0.53161
NM_173064,ENST00000374421,22,7,491,0.00065,0.44918,0.42537
NM_001031680,ENST00000399916,17,7,429,0.00096,0.55985,0.59907
NM_021969,ENST00000254227,18,4,257,0.00086,0.41267,0.40078
NM_173452,ENST00000354982,11,2,288,0.00063,0.50947,0.71007
NM_003665,ENST00000270879,12,2,299,0.00056,0.5014,0.72074
NM_203343,ENST00000347529,46,30,775,0.00084,0.46945,0.42404
NM_001143890,ENST00000526031,16,6,335,0.00112,0.36735,0.3786
NM_001199779,ENST00000373237,11,7,201,0.00317,0.47671,0.41862
NR_037632,ENST00000494695,2,1,56,0.00893,0.55358,0.21429
NM_001136493,ENST00000372809,27,10,543,0.00068,0.42112,0.36133
NM_032793,ENST00000372811,26,10,530,0.00073,0.42373,0.35547
NM_152373,ENST00000372699,15,9,378,0.00159,0.53439,0.62228
NM_001159936,ENST00000431635,32,16,361,0.00139,0.56934,0.59712
NM_024587,ENST00000372237,7,2,277,0.00103,0.2852,0.3917
NM_174968,ENST00000351035,12,6,429,0.00117,0.60334,0.44095
NM_001202414,ENST00000372070,15,3,325,0.00062,0.58626,0.58052
NM_015506,ENST00000401061,19,8,282,0.00149,0.47555,0.39362
NM_001202431,ENST00000424390,9,5,199,0.00279,0.64154,0.5809
