NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_198317,ENST00000338591,24,6,642,0.00039,0.3332,0.25026
NM_017891,ENST00000421241,3,0,198,0.0,0.57407,
NM_198576,ENST00000379370,95,17,2045,9e-05,0.47115,0.51218
NM_003327,ENST00000379236,14,6,277,0.00155,0.6065,0.6438
NM_152486,ENST00000342066,39,6,681,0.00023,0.49652,0.32795
NM_001014980,ENST00000330388,21,5,302,0.00079,0.54415,0.58808
NM_080605,ENST00000379198,8,4,329,0.00152,0.78533,0.69833
NM_001160184,ENST00000379407,31,8,576,0.00045,0.46948,0.29991
NM_032129,ENST00000379410,33,8,611,0.0004,0.47424,0.3126
NM_021170,ENST00000304952,5,1,221,0.0009,0.49955,0.42534
NM_001142467,ENST00000428771,7,2,247,0.00116,0.46154,0.35425
NM_001029885,ENST00000343938,8,1,214,0.00058,0.61098,0.08411
NM_152228,ENST00000339381,46,11,852,0.00028,0.52302,0.38156
NM_001130045,ENST00000379289,33,8,673,0.00036,0.48404,0.50594
NM_153254,ENST00000379288,18,6,404,0.00083,0.47731,0.67162
NM_004421,ENST00000378891,24,7,670,0.00044,0.58812,0.69254
NM_148901,ENST00000328596,15,6,255,0.00157,0.54484,0.4732
NM_004195,ENST00000379268,15,3,241,0.00083,0.56957,0.17566
NM_148902,ENST00000379265,13,3,234,0.00099,0.54076,0.18091
NR_037668,ENST00000379116,38,16,802,0.00053,0.46975,0.51948
NM_001130413,ENST00000379116,38,16,802,0.00053,0.46975,0.51948
NM_016176,ENST00000360001,13,9,355,0.00195,0.57226,0.5277
NM_016547,ENST00000263741,12,8,341,0.00196,0.56452,0.5
NM_001146685,ENST00000378821,3,2,163,0.00409,0.39059,0.57668
NM_001039211,ENST00000378785,27,9,411,0.00081,0.4722,0.47499
NM_031921,ENST00000673477,43,14,648,0.0005,0.41333,0.51323
NM_194457,ENST00000400929,11,6,207,0.00264,0.65876,0.59501
NM_194458,ENST00000347370,11,6,207,0.00264,0.65876,0.59501
NM_058167,ENST00000349431,14,7,259,0.00193,0.59349,0.58742
NM_194315,ENST00000400930,15,7,275,0.0017,0.57939,0.60312
NM_001242659,ENST00000422725,4,0,226,0.0,0.53429,
NM_017900,ENST00000338338,11,4,199,0.00183,0.56693,0.44849
NM_001243536,ENST00000520296,6,1,65,0.00256,0.5718,0.23077
NM_001145210,ENST00000537107,20,3,399,0.00038,0.51579,0.55556
NM_022834,ENST00000476993,19,2,445,0.00024,0.47037,0.54832
NM_199121,ENST00000338660,4,3,64,0.01172,0.61328,0.53646
NM_001256462,ENST00000620829,24,6,502,0.0005,0.58972,0.62683
NM_001256463,ENST00000419704,26,6,499,0.00046,0.54424,0.62458
NM_001256460,ENST00000545578,30,7,571,0.00041,0.53596,0.60345
NM_001256456,ENST00000540437,32,7,606,0.00036,0.52965,0.62635
NM_018188,ENST00000378755,47,17,634,0.00057,0.45795,0.41436
NM_001170535,ENST00000378756,43,13,586,0.00052,0.45273,0.45629
NM_001170688,ENST00000518681,52,12,890,0.00026,0.48479,0.603
NM_080875,ENST00000505820,52,12,955,0.00024,0.50284,0.62434
NM_001170686,ENST00000520777,51,11,951,0.00023,0.50605,0.65233
NM_001170687,ENST00000355826,52,12,955,0.00024,0.50284,0.62434
NM_001170689,ENST00000378712,47,14,753,0.0004,0.50708,0.72576
NM_178545,ENST00000310991,11,4,209,0.00174,0.50065,0.59809
NM_138705,ENST00000307786,9,5,181,0.00307,0.37446,0.23867
NM_000815,ENST00000378585,16,4,452,0.00055,0.48106,0.29646
NM_024848,ENST00000378531,25,10,497,0.0008,0.50849,0.4006
NM_014638,ENST00000378486,78,17,1416,0.00015,0.48739,0.42124
NM_014638,ENST00000620687,78,17,1416,0.00015,0.48739,0.42124
NM_018216,ENST00000378466,26,11,773,0.00055,0.48751,0.3841
NM_018216,ENST00000615291,26,11,773,0.00055,0.48751,0.3841
NM_001010926,ENST00000612705,10,4,166,0.00241,0.49096,0.5497
NM_001010926,ENST00000378453,10,4,166,0.00241,0.49096,0.5497
