NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_001130413,ENST00000379116,38,16,802,0.00053,0.46975,0.51948
NM_001039211,ENST00000378785,27,9,411,0.00081,0.4722,0.47499
NM_024848,ENST00000378531,25,10,497,0.0008,0.50849,0.4006
NM_001242672,ENST00000611612,41,7,566,0.0003,0.47445,0.45331
NM_001242672,ENST00000401095,72,17,1079,0.00022,0.50441,0.4466
NM_014448,ENST00000378378,51,15,709,0.00041,0.50842,0.51942
NM_153818,ENST00000288774,18,3,346,0.00048,0.49534,0.3738
NM_022114,ENST00000270722,51,11,1276,0.00017,0.53441,0.43353
NM_002744,ENST00000378567,25,13,592,0.00088,0.51426,0.52586
NM_015102,ENST00000378156,92,36,1426,0.00027,0.48348,0.45101
NM_024980,ENST00000377411,10,5,335,0.00149,0.63284,0.72597
NM_183416,ENST00000377093,69,34,1153,0.00043,0.61704,0.5864
NM_007375,ENST00000240185,26,15,414,0.00139,0.56763,0.52625
NM_018156,ENST00000613099,250,137,4363,0.00013,0.48334,0.48892
NM_033440,ENST00000359621,9,2,269,0.00083,0.53697,0.62454
NM_178840,ENST00000329454,7,2,169,0.00169,0.52409,0.3639
NM_001165945,ENST00000375667,16,4,517,0.00048,0.55416,0.66199
NM_001042704,ENST00000375692,27,8,686,0.00043,0.55183,0.62609
NM_002584,ENST00000375375,31,11,520,0.00068,0.53362,0.51801
NM_013945,ENST00000400661,31,11,518,0.00069,0.53294,0.51755
NM_001135254,ENST00000420770,30,9,505,0.00059,0.53122,0.42684
NM_001103160,ENST00000375031,16,4,339,0.00074,0.42017,0.24778
NM_001145658,ENST00000495204,35,16,727,0.00063,0.48512,0.45994
NM_002885,ENST00000374765,31,12,663,0.00058,0.49706,0.55782
NM_001145657,ENST00000542643,30,11,681,0.00054,0.47954,0.52476
NM_152372,ENST00000374434,67,29,1437,0.0003,0.47925,0.57896
NM_001010980,ENST00000374392,3,1,102,0.00327,0.92157,0.95098
NM_001251981,ENST00000436717,11,3,183,0.00149,0.48783,0.47723
NM_013441,ENST00000374395,16,5,241,0.0013,0.48885,0.48216
NM_001251982,ENST00000412742,15,9,173,0.00347,0.60694,0.73539
NM_032588,ENST00000374272,28,12,353,0.00121,0.54745,0.57649
NM_001004434,ENST00000374276,21,7,372,0.0009,0.50423,0.5553
NM_006314,ENST00000361530,53,20,713,0.00053,0.4952,0.50673
NM_152835,ENST00000374269,17,9,341,0.00155,0.47162,0.51841
NM_152365,ENST00000320567,16,2,398,0.00031,0.63772,0.70352
NM_002953,ENST00000374168,30,10,735,0.00045,0.61116,0.53619
NM_002953,ENST00000629832,30,10,735,0.00045,0.61116,0.53619
NM_177424,ENST00000373943,31,14,276,0.00164,0.4349,0.42236
NM_001009568,ENST00000373888,13,6,373,0.00124,0.57393,0.64299
NM_014474,ENST00000373894,19,8,455,0.00093,0.59549,0.60797
NM_004848,ENST00000373925,25,6,260,0.00092,0.62292,0.70192
NM_001127350,ENST00000645794,8,3,208,0.0018,0.46875,0.48558
NM_001127350,ENST00000373842,8,3,208,0.0018,0.46875,0.48558
NM_178191,ENST00000465645,5,1,60,0.00333,0.59,0.46667
NM_178191,ENST00000647380,5,1,60,0.00333,0.59,0.46667
NM_001525,ENST00000403528,14,5,425,0.00084,0.57697,0.44941
NM_018565,ENST00000536384,20,6,459,0.00065,0.57941,0.60675
NM_001199039,ENST00000536384,20,6,459,0.00065,0.57941,0.60675
NM_001160042,ENST00000537469,44,24,546,0.001,0.45459,0.50412
NM_001198972,ENST00000373480,55,13,1035,0.00023,0.49284,0.45544
NM_001135255,ENST00000414241,15,9,424,0.00142,0.49355,0.46069
NM_001162530,ENST00000453908,39,8,756,0.00027,0.52798,0.47239
NM_206837,ENST00000354267,16,5,223,0.0014,0.54596,0.513
NM_172313,ENST00000373104,49,19,783,0.0005,0.47934,0.53485
NM_181809,ENST00000331593,23,7,402,0.00076,0.46626,0.54016
NM_005376,ENST00000372815,4,2,236,0.00212,0.49046,0.55296
NR_036544,ENST00000324379,11,3,301,0.00091,0.59982,0.48394
NM_001720,ENST00000372827,22,6,402,0.00068,0.47659,0.59038
NM_024503,ENST00000372583,120,32,2406,0.00011,0.46924,0.4684
NM_001142590,ENST00000372653,60,18,301,0.001,0.63206,0.65891
NM_182517,ENST00000523677,3,1,113,0.00295,0.68142,0.84071
NM_001136537,ENST00000450269,16,4,291,0.00086,0.43729,0.59192
NM_174971,ENST00000372372,11,5,413,0.0011,0.63746,0.49443
NM_174963,ENST00000262915,13,6,444,0.00104,0.57502,0.4542
NM_032756,ENST00000334815,27,9,371,0.0009,0.67465,0.71908
NM_012222,ENST00000672818,49,14,546,0.00052,0.51278,0.57404
NM_002574,ENST00000262746,9,5,199,0.00279,0.64154,0.5809
NM_181697,ENST00000319248,9,5,199,0.00279,0.64154,0.5809
NM_001202431,ENST00000424390,9,5,199,0.00279,0.64154,0.5809
NM_001004339,ENST00000371528,51,27,759,0.0007,0.52109,0.57425
NM_007324,ENST00000357206,62,42,1366,0.0005,0.51524,0.45177
NM_001198962,ENST00000536120,17,6,244,0.00145,0.55882,0.56557
NM_001039716,ENST00000322679,6,1,125,0.00133,0.592,0.816
NM_001039715,ENST00000388876,14,4,201,0.00142,0.5732,0.63682
NM_000792,ENST00000361921,6,1,125,0.00133,0.592,0.816
NM_017522,ENST00000354412,27,7,700,0.00037,0.46831,0.32245
NM_033300,ENST00000347547,28,8,793,0.00036,0.49248,0.50268
NM_001018054,ENST00000371454,33,9,904,0.0003,0.49249,0.38926
NM_001114108,ENST00000371276,29,4,569,0.00024,0.49664,0.46573
NM_147161,ENST00000343744,34,11,594,0.00054,0.49634,0.40419
NM_015547,ENST00000371316,33,11,607,0.00055,0.47481,0.40392
NM_003713,ENST00000371250,12,3,311,0.0008,0.51072,0.59486
NR_026782,ENST00000421030,65,14,1323,0.00016,0.57221,0.60793
NR_037639,ENST00000425300,25,6,652,0.00037,0.60429,0.53579
NM_001007100,ENST00000430330,7,6,140,0.00612,0.67653,0.63095
NM_001113411,ENST00000371218,31,21,575,0.00118,0.4478,0.46079
NM_001134673,ENST00000403491,36,18,509,0.00098,0.48903,0.52936
NM_001902,ENST00000370938,21,10,405,0.00118,0.41293,0.50765
NM_001001933,ENST00000294638,17,9,356,0.00149,0.62525,0.7088
NM_001146110,ENST00000357692,23,16,529,0.00132,0.4984,0.44754
NM_001199329,ENST00000370894,13,8,169,0.00364,0.47246,0.55917
NM_198549,ENST00000710932,26,20,632,0.00122,0.52605,0.5818
NM_001130042,ENST00000417775,14,10,329,0.00217,0.54472,0.5538
NM_003902,ENST00000370768,61,41,644,0.00104,0.55776,0.49076
NM_144573,ENST00000334785,44,31,675,0.00104,0.46754,0.46968
NM_001134663,ENST00000394834,6,4,102,0.00654,0.5866,0.53922
NM_018298,ENST00000370589,32,17,553,0.00096,0.41478,0.41123
NM_001017975,ENST00000370425,68,52,1435,0.00053,0.52295,0.50851
NM_014597,ENST00000436063,39,25,756,0.00085,0.50254,0.5245
NM_001164391,ENST00000545708,22,15,491,0.00139,0.43779,0.49328
NM_001024948,ENST00000260506,39,32,551,0.00149,0.44418,0.37086
NM_001256386,ENST00000370137,19,12,335,0.00189,0.50338,0.45721
NM_144620,ENST00000370137,19,12,335,0.00189,0.50338,0.45721
NM_001256385,ENST00000370138,20,13,339,0.00192,0.52065,0.49104
NM_000028,ENST00000294724,70,49,1532,0.00046,0.45267,0.41545
NM_001190709,ENST00000353414,89,47,1767,0.0003,0.50311,0.5226
NM_004038,ENST00000370083,18,11,511,0.0012,0.41313,0.42697
NM_001040709,ENST00000369872,16,7,272,0.00161,0.71783,0.64496
NM_031936,ENST00000527748,22,8,451,0.00081,0.64281,0.7184
NM_001134403,ENST00000310611,2,0,133,0.0,0.48872,
NM_172210,ENST00000369801,29,9,438,0.00071,0.547,0.55657
NM_001242675,ENST00000359172,27,10,483,0.00077,0.42896,0.6089
NM_138729,ENST00000343210,23,14,555,0.0011,0.4857,0.51789
NM_001142782,ENST00000307546,82,51,1481,0.00042,0.52187,0.50939
NM_001542,ENST00000369483,76,19,1214,0.00021,0.43439,0.42925
NM_001135589,ENST00000369442,25,19,496,0.00153,0.47718,0.51645
NM_000701,ENST00000295598,44,17,1023,0.00038,0.52997,0.4979
NM_001160234,ENST00000369496,43,16,992,0.00038,0.52759,0.51323
NM_001130523,ENST00000369530,42,29,813,0.00085,0.51447,0.49892
NM_001242891,ENST00000610726,43,29,844,0.0008,0.51598,0.50592
NM_001198834,ENST00000369356,237,111,2362,0.0002,0.4429,0.40793
NM_001198832,ENST00000618462,228,108,2240,0.00021,0.43462,0.41204
NM_001002812,ENST00000369349,125,65,969,0.00054,0.47503,0.44785
NM_001002810,ENST00000369347,17,9,173,0.00306,0.51377,0.51895
NM_001195260,ENST00000369347,17,9,173,0.00306,0.51377,0.51895
NM_014455,ENST00000582693,15,8,304,0.00175,0.64978,0.63898
NR_036541,ENST00000313835,22,12,455,0.0012,0.5005,0.47949
NM_001034077,ENST00000579512,2,1,103,0.00485,0.58252,0.26214
NM_021059,ENST00000369158,8,4,136,0.00368,0.48346,0.39154
NM_003548,ENST00000578186,2,1,103,0.00485,0.58252,0.26214
NM_175065,ENST00000331128,6,3,130,0.00385,0.46026,0.5641
NM_001163260,ENST00000312210,34,12,327,0.00108,0.60425,0.59939
NM_001163259,ENST00000493834,40,14,374,0.00094,0.56223,0.56474
NM_001178061,ENST00000368913,43,14,962,0.00034,0.42122,0.45634
NM_001135637,ENST00000368890,22,12,500,0.00109,0.58873,0.63833
NM_207045,ENST00000361631,8,2,133,0.00188,0.5968,0.35714
NM_207042,ENST00000339643,11,3,137,0.00199,0.45853,0.26034
NM_207043,ENST00000503241,10,3,133,0.00226,0.4188,0.26817
NM_013353,ENST00000295314,26,15,345,0.00167,0.53623,0.37275
NM_002016,ENST00000368799,724,306,4061,0.0001,0.56482,0.57428
NM_001194938,ENST00000531094,99,46,1348,0.00034,0.44544,0.43706
NM_006945,ENST00000360379,12,5,72,0.00579,0.39352,0.28056
NM_005988,ENST00000392653,12,5,72,0.00579,0.39352,0.28056
NM_001024209,ENST00000368750,12,5,72,0.00579,0.39352,0.28056
NM_005416,ENST00000331860,17,9,169,0.00313,0.33693,0.18014
NM_002962,ENST00000368718,1,1,92,0.01087,0.69565,0.69565
NM_005979,ENST00000440685,4,1,98,0.00255,0.45408,0.67347
NM_001024210,ENST00000476133,4,1,98,0.00255,0.45408,0.67347
NM_182499,ENST00000368482,19,6,351,0.0009,0.49063,0.54986
NM_152263,ENST00000651641,16,5,285,0.0011,0.3761,0.4793
NM_001184892,ENST00000368431,16,6,294,0.00128,0.50744,0.5856
NM_001256599,ENST00000368382,48,12,736,0.00034,0.41607,0.43693
NM_001005742,ENST00000327247,25,13,536,0.00097,0.48799,0.47761
NM_001005742,ENST00000574670,25,13,536,0.00097,0.48799,0.47761
NM_001005741,ENST00000327247,25,13,536,0.00097,0.48799,0.47761
