NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_198317,ENST00000338591,24,6,642,0.00039,0.3332,0.25026
NM_001160184,ENST00000379407,31,8,576,0.00045,0.46948,0.29991
NM_152228,ENST00000339381,46,11,852,0.00028,0.52302,0.38156
NM_004195,ENST00000379268,15,3,241,0.00083,0.56957,0.17566
NM_031921,ENST00000673477,43,14,648,0.0005,0.41333,0.51323
NM_194458,ENST00000347370,11,6,207,0.00264,0.65876,0.59501
NM_018188,ENST00000378755,47,17,634,0.00057,0.45795,0.41436
NM_001170686,ENST00000520777,51,11,951,0.00023,0.50605,0.65233
NM_001198994,ENST00000378625,34,15,591,0.00075,0.43341,0.44117
NM_004402,ENST00000378209,23,3,338,0.00039,0.44417,0.4576
NM_001195741,ENST00000627654,6,1,191,0.00087,0.6658,0.48168
NM_001195741,ENST00000537325,6,1,161,0.00104,0.60352,0.38509
NM_001110781,ENST00000611123,13,5,405,0.00095,0.69668,0.67506
NM_172130,ENST00000352527,17,4,353,0.00067,0.55941,0.72663
NM_003636,ENST00000428161,19,5,367,0.00072,0.52359,0.60817
NM_001561,ENST00000377507,14,10,255,0.0028,0.52913,0.50431
NM_021995,ENST00000054668,4,4,139,0.00719,0.58094,0.58094
NM_138350,ENST00000377627,10,5,175,0.00286,0.488,0.65371
NM_001204191,ENST00000378288,39,13,587,0.00057,0.53318,0.43297
NM_148970,ENST00000351748,15,6,234,0.00171,0.61225,0.70726
NM_148965,ENST00000377782,24,7,426,0.00068,0.56778,0.76559
NM_003790,ENST00000356876,24,7,417,0.0007,0.56785,0.76362
NM_001039664,ENST00000510563,9,1,181,0.00061,0.47882,0.76243
NM_012102,ENST00000337907,94,31,1566,0.00021,0.55304,0.55232
NM_001135585,ENST00000377414,9,5,244,0.00228,0.31375,0.25738
NM_005026,ENST00000377346,56,13,1044,0.00022,0.44574,0.40716
NM_021146,ENST00000376819,19,13,346,0.00198,0.38059,0.45531
NM_183412,ENST00000251546,14,5,224,0.00159,0.58578,0.75089
NM_001243,ENST00000263932,29,11,595,0.00064,0.43379,0.34454
NM_001006624,ENST00000487038,4,2,120,0.00417,0.6,0.52916
NM_017459,ENST00000375535,17,8,183,0.00257,0.39184,0.3791
NM_001040126,ENST00000400548,8,2,226,0.00111,0.46571,0.06637
NM_001040125,ENST00000375153,11,3,291,0.00094,0.45798,0.20504
NM_012400,ENST00000375105,11,1,145,0.00063,0.58809,0.86897
NM_001161728,ENST00000375111,4,3,144,0.00521,0.6059,0.77083
NM_000300,ENST00000375111,4,3,144,0.00521,0.6059,0.77083
NM_004091,ENST00000634683,29,6,437,0.00047,0.51811,0.56522
NM_004091,ENST00000361729,29,6,437,0.00047,0.51811,0.56522
NM_001841,ENST00000374472,8,2,360,0.00069,0.48785,0.5625
NM_001010980,ENST00000374392,3,1,102,0.00327,0.92157,0.95098
NM_173064,ENST00000374421,22,7,491,0.00065,0.44918,0.42537
NM_004350,ENST00000308873,17,7,415,0.00099,0.545,0.58554
NM_001031680,ENST00000399916,17,7,429,0.00096,0.55985,0.59907
NM_015627,ENST00000374338,18,3,308,0.00054,0.57323,0.52164
NM_001251977,ENST00000374395,16,5,241,0.0013,0.48885,0.48216
