NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_198317,ENST00000338591,24,6,642,0.00039,0.3332,0.25026
NM_001160184,ENST00000379407,31,8,576,0.00045,0.46948,0.29991
NM_032129,ENST00000379410,33,8,611,0.0004,0.47424,0.3126
NM_021170,ENST00000304952,5,1,221,0.0009,0.49955,0.42534
NM_001142467,ENST00000428771,7,2,247,0.00116,0.46154,0.35425
NM_001130413,ENST00000379116,38,16,802,0.00053,0.46975,0.51948
NM_001145210,ENST00000537107,20,3,399,0.00038,0.51579,0.55556
NM_022834,ENST00000476993,19,2,445,0.00024,0.47037,0.54832
NM_001256460,ENST00000545578,30,7,571,0.00041,0.53596,0.60345
NM_018188,ENST00000378755,47,17,634,0.00057,0.45795,0.41436
NM_014638,ENST00000378486,78,17,1416,0.00015,0.48739,0.42124
NM_014638,ENST00000620687,78,17,1416,0.00015,0.48739,0.42124
NM_001010926,ENST00000612705,10,4,166,0.00241,0.49096,0.5497
NM_001010926,ENST00000378453,10,4,166,0.00241,0.49096,0.5497
NM_001163724,ENST00000444870,3,0,78,0.0,0.18376,
NM_014851,ENST00000377658,25,7,597,0.00047,0.43745,0.51304
NM_138350,ENST00000377627,10,5,175,0.00286,0.488,0.65371
NM_001204186,ENST00000604074,26,9,403,0.00086,0.60594,0.55693
NM_004565,ENST00000356607,34,11,377,0.00086,0.41801,0.36822
NM_001243768,ENST00000602296,6,1,143,0.00117,0.65035,0.23776
NM_001040194,ENST00000376629,5,3,152,0.00395,0.77237,0.85965
NM_001024661,ENST00000334600,22,8,474,0.00077,0.40526,0.33729
NM_001136216,ENST00000376014,13,4,253,0.00122,0.53846,0.53755
NM_001136218,ENST00000376008,13,4,253,0.00122,0.53846,0.53755
NM_001006624,ENST00000487038,4,2,120,0.00417,0.6,0.52916
NM_015209,ENST00000503743,34,9,421,0.00063,0.45759,0.62682
NM_013358,ENST00000375471,27,8,663,0.00045,0.54539,0.55562
NM_013358,ENST00000631074,27,8,663,0.00045,0.54539,0.55562
NM_032880,ENST00000251296,15,7,467,0.001,0.44511,0.42643
NM_001135247,ENST00000375534,17,8,182,0.00259,0.38849,0.37569
NM_017459,ENST00000375535,17,8,183,0.00257,0.39184,0.3791
NM_001161728,ENST00000375111,4,3,144,0.00521,0.6059,0.77083
NM_002885,ENST00000374765,31,12,663,0.00058,0.49706,0.55782
NM_001204086,ENST00000615215,12,3,215,0.00116,0.47248,0.44961
NM_004442,ENST00000374632,46,20,987,0.00044,0.56997,0.56895
NM_001143778,ENST00000635198,56,25,894,0.0005,0.41914,0.39884
NM_001143778,ENST00000437606,56,25,894,0.0005,0.41914,0.39884
NM_001010980,ENST00000374392,3,1,102,0.00327,0.92157,0.95098
NM_198173,ENST00000361548,19,8,602,0.0007,0.57869,0.57164
NM_001195010,ENST00000356046,18,7,556,0.0007,0.57664,0.61947
NM_021180,ENST00000236255,19,8,607,0.00069,0.58216,0.57516
NM_001251981,ENST00000436717,11,3,183,0.00149,0.48783,0.47723
NM_001251983,ENST00000616511,6,2,116,0.00287,0.51437,0.46552
NM_001251985,ENST00000374393,10,7,115,0.00609,0.63478,0.73789
NM_032513,ENST00000374278,20,7,323,0.00108,0.49768,0.53118
