NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_001243536,ENST00000520296,6,1,65,0.00256,0.5718,0.23077
NM_001256462,ENST00000620829,24,6,502,0.0005,0.58972,0.62683
NM_138705,ENST00000307786,9,5,181,0.00307,0.37446,0.23867
NM_153818,ENST00000288774,18,3,346,0.00048,0.49534,0.3738
NM_138697,ENST00000333172,39,10,841,0.0003,0.44544,0.55922
NM_001126241,ENST00000378285,28,11,450,0.00087,0.52992,0.46687
NM_003790,ENST00000356876,24,7,417,0.0007,0.56785,0.76362
NM_020631,ENST00000377728,44,14,1006,0.00032,0.59583,0.55915
NM_001042663,ENST00000400915,46,15,1043,0.00031,0.58429,0.53742
NM_199006,ENST00000470413,10,5,77,0.00649,0.42987,0.48312
NM_001103170,ENST00000359318,16,11,407,0.00169,0.52165,0.56913
NM_201628,ENST00000376030,54,17,775,0.00041,0.42167,0.54755
NM_001017999,ENST00000400797,26,8,327,0.00094,0.43707,0.61812
NM_001135248,ENST00000375534,17,8,182,0.00259,0.38849,0.37569
NM_003748,ENST00000375341,24,5,563,0.00037,0.53241,0.42878
NM_001040125,ENST00000375153,11,3,291,0.00094,0.45798,0.20504
NM_001204085,ENST00000618761,9,3,181,0.00184,0.53837,0.34622
NM_024887,ENST00000360009,28,9,334,0.00096,0.65654,0.57618
NM_205861,ENST00000236342,27,8,333,0.00089,0.6531,0.55405
NM_004848,ENST00000373925,25,6,260,0.00092,0.62292,0.70192
NM_001164721,ENST00000539896,14,4,342,0.00084,0.55806,0.55848
NM_001193532,ENST00000465518,15,5,218,0.00153,0.63639,0.47431
NM_016011,ENST00000263702,25,7,373,0.00075,0.61844,0.61356
NM_001024732,ENST00000373791,23,7,297,0.00102,0.58469,0.51467
NM_001190481,ENST00000373220,72,47,1275,0.00051,0.56747,0.56345
NM_206837,ENST00000354267,16,5,223,0.0014,0.54596,0.513
NM_001136275,ENST00000446189,14,10,147,0.00486,0.57532,0.58572
NR_037632,ENST00000494695,2,1,56,0.00893,0.55358,0.21429
NM_001198851,ENST00000372572,63,37,622,0.00094,0.58041,0.58582
NM_001017922,ENST00000372517,17,7,475,0.00087,0.4218,0.51579
NM_001256401,ENST00000413844,12,8,252,0.00265,0.55622,0.54613
NM_001262,ENST00000396148,9,7,168,0.00463,0.45437,0.41582
NM_078626,ENST00000371761,9,7,168,0.00463,0.45437,0.41582
NM_152265,ENST00000313334,8,3,158,0.00237,0.37816,0.47047
NM_148908,ENST00000371714,31,17,723,0.00076,0.40396,0.39671
NM_001007100,ENST00000430330,7,6,140,0.00612,0.67653,0.63095
NM_181712,ENST00000371153,60,24,995,0.0004,0.47864,0.46277
NM_001172818,ENST00000371083,22,10,580,0.00078,0.56724,0.55207
NM_001199329,ENST00000370894,13,8,169,0.00364,0.47246,0.55917
NM_198717,ENST00000628037,13,5,365,0.00105,0.70158,0.80438
NM_198716,ENST00000460330,14,5,374,0.00095,0.70588,0.78502
NR_028293,ENST00000479353,15,5,393,0.00085,0.69415,0.74707
NM_198714,ENST00000370931,14,5,390,0.00092,0.67857,0.75282
NM_198719,ENST00000306666,14,5,390,0.00092,0.67857,0.75282
NM_198715,ENST00000370924,16,7,388,0.00113,0.7181,0.81848
NM_006536,ENST00000370565,48,24,943,0.00053,0.48131,0.44035
NM_017734,ENST00000263174,32,23,551,0.0013,0.41408,0.38168
NM_152238,ENST00000529992,15,8,396,0.00135,0.54125,0.67361
NM_001256385,ENST00000370138,20,13,339,0.00192,0.52065,0.49104
NM_001854,ENST00000370096,90,48,1806,0.0003,0.50707,0.52207
NM_001134403,ENST00000310611,2,0,133,0.0,0.48872,
NM_000036,ENST00000520113,31,17,747,0.00073,0.47882,0.46232
NM_152380,ENST00000207157,34,15,496,0.00089,0.54762,0.48105
NM_001256111,ENST00000682167,64,32,1021,0.00049,0.41747,0.45666
NM_001253849,ENST00000539893,7,4,187,0.00306,0.4026,0.37834
NM_001253850,ENST00000328189,6,2,166,0.00201,0.39257,0.61747
NR_045604,ENST00000369458,10,5,282,0.00177,0.48156,0.51915
NM_024626,ENST00000369458,10,5,282,0.00177,0.48156,0.51915
NR_045603,ENST00000369458,10,5,282,0.00177,0.48156,0.51915
NM_025008,ENST00000369041,66,17,877,0.00029,0.46643,0.38708
NM_001243771,ENST00000360244,5,3,247,0.00243,0.59838,0.52362
NM_001178062,ENST00000368912,40,14,922,0.00038,0.42522,0.44515
NM_020127,ENST00000368849,33,13,390,0.00101,0.53675,0.50178
NM_013353,ENST00000295314,26,15,345,0.00167,0.53623,0.37275
NM_145796,ENST00000368863,88,38,1315,0.00033,0.47967,0.50174
NM_005979,ENST00000440685,4,1,98,0.00255,0.45408,0.67347
NM_001024210,ENST00000476133,4,1,98,0.00255,0.45408,0.67347
NM_001255979,ENST00000368603,24,10,395,0.00105,0.54747,0.53595
NR_024163,ENST00000368439,3,1,63,0.00529,0.5291,0.55556
NM_182685,ENST00000368406,11,6,183,0.00298,0.53701,0.59654
NM_001256532,ENST00000245564,31,14,570,0.00079,0.5103,0.51391
NM_001242825,ENST00000611010,17,11,248,0.00261,0.48885,0.54216
NM_001199661,ENST00000368276,18,6,220,0.00152,0.58889,0.30152
NM_001878,ENST00000368222,5,2,138,0.0029,0.52609,0.51449
NM_001004341,ENST00000454449,17,6,361,0.00098,0.42659,0.51431
NM_001763,ENST00000289429,18,9,327,0.00153,0.54043,0.4244
NM_001765,ENST00000368170,23,13,333,0.0017,0.44536,0.46177
NM_001764,ENST00000368168,25,16,333,0.00192,0.46366,0.4071
