NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_080605,ENST00000379198,8,4,329,0.00152,0.78533,0.69833
NM_152228,ENST00000339381,46,11,852,0.00028,0.52302,0.38156
NM_004195,ENST00000379268,15,3,241,0.00083,0.56957,0.17566
NM_031921,ENST00000673477,43,14,648,0.0005,0.41333,0.51323
NM_199121,ENST00000338660,4,3,64,0.01172,0.61328,0.53646
NM_001256462,ENST00000620829,24,6,502,0.0005,0.58972,0.62683
NM_018188,ENST00000378755,47,17,634,0.00057,0.45795,0.41436
NM_153818,ENST00000288774,18,3,346,0.00048,0.49534,0.3738
NM_001195738,ENST00000378427,10,1,183,0.00055,0.6765,0.3388
NM_001195738,ENST00000628389,7,2,123,0.00232,0.47735,0.39838
NM_172130,ENST00000352527,17,4,353,0.00067,0.55941,0.72663
NM_001199860,ENST00000164247,19,5,367,0.00072,0.52359,0.60817
NM_001561,ENST00000377507,14,10,255,0.0028,0.52913,0.50431
NM_001204186,ENST00000604074,26,9,403,0.00086,0.60594,0.55693
NM_001204184,ENST00000354437,30,11,499,0.00073,0.53995,0.51922
NM_001204189,ENST00000378285,28,11,450,0.00087,0.52992,0.46687
NM_148967,ENST00000348333,21,7,372,0.0009,0.58436,0.73502
NM_001042664,ENST00000340850,44,14,1006,0.00032,0.59583,0.55915
NM_001135585,ENST00000377414,9,5,244,0.00228,0.31375,0.25738
NM_005026,ENST00000377346,56,13,1044,0.00022,0.44574,0.40716
NM_002685,ENST00000304457,68,36,860,0.00062,0.52396,0.51095
NM_001040195,ENST00000376637,6,1,111,0.0015,0.53303,0.54054
NM_015866,ENST00000235372,84,38,1718,0.00026,0.52804,0.56916
NM_001024215,ENST00000441801,18,5,374,0.00074,0.57175,0.44759
NM_016183,ENST00000330263,10,3,239,0.00126,0.63264,0.53556
NM_017459,ENST00000375535,17,8,183,0.00257,0.39184,0.3791
NM_012400,ENST00000375105,11,1,145,0.00063,0.58809,0.86897
NM_032264,ENST00000318249,53,30,633,0.00089,0.45641,0.52486
NM_001113347,ENST00000357071,33,14,758,0.00056,0.42044,0.52818
NM_001841,ENST00000374472,8,2,360,0.00069,0.48785,0.5625
NM_000403,ENST00000374497,17,4,348,0.00068,0.59179,0.53161
NM_004350,ENST00000308873,17,7,415,0.00099,0.545,0.58554
NM_001031680,ENST00000399916,17,7,429,0.00096,0.55985,0.59907
NM_207170,ENST00000354361,8,3,201,0.00187,0.51182,0.61857
NM_001127691,ENST00000454452,8,4,321,0.00156,0.35942,0.29206
NM_001251981,ENST00000436717,11,3,183,0.00149,0.48783,0.47723
NM_001251982,ENST00000412742,15,9,173,0.00347,0.60694,0.73539
NM_004455,ENST00000374280,37,12,676,0.00048,0.45614,0.51048
NM_024869,ENST00000374268,11,1,271,0.00034,0.48943,0.93358
NM_138617,ENST00000340849,8,4,267,0.00187,0.4368,0.40637
NM_001243533,ENST00000374271,17,9,341,0.00155,0.47162,0.51841
NM_001006665,ENST00000531382,31,8,744,0.00035,0.5963,0.66499
NM_001006665,ENST00000628256,31,8,744,0.00035,0.5963,0.66499
NM_001042747,ENST00000399173,24,9,529,0.00071,0.61256,0.65764
NM_001105556,ENST00000373921,37,12,643,0.0005,0.49477,0.62273
NM_002713,ENST00000236412,3,2,127,0.00525,0.22047,0.12599
NM_152304,ENST00000373826,10,2,105,0.0019,0.57619,0.31904
NM_133177,ENST00000460170,74,27,1440,0.00025,0.44192,0.45342
NM_001048194,ENST00000373831,24,8,452,0.00074,0.50913,0.62721
NM_001525,ENST00000403528,14,5,425,0.00084,0.57697,0.44941
NM_001166006,ENST00000373797,42,28,720,0.00093,0.4502,0.38229
NM_032648,ENST00000373582,16,3,163,0.00115,0.45782,0.58078
NM_178547,ENST00000468695,11,5,167,0.00272,0.4785,0.37365
