ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate,Tissue
ENST00000338591,24,6,642,0.00039,0.3332,0.25026,v12_lymphnode
ENST00000379407,31,8,576,0.00045,0.46948,0.29991,v12_lymphnode
ENST00000673477,43,14,648,0.0005,0.41333,0.51323,v12_lymphnode
ENST00000378755,47,17,634,0.00057,0.45795,0.41436,v12_lymphnode
ENST00000378625,34,15,591,0.00075,0.43341,0.44117,v12_lymphnode
ENST00000378209,23,3,338,0.00039,0.44417,0.4576,v12_lymphnode
ENST00000377627,10,5,175,0.00286,0.488,0.65371,v12_lymphnode
ENST00000510563,9,1,181,0.00061,0.47882,0.76243,v12_lymphnode
ENST00000377414,9,5,244,0.00228,0.31375,0.25738,v12_lymphnode
ENST00000377346,56,13,1044,0.00022,0.44574,0.40716,v12_lymphnode
ENST00000376819,19,13,346,0.00198,0.38059,0.45531,v12_lymphnode
ENST00000263932,29,11,595,0.00064,0.43379,0.34454,v12_lymphnode
ENST00000375535,17,8,183,0.00257,0.39184,0.3791,v12_lymphnode
ENST00000400548,8,2,226,0.00111,0.46571,0.06637,v12_lymphnode
ENST00000375153,11,3,291,0.00094,0.45798,0.20504,v12_lymphnode
ENST00000374472,8,2,360,0.00069,0.48785,0.5625,v12_lymphnode
ENST00000374421,22,7,491,0.00065,0.44918,0.42537,v12_lymphnode
ENST00000374395,16,5,241,0.0013,0.48885,0.48216,v12_lymphnode
ENST00000374280,37,12,676,0.00048,0.45614,0.51048,v12_lymphnode
ENST00000373949,28,13,278,0.00167,0.49705,0.49474,v12_lymphnode
ENST00000236412,3,2,127,0.00525,0.22047,0.12599,v12_lymphnode
ENST00000373797,42,28,720,0.00093,0.4502,0.38229,v12_lymphnode
ENST00000373582,16,3,163,0.00115,0.45782,0.58078,v12_lymphnode
ENST00000373534,13,2,268,0.00057,0.49627,0.15485,v12_lymphnode
ENST00000419121,18,7,374,0.00104,0.38013,0.38044,v12_lymphnode
ENST00000246314,51,33,626,0.00103,0.49568,0.49564,v12_lymphnode
ENST00000373106,52,18,836,0.00041,0.47898,0.4782,v12_lymphnode
ENST00000373103,56,20,863,0.00041,0.49485,0.5011,v12_lymphnode
ENST00000372827,22,6,402,0.00068,0.47659,0.59038,v12_lymphnode
ENST00000539749,13,4,218,0.00141,0.48377,0.38647,v12_lymphnode
ENST00000236040,42,18,804,0.00053,0.47154,0.41107,v12_lymphnode
ENST00000456914,49,14,521,0.00055,0.49156,0.55511,v12_lymphnode
ENST00000355498,49,14,521,0.00055,0.49156,0.55511,v12_lymphnode
