ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate,Tissue
ENST00000377939,44,16,634,0.00057,0.52352,0.54909,v25_heart
ENST00000428161,19,5,367,0.00072,0.52359,0.60817,v25_heart
ENST00000343090,80,41,1302,0.00039,0.49915,0.48955,v25_heart
ENST00000377093,69,34,1153,0.00043,0.61704,0.5864,v25_heart
ENST00000235329,51,25,757,0.00065,0.57513,0.58684,v25_heart
ENST00000613099,250,137,4363,0.00013,0.48334,0.48892,v25_heart
ENST00000294454,26,6,304,0.00076,0.47723,0.53948,v25_heart
ENST00000696689,4,0,91,0.0,0.37912,,v25_heart
ENST00000375662,18,5,280,0.00099,0.50496,0.59786,v25_heart
ENST00000375499,14,4,280,0.00102,0.42041,0.39732,v25_heart
ENST00000374434,67,29,1437,0.0003,0.47925,0.57896,v25_heart
ENST00000374395,16,5,241,0.0013,0.48885,0.48216,v25_heart
ENST00000374272,28,12,353,0.00121,0.54745,0.57649,v25_heart
ENST00000252992,81,28,762,0.00045,0.62229,0.62237,v25_heart
ENST00000374300,8,3,292,0.00128,0.497,0.69178,v25_heart
ENST00000373713,3,0,133,0.0,0.56642,,v25_heart
ENST00000235628,20,8,368,0.00109,0.49035,0.69905,v25_heart
ENST00000431473,22,8,391,0.00093,0.3562,0.42519,v25_heart
ENST00000372597,27,8,591,0.0005,0.53456,0.5846,v25_heart
ENST00000343744,34,11,594,0.00054,0.49634,0.40419,v25_heart
ENST00000371244,23,16,552,0.00126,0.45038,0.46196,v25_heart
ENST00000343433,35,22,728,0.00086,0.38442,0.37538,v25_heart
ENST00000371204,25,11,502,0.00088,0.51434,0.54401,v25_heart
ENST00000371158,106,65,1801,0.00034,0.50918,0.49558,v25_heart
ENST00000371083,22,10,580,0.00078,0.56724,0.55207,v25_heart
ENST00000370899,42,25,843,0.00071,0.46823,0.48892,v25_heart
ENST00000326637,40,25,835,0.00075,0.50219,0.49547,v25_heart
ENST00000334785,44,31,675,0.00104,0.46754,0.46968,v25_heart
ENST00000465892,36,14,850,0.00046,0.51307,0.55386,v25_heart
ENST00000370163,70,49,1532,0.00046,0.45267,0.41545,v25_heart
ENST00000294724,70,49,1532,0.00046,0.45267,0.41545,v25_heart
ENST00000357155,21,6,354,0.00081,0.43274,0.4548,v25_heart
ENST00000369697,16,7,636,0.00069,0.60859,0.65117,v25_heart
ENST00000630362,18,12,500,0.00133,0.57522,0.56017,v25_heart
ENST00000369626,18,12,500,0.00133,0.57522,0.56017,v25_heart
ENST00000261448,11,6,399,0.00137,0.3568,0.36299,v25_heart
ENST00000336751,24,13,426,0.00127,0.55419,0.54081,v25_heart
ENST00000369530,42,29,813,0.00085,0.51447,0.49892,v25_heart
ENST00000610726,43,29,844,0.0008,0.51598,0.50592,v25_heart
ENST00000369356,237,111,2362,0.0002,0.4429,0.40793,v25_heart
ENST00000618462,228,108,2240,0.00021,0.43462,0.41204,v25_heart
ENST00000369349,125,65,969,0.00054,0.47503,0.44785,v25_heart
ENST00000579774,23,9,358,0.00109,0.60432,0.72129,v25_heart
ENST00000368914,42,14,930,0.00036,0.42314,0.46221,v25_heart
ENST00000541576,69,27,947,0.00041,0.50555,0.51899,v25_heart
ENST00000427500,21,11,487,0.00108,0.50699,0.48777,v25_heart
ENST00000613861,21,11,487,0.00108,0.50699,0.48777,v25_heart
ENST00000295566,51,26,796,0.00064,0.44775,0.4268,v25_heart
ENST00000342751,3,0,150,0.0,0.34222,,v25_heart
ENST00000545495,21,4,318,0.0006,0.54313,0.74135,v25_heart
ENST00000426197,14,4,315,0.00091,0.53038,0.65714,v25_heart
ENST00000361200,50,18,1158,0.00031,0.48434,0.45577,v25_heart
ENST00000367797,119,62,2224,0.00023,0.5262,0.53179,v25_heart
ENST00000367843,47,31,880,0.00075,0.49321,0.5066,v25_heart
ENST00000367840,58,36,951,0.00065,0.48863,0.50038,v25_heart
ENST00000367661,36,15,827,0.0005,0.4341,0.39919,v25_heart
ENST00000251507,43,23,815,0.00066,0.56978,0.54633,v25_heart
