NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_080605,ENST00000379198,8,0,329,0.0,0.78533,
NM_152228,ENST00000339381,46,4,852,0.0001,0.52302,0.55164
NM_004195,ENST00000379268,15,4,241,0.00111,0.56957,0.33299
NM_031921,ENST00000673477,43,5,648,0.00018,0.41333,0.47438
NM_199121,ENST00000338660,4,2,64,0.00781,0.61328,0.48438
NM_001256462,ENST00000620829,24,0,502,0.0,0.58972,
NM_018188,ENST00000378755,47,6,634,0.0002,0.45795,0.34516
NM_153818,ENST00000288774,18,2,346,0.00032,0.49534,0.55925
NM_001195738,ENST00000378427,10,0,183,0.0,0.6765,
NM_001195738,ENST00000628389,7,2,123,0.00232,0.47735,0.39838
NM_172130,ENST00000352527,17,1,353,0.00017,0.55941,0.91501
NM_001199860,ENST00000164247,19,2,367,0.00029,0.52359,0.50545
NM_001561,ENST00000377507,14,9,255,0.00252,0.52913,0.53943
NM_001204186,ENST00000604074,26,5,403,0.00048,0.60594,0.64616
NM_001204184,ENST00000354437,30,6,499,0.0004,0.53995,0.56914
NM_001204189,ENST00000378285,28,6,450,0.00048,0.52992,0.52222
NM_148967,ENST00000348333,21,0,372,0.0,0.58436,
NM_001042664,ENST00000340850,44,10,1006,0.00023,0.59583,0.63459
NM_001135585,ENST00000377414,9,3,244,0.00137,0.31375,0.07514
NM_005026,ENST00000377346,56,5,1044,9e-05,0.44574,0.37394
NM_002685,ENST00000304457,68,33,860,0.00056,0.52396,0.53541
NM_001040195,ENST00000376637,6,4,111,0.00601,0.53303,0.66441
NM_015866,ENST00000235372,84,36,1718,0.00025,0.52804,0.51424
NM_001024215,ENST00000441801,18,1,374,0.00015,0.57175,0.3877
NM_016183,ENST00000330263,10,3,239,0.00126,0.63264,0.53556
NM_017459,ENST00000375535,17,6,183,0.00193,0.39184,0.37614
NM_012400,ENST00000375105,11,0,145,0.0,0.58809,
NM_032264,ENST00000318249,53,16,633,0.00048,0.45641,0.43651
NM_001113347,ENST00000357071,33,6,758,0.00024,0.42044,0.69723
