NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_148901,ENST00000328596,15,4,255,0.00105,0.54484,0.35882
NM_199121,ENST00000338660,4,2,64,0.00781,0.61328,0.48438
NM_001170688,ENST00000518681,52,8,890,0.00017,0.48479,0.53174
NM_001198995,ENST00000342348,18,5,414,0.00067,0.48497,0.45169
NM_001195741,ENST00000627654,6,1,191,0.00087,0.6658,0.96859
NM_001195741,ENST00000537325,6,1,161,0.00104,0.60352,0.96273
NM_031475,ENST00000645284,44,6,854,0.00016,0.57994,0.79196
NM_001199862,ENST00000378083,20,1,415,0.00012,0.5353,0.92771
NM_006610,ENST00000400897,20,6,686,0.00044,0.52442,0.66983
NM_139208,ENST00000400898,4,0,185,0.0,0.61757,
NM_199006,ENST00000470413,10,3,77,0.0039,0.42987,0.50216
NM_001024661,ENST00000334600,22,7,474,0.00067,0.40526,0.42706
NM_001012276,ENST00000616484,27,4,474,0.00031,0.4632,0.42563
NM_001012276,ENST00000357367,27,4,474,0.00031,0.4632,0.42563
NM_001012276,ENST00000632222,27,4,474,0.00031,0.4632,0.42563
NM_001012276,ENST00000636073,27,4,474,0.00031,0.4632,0.42563
NM_024758,ENST00000375826,15,4,352,0.00076,0.46648,0.62642
NM_003000,ENST00000375499,14,2,280,0.00051,0.42041,0.55536
NM_012067,ENST00000361640,16,3,331,0.00057,0.54513,0.8137
NM_001161504,ENST00000538309,21,2,503,0.00019,0.5488,0.4662
NM_003748,ENST00000375341,24,2,563,0.00015,0.53241,0.52309
NR_040288,ENST00000429712,6,0,105,0.0,0.64127,
NM_001040126,ENST00000400548,8,1,226,0.00055,0.46571,0.60177
NM_001161728,ENST00000375111,4,2,144,0.00347,0.6059,0.70834
NM_021258,ENST00000270800,37,10,574,0.00047,0.57407,0.58885
NM_000191,ENST00000374490,14,7,325,0.00154,0.5444,0.62418
NM_001008216,ENST00000617979,17,2,348,0.00034,0.59179,0.47845
NM_173064,ENST00000374421,22,5,491,0.00046,0.44918,0.46069
NM_001031680,ENST00000399916,17,0,429,0.0,0.55985,
NM_021969,ENST00000254227,18,1,257,0.00022,0.41267,0.57977
NM_173452,ENST00000354982,11,2,288,0.00063,0.50947,0.31771
NM_003665,ENST00000270879,12,2,299,0.00056,0.5014,0.32442
NM_203343,ENST00000347529,46,26,775,0.00073,0.46945,0.43613
