NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_198317,ENST00000338591,24,3,642,0.00019,0.3332,0.29232
NM_001160184,ENST00000379407,31,7,576,0.00039,0.46948,0.48685
NM_032129,ENST00000379410,33,7,611,0.00035,0.47424,0.46972
NM_021170,ENST00000304952,5,1,221,0.0009,0.49955,0.24887
NM_001142467,ENST00000428771,7,2,247,0.00116,0.46154,0.27531
NM_001130413,ENST00000379116,38,11,802,0.00036,0.46975,0.47427
NM_001145210,ENST00000537107,20,1,399,0.00013,0.51579,0.03759
NM_022834,ENST00000476993,19,1,445,0.00012,0.47037,0.27416
NM_001256460,ENST00000545578,30,0,571,0.0,0.53596,
NM_018188,ENST00000378755,47,6,634,0.0002,0.45795,0.34516
NM_014638,ENST00000378486,78,3,1416,3e-05,0.48739,0.49152
NM_014638,ENST00000620687,78,3,1416,3e-05,0.48739,0.49152
NM_001010926,ENST00000612705,10,0,166,0.0,0.49096,
NM_001010926,ENST00000378453,10,0,166,0.0,0.49096,
NM_001163724,ENST00000444870,3,0,78,0.0,0.18376,
NM_014851,ENST00000377658,25,2,597,0.00013,0.43745,0.67923
NM_138350,ENST00000377627,10,5,175,0.00286,0.488,0.65371
NM_001204186,ENST00000604074,26,5,403,0.00048,0.60594,0.64616
NM_004565,ENST00000356607,34,6,377,0.00047,0.41801,0.32007
NM_001243768,ENST00000602296,6,0,143,0.0,0.65035,
NM_001040194,ENST00000376629,5,3,152,0.00395,0.77237,0.68421
NM_001024661,ENST00000334600,22,7,474,0.00067,0.40526,0.42706
NM_001136216,ENST00000376014,13,1,253,0.0003,0.53846,0.17787
NM_001136218,ENST00000376008,13,1,253,0.0003,0.53846,0.17787
NM_001006624,ENST00000487038,4,2,120,0.00417,0.6,0.52916
NM_015209,ENST00000503743,34,5,421,0.00035,0.45759,0.73349
NM_013358,ENST00000375471,27,6,663,0.00034,0.54539,0.52866
NM_013358,ENST00000631074,27,6,663,0.00034,0.54539,0.52866
NM_032880,ENST00000251296,15,3,467,0.00043,0.44511,0.63026
NM_001135247,ENST00000375534,17,6,182,0.00194,0.38849,0.37271
NM_017459,ENST00000375535,17,6,183,0.00193,0.39184,0.37614
NM_001161728,ENST00000375111,4,2,144,0.00347,0.6059,0.70834
NM_002885,ENST00000374765,31,6,663,0.00029,0.49706,0.57919
NM_001204086,ENST00000615215,12,2,215,0.00078,0.47248,0.46976
NM_004442,ENST00000374632,46,5,987,0.00011,0.56997,0.64296
NM_001143778,ENST00000635198,56,10,894,0.0002,0.41914,0.417
NM_001143778,ENST00000437606,56,10,894,0.0002,0.41914,0.417
NM_001010980,ENST00000374392,3,0,102,0.0,0.92157,
NM_198173,ENST00000361548,19,6,602,0.00052,0.57869,0.67442
NM_001195010,ENST00000356046,18,6,556,0.0006,0.57664,0.64748
NM_021180,ENST00000236255,19,6,607,0.00052,0.58216,0.6771
NM_001251981,ENST00000436717,11,1,183,0.0005,0.48783,0.85792
NM_001251983,ENST00000616511,6,1,116,0.00144,0.51437,0.77586
NM_001251985,ENST00000374393,10,2,115,0.00174,0.63478,0.73478
NM_032513,ENST00000374278,20,3,323,0.00046,0.49768,0.66667
NM_001039775,ENST00000308182,92,19,1661,0.00012,0.48484,0.51085
NM_001099626,ENST00000374300,8,2,292,0.00086,0.497,0.86986
NM_032872,ENST00000318074,40,4,550,0.00018,0.4475,0.49182
NM_000952,ENST00000373857,14,2,342,0.00042,0.55806,0.58626
NM_018565,ENST00000536384,20,3,459,0.00033,0.57941,0.52941
NM_203342,ENST00000642937,34,17,655,0.00076,0.52802,0.54423
NM_001171868,ENST00000420504,10,0,307,0.0,0.55993,
NM_001145720,ENST00000609129,21,7,495,0.00067,0.53285,0.60924
NM_153212,ENST00000339480,5,1,266,0.00075,0.32181,0.29699
NM_005268,ENST00000338513,7,3,273,0.00157,0.5573,0.68498
NM_024009,ENST00000373366,12,0,270,0.0,0.5179,
NM_001005752,ENST00000373362,12,0,270,0.0,0.5179,
NM_001161708,ENST00000373484,54,11,476,0.00043,0.62842,0.61746
NM_001199780,ENST00000621781,4,1,84,0.00298,0.65774,0.96429
NM_002699,ENST00000373012,21,0,451,0.0,0.46078,
NR_037635,ENST00000621281,3,2,110,0.00606,0.66667,0.91364
NM_001033081,ENST00000372816,19,3,364,0.00043,0.71009,0.69872
NM_001033082,ENST00000397332,20,3,394,0.00038,0.69797,0.72166
NM_005376,ENST00000372815,4,1,236,0.00106,0.49046,0.95339
NM_001956,ENST00000372587,11,4,178,0.00204,0.57712,0.68961
NM_172163,ENST00000509682,27,2,641,0.00012,0.52233,0.51404
