NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_198317,ENST00000338591,24,3,642,0.00019,0.3332,0.29232
NM_017891,ENST00000421241,3,1,198,0.00168,0.57407,0.82828
NM_198576,ENST00000379370,95,7,2045,4e-05,0.47115,0.48977
NM_003327,ENST00000379236,14,2,277,0.00052,0.6065,0.54332
NM_152486,ENST00000342066,39,9,681,0.00034,0.49652,0.46043
NM_001014980,ENST00000330388,21,4,302,0.00063,0.54415,0.5654
NM_080605,ENST00000379198,8,0,329,0.0,0.78533,
NM_001160184,ENST00000379407,31,7,576,0.00039,0.46948,0.48685
NM_032129,ENST00000379410,33,7,611,0.00035,0.47424,0.46972
NM_021170,ENST00000304952,5,1,221,0.0009,0.49955,0.24887
NM_001142467,ENST00000428771,7,2,247,0.00116,0.46154,0.27531
NM_001029885,ENST00000343938,8,0,214,0.0,0.61098,
NM_152228,ENST00000339381,46,4,852,0.0001,0.52302,0.55164
NM_001130045,ENST00000379289,33,4,673,0.00018,0.48404,0.28529
NM_153254,ENST00000379288,18,3,404,0.00041,0.47731,0.40924
NM_004421,ENST00000378891,24,4,670,0.00025,0.58812,0.80298
NM_148901,ENST00000328596,15,4,255,0.00105,0.54484,0.35882
NM_004195,ENST00000379268,15,4,241,0.00111,0.56957,0.33299
NM_148902,ENST00000379265,13,3,234,0.00099,0.54076,0.18091
NR_037668,ENST00000379116,38,11,802,0.00036,0.46975,0.47427
NM_001130413,ENST00000379116,38,11,802,0.00036,0.46975,0.47427
NM_016176,ENST00000360001,13,1,355,0.00022,0.57226,0.52394
NM_016547,ENST00000263741,12,1,341,0.00024,0.56452,0.54545
NM_001146685,ENST00000378821,3,0,163,0.0,0.39059,
NM_001039211,ENST00000378785,27,3,411,0.00027,0.4722,0.33982
NM_031921,ENST00000673477,43,5,648,0.00018,0.41333,0.47438
NM_194457,ENST00000400929,11,5,207,0.0022,0.65876,0.57295
NM_194458,ENST00000347370,11,5,207,0.0022,0.65876,0.57295
NM_058167,ENST00000349431,14,5,259,0.00138,0.59349,0.65869
NM_194315,ENST00000400930,15,5,275,0.00121,0.57939,0.67854
NM_001242659,ENST00000422725,4,0,226,0.0,0.53429,
NM_017900,ENST00000338338,11,2,199,0.00091,0.56693,0.62312
NM_001243536,ENST00000520296,6,1,65,0.00256,0.5718,0.23077
NM_001145210,ENST00000537107,20,1,399,0.00013,0.51579,0.03759
NM_022834,ENST00000476993,19,1,445,0.00012,0.47037,0.27416
NM_199121,ENST00000338660,4,2,64,0.00781,0.61328,0.48438
NM_001256462,ENST00000620829,24,0,502,0.0,0.58972,
NM_001256463,ENST00000419704,26,0,499,0.0,0.54424,
NM_001256460,ENST00000545578,30,0,571,0.0,0.53596,
NM_001256456,ENST00000540437,32,0,606,0.0,0.52965,
NM_018188,ENST00000378755,47,6,634,0.0002,0.45795,0.34516
NM_001170535,ENST00000378756,43,5,586,0.0002,0.45273,0.35802
NM_001170688,ENST00000518681,52,8,890,0.00017,0.48479,0.53174
NM_080875,ENST00000505820,52,8,955,0.00016,0.50284,0.5551
NM_001170686,ENST00000520777,51,7,951,0.00014,0.50605,0.58975
NM_001170687,ENST00000355826,52,8,955,0.00016,0.50284,0.5551
