NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_004421,ENST00000378891,24,4,670,0.00025,0.58812,0.80298
NM_001170535,ENST00000378756,43,5,586,0.0002,0.45273,0.35802
NM_080875,ENST00000505820,52,8,955,0.00016,0.50284,0.5551
NM_001170686,ENST00000520777,51,7,951,0.00014,0.50605,0.58975
NM_001170687,ENST00000355826,52,8,955,0.00016,0.50284,0.5551
NM_001170689,ENST00000378712,47,10,753,0.00028,0.50708,0.6996
NM_178545,ENST00000310991,11,2,209,0.00087,0.50065,0.67942
NM_018216,ENST00000378466,26,5,773,0.00025,0.48751,0.47219
NM_018216,ENST00000615291,26,5,773,0.00025,0.48751,0.47219
NM_020710,ENST00000378251,25,2,583,0.00014,0.48734,0.7916
NM_014851,ENST00000377658,25,2,597,0.00013,0.43745,0.67923
NM_024980,ENST00000377411,10,3,335,0.0009,0.63284,0.88756
NM_001010866,ENST00000340305,25,1,392,0.0001,0.48918,0.51276
NM_001170754,ENST00000377004,47,10,823,0.00026,0.51614,0.37108
NM_001105562,ENST00000343090,80,29,1302,0.00028,0.49915,0.50167
NM_183416,ENST00000377093,69,29,1153,0.00036,0.61704,0.62344
NM_004958,ENST00000361445,167,37,2549,9e-05,0.49263,0.47876
NM_001127660,ENST00000674817,51,10,757,0.00026,0.57513,0.58151
NM_001010847,ENST00000376085,8,0,294,0.0,0.5557,
NM_015164,ENST00000375799,52,7,1019,0.00013,0.56211,0.43278
NM_207348,ENST00000294454,26,4,304,0.00051,0.47723,0.62665
NM_032341,ENST00000480945,33,10,399,0.00076,0.49373,0.60827
NM_006511,ENST00000345034,40,26,617,0.00105,0.45389,0.4444
NM_007365,ENST00000707396,24,1,665,6e-05,0.49066,0.91128
NM_007365,ENST00000375486,24,1,665,6e-05,0.49066,0.91128
NM_001135254,ENST00000420770,30,6,505,0.0004,0.53122,0.55545
NM_001135247,ENST00000375534,17,6,182,0.00194,0.38849,0.37271
NM_020765,ENST00000375254,286,83,5183,6e-05,0.48541,0.42288
NM_001083621,ENST00000404138,72,21,1239,0.00024,0.53994,0.47584
NM_003196,ENST00000450454,11,1,348,0.00026,0.52247,0.12356
NM_003196,ENST00000635035,11,1,348,0.00026,0.52247,0.12356
NM_017707,ENST00000634561,57,11,903,0.00021,0.41837,0.39716
NM_017707,ENST00000336689,57,11,903,0.00021,0.41837,0.39716
NM_152372,ENST00000374434,67,12,1437,0.00012,0.47925,0.56193
NM_001166059,ENST00000436439,12,6,254,0.00197,0.54987,0.64895
NM_173065,ENST00000327575,13,2,244,0.00063,0.49622,0.30328
NM_018202,ENST00000374343,45,19,664,0.00064,0.57855,0.53995
NM_032588,ENST00000374272,28,4,353,0.0004,0.54745,0.56516
NM_015871,ENST00000374266,8,2,134,0.00187,0.38806,0.50373
NM_022778,ENST00000252992,81,25,762,0.00041,0.62229,0.62178
NM_032513,ENST00000374278,20,3,323,0.00046,0.49768,0.66667
NM_020451,ENST00000361547,8,1,126,0.00099,0.58929,0.95238
NM_015023,ENST00000361771,34,6,676,0.00026,0.55956,0.6748
NM_024522,ENST00000373736,11,2,207,0.00088,0.54238,0.6884
NM_133178,ENST00000373779,74,9,1436,8e-05,0.44566,0.44677
