NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_001130413,ENST00000379116,38,11,802,0.00036,0.46975,0.47427
NM_001039211,ENST00000378785,27,3,411,0.00027,0.4722,0.33982
NM_024848,ENST00000378531,25,9,497,0.00072,0.50849,0.41829
NM_001242672,ENST00000611612,41,5,566,0.00022,0.47445,0.61767
NM_001242672,ENST00000401095,72,7,1079,9e-05,0.50441,0.63087
NM_014448,ENST00000378378,51,6,709,0.00017,0.50842,0.4631
NM_153818,ENST00000288774,18,2,346,0.00032,0.49534,0.55925
NM_022114,ENST00000270722,51,3,1276,5e-05,0.53441,0.1826
NM_002744,ENST00000378567,25,7,592,0.00047,0.51426,0.56998
NM_015102,ENST00000378156,92,19,1426,0.00014,0.48348,0.54444
NM_024980,ENST00000377411,10,3,335,0.0009,0.63284,0.88756
NM_183416,ENST00000377093,69,29,1153,0.00036,0.61704,0.62344
NM_007375,ENST00000240185,26,10,414,0.00093,0.56763,0.51184
NM_018156,ENST00000613099,250,104,4363,0.0001,0.48334,0.48651
NM_033440,ENST00000359621,9,1,269,0.00041,0.53697,0.82528
NM_178840,ENST00000329454,7,1,169,0.00085,0.52409,0.20118
NM_001165945,ENST00000375667,16,2,517,0.00024,0.55416,0.46034
NM_001042704,ENST00000375692,27,4,686,0.00022,0.55183,0.76859
NM_002584,ENST00000375375,31,8,520,0.0005,0.53362,0.65048
NM_013945,ENST00000400661,31,8,518,0.0005,0.53294,0.6501
NM_001135254,ENST00000420770,30,6,505,0.0004,0.53122,0.55545
NM_001103160,ENST00000375031,16,3,339,0.00055,0.42017,0.27335
NM_001145658,ENST00000495204,35,7,727,0.00028,0.48512,0.53547
NM_002885,ENST00000374765,31,6,663,0.00029,0.49706,0.57919
NM_001145657,ENST00000542643,30,6,681,0.00029,0.47954,0.58933
NM_152372,ENST00000374434,67,12,1437,0.00012,0.47925,0.56193
NM_001010980,ENST00000374392,3,0,102,0.0,0.92157,
NM_001251981,ENST00000436717,11,1,183,0.0005,0.48783,0.85792
NM_013441,ENST00000374395,16,3,241,0.00078,0.48885,0.57815
NM_001251982,ENST00000412742,15,4,173,0.00154,0.60694,0.7052
NM_032588,ENST00000374272,28,4,353,0.0004,0.54745,0.56516
NM_001004434,ENST00000374276,21,3,372,0.00038,0.50423,0.66667
NM_006314,ENST00000361530,53,15,713,0.0004,0.4952,0.62347
NM_152835,ENST00000374269,17,8,341,0.00138,0.47162,0.62683
NM_152365,ENST00000320567,16,2,398,0.00031,0.63772,0.43593
NM_002953,ENST00000374168,30,8,735,0.00036,0.61116,0.50272
NM_002953,ENST00000629832,30,8,735,0.00036,0.61116,0.50272
NM_177424,ENST00000373943,31,11,276,0.00129,0.4349,0.46476
NM_001009568,ENST00000373888,13,3,373,0.00062,0.57393,0.78731
NM_014474,ENST00000373894,19,2,455,0.00023,0.59549,0.55055
NM_004848,ENST00000373925,25,8,260,0.00123,0.62292,0.73029
NM_001127350,ENST00000645794,8,2,208,0.0012,0.46875,0.67308
NM_001127350,ENST00000373842,8,2,208,0.0012,0.46875,0.67308
NM_178191,ENST00000465645,5,1,60,0.00333,0.59,0.46667
NM_178191,ENST00000647380,5,1,60,0.00333,0.59,0.46667
NM_001525,ENST00000403528,14,2,425,0.00034,0.57697,0.19765
NM_018565,ENST00000536384,20,3,459,0.00033,0.57941,0.52941
NM_001199039,ENST00000536384,20,3,459,0.00033,0.57941,0.52941
NM_001160042,ENST00000537469,44,21,546,0.00087,0.45459,0.50715
NM_001198972,ENST00000373480,55,13,1035,0.00023,0.49284,0.46057
NM_001135255,ENST00000414241,15,7,424,0.0011,0.49355,0.56671
NM_001162530,ENST00000453908,39,4,756,0.00014,0.52798,0.4494
NM_206837,ENST00000354267,16,3,223,0.00084,0.54596,0.5157
NM_172313,ENST00000373104,49,15,783,0.00039,0.47934,0.44462
NM_181809,ENST00000331593,23,3,402,0.00032,0.46626,0.55141
NM_005376,ENST00000372815,4,1,236,0.00106,0.49046,0.95339
NR_036544,ENST00000324379,11,3,301,0.00091,0.59982,0.46623
NM_001720,ENST00000372827,22,3,402,0.00034,0.47659,0.55141
NM_024503,ENST00000372583,120,25,2406,9e-05,0.46924,0.43007
NM_001142590,ENST00000372653,60,14,301,0.00078,0.63206,0.60726
NM_182517,ENST00000523677,3,2,113,0.0059,0.68142,0.76549
NM_001136537,ENST00000450269,16,1,291,0.00021,0.43729,0.12371
NM_174971,ENST00000372372,11,1,413,0.00022,0.63746,0.4092
NM_174963,ENST00000262915,13,2,444,0.00035,0.57502,0.29842
NM_032756,ENST00000334815,27,6,371,0.0006,0.67465,0.86433
