NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_148901,ENST00000328596,15,4,255,0.00105,0.54484,0.35882
NM_001146685,ENST00000378821,3,0,163,0.0,0.39059,
NM_194457,ENST00000400929,11,5,207,0.0022,0.65876,0.57295
NM_001256463,ENST00000419704,26,0,499,0.0,0.54424,
NM_000815,ENST00000378585,16,0,452,0.0,0.48106,
NM_014638,ENST00000378486,78,3,1416,3e-05,0.48739,0.49152
NM_014638,ENST00000620687,78,3,1416,3e-05,0.48739,0.49152
NM_001033581,ENST00000400921,17,5,409,0.00072,0.53301,0.5956
NM_001242874,ENST00000461106,20,6,488,0.00061,0.52982,0.56489
NM_015557,ENST00000262450,85,10,1954,6e-05,0.60167,0.64089
NM_018836,ENST00000378191,23,6,411,0.00063,0.46144,0.2425
NM_001195740,ENST00000617400,6,1,192,0.00087,0.66406,0.96875
NM_001195740,ENST00000537325,6,1,161,0.00104,0.60352,0.96273
NM_001199861,ENST00000378097,19,2,367,0.00029,0.52359,0.50545
NM_001199860,ENST00000164247,19,2,367,0.00029,0.52359,0.50545
NM_001199862,ENST00000378083,20,1,415,0.00012,0.5353,0.92771
NM_001199863,ENST00000458166,15,1,300,0.00022,0.55511,0.9
NM_181866,ENST00000377842,15,3,329,0.00061,0.60993,0.92806
NM_181864,ENST00000377855,18,3,380,0.00044,0.56023,0.93772
NM_015215,ENST00000303635,105,26,1673,0.00015,0.59187,0.69886
NM_001204188,ENST00000604479,37,6,540,0.0003,0.56862,0.53086
NM_001204191,ENST00000378288,39,7,587,0.00031,0.53318,0.45631
NM_015074,ENST00000263934,87,31,1770,0.0002,0.50166,0.47217
NM_020780,ENST00000294484,70,10,1392,0.0001,0.45457,0.23254
NM_198545,ENST00000294485,17,2,349,0.00034,0.4716,0.38396
NM_001127325,ENST00000376667,12,2,211,0.00079,0.39613,0.15877
NM_001302,ENST00000377049,6,0,105,0.0,0.57619,
NM_012168,ENST00000354287,15,2,296,0.00045,0.42477,0.63514
NM_183413,ENST00000376762,14,1,224,0.00032,0.58578,0.90625
NM_001286,ENST00000346436,38,7,869,0.00021,0.54012,0.27684
NM_012231,ENST00000235372,84,36,1718,0.00025,0.52804,0.51424
NM_178840,ENST00000329454,7,1,169,0.00085,0.52409,0.20118
NM_182623,ENST00000375662,18,4,280,0.00079,0.50496,0.58304
NM_201628,ENST00000376030,54,8,775,0.00019,0.42167,0.57968
NM_001018001,ENST00000400798,26,5,327,0.00059,0.43707,0.65688
NM_007365,ENST00000707396,24,1,665,6e-05,0.49066,0.91128
NM_007365,ENST00000375486,24,1,665,6e-05,0.49066,0.91128
NM_032880,ENST00000251296,15,3,467,0.00043,0.44511,0.63026
NM_001135254,ENST00000420770,30,6,505,0.0004,0.53122,0.55545
NM_001141974,ENST00000341676,61,6,1158,8e-05,0.50296,0.56232
NM_001040126,ENST00000400548,8,1,226,0.00055,0.46571,0.60177
NM_018584,ENST00000375078,4,0,78,0.0,0.4423,
NM_207334,ENST00000332947,13,0,329,0.0,0.66799,
NM_001103160,ENST00000375031,16,3,339,0.00055,0.42017,0.27335
NM_001103161,ENST00000444387,24,4,423,0.00039,0.39096,0.35461
NM_001145658,ENST00000495204,35,7,727,0.00028,0.48512,0.53547
NM_001145657,ENST00000542643,30,6,681,0.00029,0.47954,0.58933
NR_033757,ENST00000322753,4,1,78,0.00321,0.8718,0.74359
NM_001204088,ENST00000602662,9,2,181,0.00123,0.53837,0.37016
NM_000864,ENST00000374619,10,2,377,0.00053,0.45995,0.7427
NM_044472,ENST00000315554,8,5,191,0.00327,0.51833,0.69529
NM_020362,ENST00000246151,7,4,211,0.00271,0.59919,0.76066
NM_020448,ENST00000374399,12,4,406,0.00082,0.57389,0.62254
NM_001166059,ENST00000436439,12,6,254,0.00197,0.54987,0.64895
NM_198173,ENST00000361548,19,6,602,0.00052,0.57869,0.67442
NM_001199014,ENST00000003583,11,3,287,0.00095,0.52075,0.79675
NM_013441,ENST00000374395,16,3,241,0.00078,0.48885,0.57815
NM_001251982,ENST00000412742,15,4,173,0.00154,0.60694,0.7052
NM_004455,ENST00000374280,37,6,676,0.00024,0.45614,0.4184
NM_138616,ENST00000346452,9,2,266,0.00084,0.45614,0.16542
NM_138617,ENST00000340849,8,3,267,0.0014,0.4368,0.43196
NM_020485,ENST00000294413,12,3,417,0.0006,0.44704,0.22942
NM_001145454,ENST00000426559,12,4,174,0.00192,0.52299,0.5546
NM_005563,ENST00000455785,9,3,149,0.00224,0.48397,0.55257
NM_001099626,ENST00000374300,8,2,292,0.00086,0.497,0.86986
NM_005281,ENST00000374024,8,1,330,0.00038,0.76856,0.69394
NM_001143913,ENST00000234549,29,9,312,0.00099,0.51857,0.54915
NM_001143912,ENST00000010299,31,10,341,0.00095,0.51367,0.54897
NM_001024732,ENST00000373791,23,2,297,0.00029,0.58469,0.19528
NM_024522,ENST00000373736,11,2,207,0.00088,0.54238,0.6884
NM_005704,ENST00000345512,74,9,1446,8e-05,0.44539,0.44598
NM_133177,ENST00000460170,74,9,1440,8e-05,0.44192,0.44676
NM_001145720,ENST00000609129,21,7,495,0.00067,0.53285,0.60924
NM_002143,ENST00000373467,9,0,193,0.0,0.46632,
NM_153756,ENST00000373471,11,2,212,0.00086,0.53345,0.60849
NM_001080418,ENST00000373347,54,13,979,0.00025,0.53486,0.48142
NM_052896,ENST00000373388,153,39,3487,7e-05,0.48269,0.5325
NM_178548,ENST00000373235,18,5,442,0.00063,0.47499,0.55747
NM_152374,ENST00000270815,23,3,229,0.00057,0.63281,0.53275
NM_001014841,ENST00000373253,38,6,712,0.00022,0.55866,0.67908
NM_014284,ENST00000373243,39,7,729,0.00025,0.55471,0.59044
NM_001014839,ENST00000356090,39,7,729,0.00025,0.55471,0.59044
NM_001199779,ENST00000373237,11,3,201,0.00136,0.47671,0.51741
NM_000831,ENST00000373091,38,8,919,0.00023,0.47775,0.44478
NM_002699,ENST00000373012,21,0,451,0.0,0.46078,
NM_001099439,ENST00000373048,50,6,1008,0.00012,0.56264,0.54068
NM_173641,ENST00000319637,12,1,295,0.00028,0.46102,0.65085
NM_017821,ENST00000372990,6,4,303,0.0022,0.40044,0.43564
NM_001031740,ENST00000397631,6,1,250,0.00067,0.65267,0.86
NM_152496,ENST00000329006,6,2,235,0.00142,0.65035,0.25745
NM_001136275,ENST00000446189,14,8,147,0.00389,0.57532,0.63946
NM_016257,ENST00000372844,14,2,191,0.00075,0.54675,0.17016
NR_037635,ENST00000621281,3,2,110,0.00606,0.66667,0.91364
NM_001136493,ENST00000372809,27,6,543,0.00041,0.42112,0.20565
NM_001852,ENST00000372748,41,9,689,0.00032,0.55007,0.64441
NM_023070,ENST00000361584,29,12,534,0.00077,0.45945,0.49579
NM_014747,ENST00000372684,17,3,308,0.00057,0.49026,0.38204
NM_173642,ENST00000431473,22,4,391,0.00047,0.3562,0.5876
NM_001198980,ENST00000539317,29,14,349,0.00138,0.60429,0.65145
NM_001256401,ENST00000413844,12,3,252,0.00099,0.55622,0.76587
NM_018150,ENST00000361799,29,6,566,0.00037,0.48806,0.39694
NM_006934,ENST00000357730,22,3,652,0.00021,0.5838,0.49284
NM_201649,ENST00000360584,26,4,706,0.00022,0.53231,0.392
NM_174965,ENST00000545417,5,3,170,0.00353,0.52118,0.7098
NR_033297,ENST00000625766,3,0,66,0.0,0.4697,
NM_001048172,ENST00000354383,49,11,522,0.00043,0.49234,0.61686
NM_032110,ENST00000404795,16,0,542,0.0,0.47821,
NM_032785,ENST00000371839,26,4,503,0.00031,0.42682,0.3161
NM_001144776,ENST00000371827,21,5,366,0.00065,0.4343,0.27486
NM_001144775,ENST00000357083,21,4,402,0.00047,0.48105,0.40112
NM_002867,ENST00000371655,11,2,219,0.00083,0.59485,0.56164
NM_001159969,ENST00000493793,37,19,582,0.00088,0.34471,0.30792
NM_007324,ENST00000357206,62,34,1366,0.0004,0.51524,0.41652
NM_001198962,ENST00000536120,17,2,244,0.00048,0.55882,0.49796
NM_017522,ENST00000354412,27,3,700,0.00016,0.46831,0.69714
NM_033300,ENST00000347547,28,4,793,0.00018,0.49248,0.814
NM_001018054,ENST00000371454,33,4,904,0.00013,0.49249,0.73673
NM_015547,ENST00000371316,33,5,607,0.00025,0.47481,0.58254
NM_148908,ENST00000371714,31,16,723,0.00071,0.40396,0.43759
NM_021080,ENST00000414851,43,22,555,0.00092,0.53082,0.48804
NM_001007098,ENST00000371513,10,6,322,0.00186,0.49876,0.53572
NM_014787,ENST00000395325,55,24,913,0.00048,0.55163,0.5288
NM_032291,ENST00000371037,29,13,828,0.00054,0.64372,0.70662
NM_001037341,ENST00000329654,39,15,736,0.00052,0.50007,0.525
NM_002600,ENST00000341517,39,15,736,0.00052,0.50007,0.525
NM_001037340,ENST00000423207,37,12,721,0.00045,0.51228,0.63014
NM_001199742,ENST00000650283,2,1,60,0.00833,0.35,0.53333
NM_001002912,ENST00000326665,61,24,1530,0.00026,0.52388,0.4369
NM_001146110,ENST00000357692,23,11,529,0.0009,0.4984,0.46657
NM_001077702,ENST00000371016,22,11,450,0.00111,0.55424,0.54848
NM_030965,ENST00000477717,28,2,336,0.00021,0.32749,0.5372
NM_001112808,ENST00000557284,47,22,936,0.0005,0.47891,0.49849
NM_198549,ENST00000710932,26,14,632,0.00085,0.52605,0.56035
NM_174858,ENST00000354567,30,14,562,0.00083,0.47248,0.45679
NM_012093,ENST00000344720,29,13,536,0.00084,0.46294,0.46498
NM_024686,ENST00000260505,58,28,887,0.00054,0.48029,0.44673
NM_001166295,ENST00000437941,49,29,587,0.00101,0.48444,0.39817
NM_001166417,ENST00000342203,50,30,614,0.00098,0.49762,0.41156
NM_001166293,ENST00000342203,50,30,614,0.00098,0.49762,0.41156
NR_024602,ENST00000370563,36,25,919,0.00076,0.47564,0.49576
NM_012128,ENST00000370563,36,25,919,0.00076,0.47564,0.49576
NM_207578,ENST00000370688,11,6,257,0.00212,0.51574,0.4987
NM_001242858,ENST00000610703,14,6,339,0.00126,0.44817,0.34268
NM_001242859,ENST00000436133,14,6,355,0.00121,0.47304,0.3723
NM_001242861,ENST00000394839,11,5,321,0.00142,0.50382,0.36698
NM_001242860,ENST00000614872,14,6,357,0.0012,0.47599,0.37582
NM_006769,ENST00000370544,7,2,165,0.00173,0.54026,0.7394
NM_001206652,ENST00000482504,19,9,386,0.00123,0.48077,0.50892
NM_001134476,ENST00000640258,38,19,803,0.00062,0.49082,0.54067
NM_015350,ENST00000640258,38,19,803,0.00062,0.49082,0.54067
NM_001134420,ENST00000428239,34,21,574,0.00108,0.44087,0.44218
NM_173567,ENST00000370383,14,4,362,0.00079,0.59432,0.65953
NM_015237,ENST00000637221,78,46,1279,0.00046,0.5131,0.54732
NM_001164473,ENST00000271234,41,26,605,0.00105,0.44499,0.37997
NM_001122674,ENST00000315713,11,5,236,0.00193,0.50116,0.53729
NM_001178096,ENST00000370207,8,5,238,0.00263,0.48267,0.47563
NM_001252271,ENST00000613047,15,11,403,0.00182,0.49959,0.52786
