NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_001243536,ENST00000520296,6,1,65,0.00256,0.5718,0.23077
NM_001256462,ENST00000620829,24,0,502,0.0,0.58972,
NM_138705,ENST00000307786,9,3,181,0.00184,0.37446,0.04972
NM_153818,ENST00000288774,18,2,346,0.00032,0.49534,0.55925
NM_138697,ENST00000333172,39,4,841,0.00012,0.44544,0.5648
NM_001126241,ENST00000378285,28,6,450,0.00048,0.52992,0.52222
NM_003790,ENST00000356876,24,0,417,0.0,0.56785,
NM_020631,ENST00000377728,44,10,1006,0.00023,0.59583,0.63459
NM_001042663,ENST00000400915,46,10,1043,0.00021,0.58429,0.64756
NM_199006,ENST00000470413,10,3,77,0.0039,0.42987,0.50216
NM_001103170,ENST00000359318,16,9,407,0.00138,0.52165,0.63172
NM_201628,ENST00000376030,54,8,775,0.00019,0.42167,0.57968
NM_001017999,ENST00000400797,26,5,327,0.00059,0.43707,0.65688
NM_001135248,ENST00000375534,17,6,182,0.00194,0.38849,0.37271
NM_003748,ENST00000375341,24,2,563,0.00015,0.53241,0.52309
NM_001040125,ENST00000375153,11,1,291,0.00031,0.45798,0.69072
NM_001204085,ENST00000618761,9,2,181,0.00123,0.53837,0.37016
NM_024887,ENST00000360009,28,4,334,0.00043,0.65654,0.43488
NM_205861,ENST00000236342,27,4,333,0.00044,0.6531,0.43619
NM_004848,ENST00000373925,25,8,260,0.00123,0.62292,0.73029
NM_001164721,ENST00000539896,14,2,342,0.00042,0.55806,0.58626
NM_001193532,ENST00000465518,15,1,218,0.00031,0.63639,0.53211
NM_016011,ENST00000263702,25,2,373,0.00021,0.61844,0.35925
NM_001024732,ENST00000373791,23,2,297,0.00029,0.58469,0.19528
NM_001190481,ENST00000373220,72,34,1275,0.00037,0.56747,0.5242
NM_206837,ENST00000354267,16,3,223,0.00084,0.54596,0.5157
NM_001136275,ENST00000446189,14,8,147,0.00389,0.57532,0.63946
NR_037632,ENST00000494695,2,0,56,0.0,0.55358,
NM_001198851,ENST00000372572,63,32,622,0.00082,0.58041,0.57998
NM_001017922,ENST00000372517,17,2,475,0.00025,0.4218,0.84106
NM_001256401,ENST00000413844,12,3,252,0.00099,0.55622,0.76587
NM_001262,ENST00000396148,9,4,168,0.00265,0.45437,0.5625
NM_078626,ENST00000371761,9,4,168,0.00265,0.45437,0.5625
NM_152265,ENST00000313334,8,6,158,0.00475,0.37816,0.29747
NM_148908,ENST00000371714,31,16,723,0.00071,0.40396,0.43759
NM_001007100,ENST00000430330,7,7,140,0.00714,0.67653,0.67653
NM_181712,ENST00000371153,60,19,995,0.00032,0.47864,0.4959
NM_001172818,ENST00000371083,22,3,580,0.00024,0.56724,0.37011
NM_001199329,ENST00000370894,13,7,169,0.00319,0.47246,0.59341
NM_198717,ENST00000628037,13,3,365,0.00063,0.70158,0.78265
NM_198716,ENST00000460330,14,3,374,0.00057,0.70588,0.76381
NR_028293,ENST00000479353,15,3,393,0.00051,0.69415,0.72689
NM_198714,ENST00000370931,14,3,390,0.00055,0.67857,0.73248
NM_198719,ENST00000306666,14,3,390,0.00055,0.67857,0.73248
NM_198715,ENST00000370924,16,5,388,0.00081,0.7181,0.83093
