NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_003327,ENST00000379236,14,12,277,0.00309,0.6065,0.608
NM_001130045,ENST00000379289,33,18,673,0.00081,0.48404,0.50413
NM_148902,ENST00000379265,13,8,234,0.00263,0.54076,0.48504
NM_194315,ENST00000400930,15,12,275,0.00291,0.57939,0.61939
NM_001170686,ENST00000520777,51,31,951,0.00064,0.50605,0.52261
NM_020248,ENST00000377263,7,4,81,0.00705,0.52381,0.4537
NM_052960,ENST00000294435,6,5,134,0.00622,0.70025,0.77462
NM_001040194,ENST00000376629,5,4,152,0.00526,0.77237,0.7204
NM_001040196,ENST00000452018,7,5,155,0.00461,0.61106,0.62839
NM_001103170,ENST00000359318,16,15,407,0.0023,0.52165,0.54513
NM_001012277,ENST00000355096,27,22,474,0.00172,0.4632,0.46145
NM_001012277,ENST00000697200,27,22,474,0.00172,0.4632,0.46145
NM_032341,ENST00000480945,33,26,399,0.00197,0.49373,0.52468
NM_001017999,ENST00000400797,26,20,327,0.00235,0.43707,0.44755
NM_012387,ENST00000375448,30,21,663,0.00106,0.50593,0.48739
NM_012387,ENST00000628229,30,21,663,0.00106,0.50593,0.48739
NM_001113347,ENST00000357071,33,26,758,0.00104,0.42044,0.40983
NM_001039802,ENST00000656825,7,7,191,0.00524,0.45625,0.45625
NM_004442,ENST00000374632,46,37,987,0.00081,0.56997,0.54963
NM_016124,ENST00000328664,11,8,417,0.00174,0.4371,0.45204
NM_005281,ENST00000374024,8,5,330,0.00189,0.76856,0.77758
NM_173452,ENST00000354982,11,8,288,0.00253,0.50947,0.41406
NM_003665,ENST00000270879,12,8,299,0.00223,0.5014,0.42642
NM_001042747,ENST00000399173,24,16,529,0.00126,0.61256,0.67084
NM_005248,ENST00000374005,24,16,529,0.00126,0.61256,0.67084
NM_001105556,ENST00000373921,37,26,643,0.00109,0.49477,0.43504
NM_001164721,ENST00000539896,14,9,342,0.00188,0.55806,0.5653
NM_001193532,ENST00000465518,15,14,218,0.00428,0.63639,0.62254
NM_001166006,ENST00000373797,42,38,720,0.00126,0.4502,0.4462
NM_001204414,ENST00000457433,18,10,436,0.00127,0.41106,0.51009
NM_022164,ENST00000271064,23,14,467,0.0013,0.3981,0.46146
NM_177422,ENST00000246314,51,43,626,0.00135,0.49568,0.4945
NM_000760,ENST00000373106,52,37,836,0.00085,0.47898,0.48151
NM_001123395,ENST00000372539,10,7,211,0.00332,0.41137,0.36764
NM_148960,ENST00000296387,10,7,224,0.00312,0.3875,0.3463
NM_174963,ENST00000262915,13,12,444,0.00208,0.57502,0.56119
NM_003629,ENST00000262741,31,27,461,0.00189,0.55475,0.54447
NM_147193,ENST00000312233,31,23,620,0.0012,0.50255,0.51865
