NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_198317,ENST00000338591,24,15,642,0.00097,0.3332,0.23499
NM_017891,ENST00000421241,3,1,198,0.00168,0.57407,0.82828
NM_198576,ENST00000379370,95,52,2045,0.00027,0.47115,0.46824
NM_003327,ENST00000379236,14,12,277,0.00309,0.6065,0.608
NM_152486,ENST00000342066,39,21,681,0.00079,0.49652,0.46955
NM_001014980,ENST00000330388,21,15,302,0.00237,0.54415,0.53091
NM_080605,ENST00000379198,8,6,329,0.00228,0.78533,0.78116
NM_001160184,ENST00000379407,31,18,576,0.00101,0.46948,0.4455
NM_032129,ENST00000379410,33,18,611,0.00089,0.47424,0.44272
NM_021170,ENST00000304952,5,2,221,0.00181,0.49955,0.3371
NM_001142467,ENST00000428771,7,4,247,0.00231,0.46154,0.32085
NM_001029885,ENST00000343938,8,6,214,0.0035,0.61098,0.66744
NM_152228,ENST00000339381,46,20,852,0.00051,0.52302,0.42447
NM_001130045,ENST00000379289,33,18,673,0.00081,0.48404,0.50413
NM_153254,ENST00000379288,18,11,404,0.00151,0.47731,0.57021
NM_004421,ENST00000378891,24,17,670,0.00106,0.58812,0.6173
NM_148901,ENST00000328596,15,9,255,0.00235,0.54484,0.49499
NM_004195,ENST00000379268,15,9,241,0.00249,0.56957,0.51452
NM_148902,ENST00000379265,13,8,234,0.00263,0.54076,0.48504
NR_037668,ENST00000379116,38,25,802,0.00082,0.46975,0.51656
NM_001130413,ENST00000379116,38,25,802,0.00082,0.46975,0.51656
NM_016176,ENST00000360001,13,12,355,0.0026,0.57226,0.59272
NM_016547,ENST00000263741,12,10,341,0.00244,0.56452,0.55425
NM_001146685,ENST00000378821,3,2,163,0.00409,0.39059,0.57668
NM_001039211,ENST00000378785,27,18,411,0.00162,0.4722,0.46526
NM_031921,ENST00000673477,43,24,648,0.00086,0.41333,0.47164
NM_194457,ENST00000400929,11,10,207,0.00439,0.65876,0.64348
NM_194458,ENST00000347370,11,10,207,0.00439,0.65876,0.64348
NM_058167,ENST00000349431,14,12,259,0.00331,0.59349,0.60618
NM_194315,ENST00000400930,15,12,275,0.00291,0.57939,0.61939
NM_001242659,ENST00000422725,4,3,226,0.00332,0.53429,0.4941
NM_017900,ENST00000338338,11,6,199,0.00274,0.56693,0.51926
NM_001243536,ENST00000520296,6,4,65,0.01026,0.5718,0.46923
NM_001145210,ENST00000537107,20,10,399,0.00125,0.51579,0.43584
NM_022834,ENST00000476993,19,11,445,0.0013,0.47037,0.56609
NM_199121,ENST00000338660,4,3,64,0.01172,0.61328,0.53646
