NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_080605,ENST00000379198,8,6,329,0.00228,0.78533,0.78116
NM_152228,ENST00000339381,46,20,852,0.00051,0.52302,0.42447
NM_004195,ENST00000379268,15,9,241,0.00249,0.56957,0.51452
NM_031921,ENST00000673477,43,24,648,0.00086,0.41333,0.47164
NM_199121,ENST00000338660,4,3,64,0.01172,0.61328,0.53646
NM_001256462,ENST00000620829,24,17,502,0.00141,0.58972,0.59175
NM_018188,ENST00000378755,47,30,634,0.00101,0.45795,0.44863
NM_153818,ENST00000288774,18,11,346,0.00177,0.49534,0.39911
NM_001195738,ENST00000378427,10,6,183,0.00328,0.6765,0.6275
NM_001195738,ENST00000628389,7,6,123,0.00697,0.47735,0.4187
NM_172130,ENST00000352527,17,9,353,0.0015,0.55941,0.63519
NM_001199860,ENST00000164247,19,11,367,0.00158,0.52359,0.54843
NM_001561,ENST00000377507,14,13,255,0.00364,0.52913,0.49653
NM_001204186,ENST00000604074,26,16,403,0.00153,0.60594,0.63136
NM_001204184,ENST00000354437,30,19,499,0.00127,0.53995,0.56671
NM_001204189,ENST00000378285,28,19,450,0.00151,0.52992,0.51953
NM_148967,ENST00000348333,21,15,372,0.00192,0.58436,0.66004
NM_001042664,ENST00000340850,44,30,1006,0.00068,0.59583,0.56776
NM_001135585,ENST00000377414,9,7,244,0.00319,0.31375,0.20258
NM_005026,ENST00000377346,56,40,1044,0.00068,0.44574,0.43101
NM_002685,ENST00000304457,68,61,860,0.00104,0.52396,0.51918
NM_001040195,ENST00000376637,6,4,111,0.00601,0.53303,0.60135
NM_015866,ENST00000235372,84,58,1718,0.0004,0.52804,0.54972
NM_001024215,ENST00000441801,18,7,374,0.00104,0.57175,0.56952
NM_016183,ENST00000330263,10,8,239,0.00335,0.63264,0.65063
NM_017459,ENST00000375535,17,14,183,0.0045,0.39184,0.36612
NM_012400,ENST00000375105,11,7,145,0.00439,0.58809,0.5803
NM_032264,ENST00000318249,53,46,633,0.00137,0.45641,0.47885
NM_001113347,ENST00000357071,33,26,758,0.00104,0.42044,0.40983
NM_001841,ENST00000374472,8,7,360,0.00243,0.48785,0.46429
NM_000403,ENST00000374497,17,12,348,0.00203,0.59179,0.61949
NM_004350,ENST00000308873,17,9,415,0.00128,0.545,0.56439
NM_001031680,ENST00000399916,17,9,429,0.00123,0.55985,0.57861
NM_207170,ENST00000354361,8,6,201,0.00373,0.51182,0.48839
NM_001127691,ENST00000454452,8,5,321,0.00195,0.35942,0.26542
NM_001251981,ENST00000436717,11,7,183,0.00348,0.48783,0.44028
NM_001251982,ENST00000412742,15,12,173,0.00462,0.60694,0.62476
NM_004455,ENST00000374280,37,24,676,0.00096,0.45614,0.46271
NM_024869,ENST00000374268,11,7,271,0.00235,0.48943,0.4486
NM_138617,ENST00000340849,8,6,267,0.00281,0.4368,0.43508
NM_001243533,ENST00000374271,17,14,341,0.00242,0.47162,0.52262
NM_001006665,ENST00000531382,31,15,744,0.00065,0.5963,0.5853
NM_001006665,ENST00000628256,31,15,744,0.00065,0.5963,0.5853
NM_001042747,ENST00000399173,24,16,529,0.00126,0.61256,0.67084
NM_001105556,ENST00000373921,37,26,643,0.00109,0.49477,0.43504
NM_002713,ENST00000236412,3,2,127,0.00525,0.22047,0.12599
NM_152304,ENST00000373826,10,9,105,0.00857,0.57619,0.56825
NM_133177,ENST00000460170,74,53,1440,0.0005,0.44192,0.43892
NM_001048194,ENST00000373831,24,12,452,0.00111,0.50913,0.52415
NM_001525,ENST00000403528,14,6,425,0.00101,0.57697,0.39373
NM_001166006,ENST00000373797,42,38,720,0.00126,0.4502,0.4462
NM_032648,ENST00000373582,16,9,163,0.00345,0.45782,0.45126
NM_178547,ENST00000468695,11,10,167,0.00544,0.4785,0.52515
NM_005356,ENST00000336890,26,16,509,0.00121,0.51368,0.52284
NM_001164824,ENST00000417239,2,0,92,0.0,0.58152,
NM_001164825,ENST00000521580,2,0,92,0.0,0.58152,
NM_001199779,ENST00000373237,11,8,201,0.00362,0.47671,0.4745
