NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_198317,ENST00000338591,24,15,642,0.00097,0.3332,0.23499
NM_001160184,ENST00000379407,31,18,576,0.00101,0.46948,0.4455
NM_152228,ENST00000339381,46,20,852,0.00051,0.52302,0.42447
NM_004195,ENST00000379268,15,9,241,0.00249,0.56957,0.51452
NM_031921,ENST00000673477,43,24,648,0.00086,0.41333,0.47164
NM_194458,ENST00000347370,11,10,207,0.00439,0.65876,0.64348
NM_018188,ENST00000378755,47,30,634,0.00101,0.45795,0.44863
NM_001170686,ENST00000520777,51,31,951,0.00064,0.50605,0.52261
NM_001198994,ENST00000378625,34,24,591,0.00119,0.43341,0.41801
NM_004402,ENST00000378209,23,15,338,0.00193,0.44417,0.51381
NM_001195741,ENST00000627654,6,5,191,0.00436,0.6658,0.71414
NM_001195741,ENST00000537325,6,5,161,0.00518,0.60352,0.66087
NM_001110781,ENST00000611123,13,10,405,0.0019,0.69668,0.69358
NM_172130,ENST00000352527,17,9,353,0.0015,0.55941,0.63519
NM_003636,ENST00000428161,19,11,367,0.00158,0.52359,0.54843
NM_001561,ENST00000377507,14,13,255,0.00364,0.52913,0.49653
NM_021995,ENST00000054668,4,4,139,0.00719,0.58094,0.58094
NM_138350,ENST00000377627,10,8,175,0.00457,0.488,0.52071
NM_001204191,ENST00000378288,39,29,587,0.00127,0.53318,0.5546
NM_148970,ENST00000351748,15,12,234,0.00342,0.61225,0.66382
NM_148965,ENST00000377782,24,17,426,0.00166,0.56778,0.63228
NM_003790,ENST00000356876,24,17,417,0.0017,0.56785,0.63253
NM_001039664,ENST00000510563,9,5,181,0.00307,0.47882,0.45414
NM_012102,ENST00000337907,94,59,1566,0.0004,0.55304,0.51305
NM_001135585,ENST00000377414,9,7,244,0.00319,0.31375,0.20258
NM_005026,ENST00000377346,56,40,1044,0.00068,0.44574,0.43101
NM_021146,ENST00000376819,19,17,346,0.00259,0.38059,0.3968
NM_183412,ENST00000251546,14,8,224,0.00255,0.58578,0.69922
NM_001243,ENST00000263932,29,24,595,0.00139,0.43379,0.41688
NM_001006624,ENST00000487038,4,3,120,0.00625,0.6,0.49167
NM_017459,ENST00000375535,17,14,183,0.0045,0.39184,0.36612
NM_001040126,ENST00000400548,8,7,226,0.00387,0.46571,0.42035
NM_001040125,ENST00000375153,11,8,291,0.0025,0.45798,0.48926
NM_012400,ENST00000375105,11,7,145,0.00439,0.58809,0.5803
NM_001161728,ENST00000375111,4,4,144,0.00694,0.6059,0.6059
NM_000300,ENST00000375111,4,4,144,0.00694,0.6059,0.6059
NM_004091,ENST00000634683,29,21,437,0.00166,0.51811,0.53176
NM_004091,ENST00000361729,29,21,437,0.00166,0.51811,0.53176
NM_001841,ENST00000374472,8,7,360,0.00243,0.48785,0.46429
NM_001010980,ENST00000374392,3,2,102,0.00654,0.92157,0.88726
NM_173064,ENST00000374421,22,16,491,0.00148,0.44918,0.41497
NM_004350,ENST00000308873,17,9,415,0.00128,0.545,0.56439
NM_001031680,ENST00000399916,17,9,429,0.00123,0.55985,0.57861
NM_015627,ENST00000374338,18,13,308,0.00234,0.57323,0.58791
NM_001251977,ENST00000374395,16,10,241,0.00259,0.48885,0.44647
NM_001251985,ENST00000374393,10,9,115,0.00783,0.63478,0.64638
NM_004455,ENST00000374280,37,24,676,0.00096,0.45614,0.46271
NM_001077262,ENST00000314675,25,15,400,0.0015,0.5198,0.468
NM_001006665,ENST00000531382,31,15,744,0.00065,0.5963,0.5853
NM_001006665,ENST00000628256,31,15,744,0.00065,0.5963,0.5853
NM_001243565,ENST00000526219,23,13,294,0.00192,0.68234,0.66928
NM_005248,ENST00000374005,24,16,529,0.00126,0.61256,0.67084
NM_001009568,ENST00000373888,13,10,373,0.00206,0.57393,0.54022
NM_014474,ENST00000373894,19,15,455,0.00174,0.59549,0.58125
NM_001143914,ENST00000373949,28,22,278,0.00283,0.49705,0.50948
NM_004848,ENST00000373925,25,22,260,0.00338,0.62292,0.60122
NM_002713,ENST00000236412,3,2,127,0.00525,0.22047,0.12599
NM_152304,ENST00000373826,10,9,105,0.00857,0.57619,0.56825
NM_001193532,ENST00000465518,15,14,218,0.00428,0.63639,0.62254
NM_178191,ENST00000465645,5,3,60,0.01,0.59,0.75
NM_178191,ENST00000647380,5,3,60,0.01,0.59,0.75
NM_001269,ENST00000373832,21,10,421,0.00113,0.53489,0.5772
NM_001166007,ENST00000647103,32,30,601,0.00156,0.53655,0.54132
NM_001166006,ENST00000373797,42,38,720,0.00126,0.4502,0.4462
NM_032648,ENST00000373582,16,9,163,0.00345,0.45782,0.45126
NM_052841,ENST00000373534,13,9,268,0.00258,0.49627,0.37313
NM_005356,ENST00000336890,26,16,509,0.00121,0.51368,0.52284
NM_001042771,ENST00000336890,26,16,509,0.00121,0.51368,0.52284
NM_001143889,ENST00000419121,18,11,374,0.00163,0.38013,0.4458
NM_177422,ENST00000246314,51,43,626,0.00135,0.49568,0.4945
NM_025079,ENST00000373087,33,18,599,0.00091,0.56038,0.48108
NM_000760,ENST00000373106,52,37,836,0.00085,0.47898,0.48151
NM_156039,ENST00000373103,56,40,863,0.00083,0.49485,0.4987
NR_037634,ENST00000454994,28,25,514,0.00174,0.51216,0.51525
NM_001720,ENST00000372827,22,17,402,0.00192,0.47659,0.44513
NM_022733,ENST00000372718,37,31,429,0.00195,0.55837,0.55688
NM_001198978,ENST00000372708,35,29,399,0.00208,0.55639,0.56115
NM_001198980,ENST00000539317,29,24,349,0.00237,0.60429,0.60829
NM_001142589,ENST00000427410,69,44,297,0.00215,0.60182,0.62596
NM_001168247,ENST00000439569,34,20,407,0.00145,0.59387,0.63796
NM_001185117,ENST00000539749,13,7,218,0.00247,0.48377,0.35714
NM_001243246,ENST00000236040,42,34,804,0.00101,0.47154,0.47538
NM_057091,ENST00000372359,7,3,220,0.00195,0.51493,0.24848
NM_174967,ENST00000372362,4,4,155,0.00645,0.56452,0.56452
NM_001048174,ENST00000456914,49,36,521,0.00141,0.49156,0.46732
NM_001048171,ENST00000355498,49,36,521,0.00141,0.49156,0.46732
NM_001128425,ENST00000710952,49,36,549,0.00134,0.51489,0.49165
NM_003579,ENST00000371975,42,33,747,0.00105,0.48199,0.44392
NM_145279,ENST00000271139,9,9,216,0.00463,0.4748,0.4748
NR_024174,ENST00000528077,7,7,106,0.00943,0.72642,0.72642
NM_004474,ENST00000334793,8,3,495,0.00076,0.6399,0.47138
NM_001042693,ENST00000517870,7,5,190,0.00376,0.59399,0.53369
NM_001190819,ENST00000371568,57,38,861,0.00077,0.54551,0.54915
NM_018982,ENST00000072644,9,8,306,0.0029,0.44263,0.40727
NM_004631,ENST00000306052,35,27,963,0.0008,0.49304,0.50713
NM_017904,ENST00000371274,22,13,372,0.00159,0.54533,0.62407
NM_148905,ENST00000486942,19,17,558,0.0016,0.44133,0.43253
NM_001193599,ENST00000407246,22,18,523,0.00156,0.57527,0.56427
NM_012183,ENST00000371116,24,18,478,0.00157,0.56224,0.57938
NM_001206739,ENST00000371092,10,6,216,0.00278,0.41065,0.45293
NM_144701,ENST00000347310,31,26,629,0.00133,0.46418,0.45873
NM_002600,ENST00000341517,39,33,736,0.00115,0.50007,0.50222
NM_001193334,ENST00000370976,15,13,450,0.00193,0.61467,0.60376
NM_153742,ENST00000346806,19,16,361,0.00233,0.4021,0.39456
NM_001130043,ENST00000370871,13,11,295,0.00287,0.54707,0.57072
NM_001162916,ENST00000457880,9,6,226,0.00295,0.37119,0.37463
NM_153259,ENST00000370608,28,23,566,0.00145,0.45671,0.50169
NM_058248,ENST00000370662,16,12,153,0.0049,0.51511,0.53213
NM_001170670,ENST00000431532,21,17,431,0.00188,0.61397,0.63546
NM_182948,ENST00000370685,17,16,398,0.00236,0.44665,0.42698
NM_001134486,ENST00000370459,53,47,586,0.00151,0.65754,0.6639
NM_052942,ENST00000370459,53,47,586,0.00151,0.65754,0.6639
NM_001134479,ENST00000337338,40,33,858,0.00096,0.53377,0.51346
NM_001127215,ENST00000370332,15,12,422,0.0019,0.59684,0.63566
NM_001127216,ENST00000427103,15,12,422,0.0019,0.59684,0.63566
NM_001164392,ENST00000370303,27,24,536,0.00166,0.44631,0.41651
NM_001252270,ENST00000616709,13,12,369,0.0025,0.50969,0.52394
NM_001128142,ENST00000263893,8,8,195,0.00513,0.48654,0.48654
NM_000646,ENST00000370161,67,55,1516,0.00054,0.467,0.43808
NM_080630,ENST00000512756,87,74,1690,0.0005,0.49557,0.48797
NM_001134400,ENST00000369868,7,4,251,0.00228,0.59818,0.66135
NM_002232,ENST00000369769,22,15,575,0.00119,0.51763,0.51258
NM_022768,ENST00000369784,46,35,977,0.00078,0.59741,0.62813
NM_004974,ENST00000316361,24,15,499,0.00125,0.457,0.4358
NM_001040033,ENST00000648608,6,5,219,0.00381,0.74049,0.69315
NM_000560,ENST00000271324,6,5,219,0.00381,0.74049,0.69315
NM_001201546,ENST00000472422,13,13,439,0.00228,0.42369,0.42369
NM_001007794,ENST00000545121,17,16,416,0.00226,0.41332,0.43855
NM_001025197,ENST00000369744,17,16,380,0.00248,0.563,0.59326
NM_001025199,ENST00000466741,14,14,311,0.00322,0.59876,0.59876
NM_001081976,ENST00000369717,9,7,266,0.00292,0.4244,0.47637
NM_015967,ENST00000359785,36,31,807,0.00107,0.47752,0.45313
NM_001172411,ENST00000369510,25,22,522,0.00169,0.59739,0.59674
NM_001767,ENST00000369478,20,19,351,0.00271,0.65513,0.64612
NM_001145635,ENST00000369464,32,24,562,0.00133,0.47904,0.46345
NR_026665,ENST00000369489,8,8,250,0.004,0.4705,0.4705
NM_004258,ENST00000682167,64,57,1021,0.00087,0.41747,0.42286
NM_001256109,ENST00000682167,64,57,1021,0.00087,0.41747,0.42286
NM_003637,ENST00000369304,69,53,1167,0.00066,0.49144,0.50069
