NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_004421,ENST00000378891,24,17,670,0.00106,0.58812,0.6173
NM_001170535,ENST00000378756,43,26,586,0.00103,0.45273,0.46357
NM_080875,ENST00000505820,52,32,955,0.00064,0.50284,0.51669
NM_001170686,ENST00000520777,51,31,951,0.00064,0.50605,0.52261
NM_001170687,ENST00000355826,52,32,955,0.00064,0.50284,0.51669
NM_001170689,ENST00000378712,47,31,753,0.00088,0.50708,0.55301
NM_178545,ENST00000310991,11,4,209,0.00174,0.50065,0.64713
NM_018216,ENST00000378466,26,19,773,0.00095,0.48751,0.46606
NM_018216,ENST00000615291,26,19,773,0.00095,0.48751,0.46606
NM_020710,ENST00000378251,25,14,583,0.00096,0.48734,0.54901
NM_014851,ENST00000377658,25,18,597,0.00121,0.43745,0.36683
NM_024980,ENST00000377411,10,9,335,0.00269,0.63284,0.59536
NM_001010866,ENST00000340305,25,19,392,0.00194,0.48918,0.43636
NM_001170754,ENST00000377004,47,34,823,0.00088,0.51614,0.51026
NM_001105562,ENST00000343090,80,68,1302,0.00065,0.49915,0.50632
NM_183416,ENST00000377093,69,55,1153,0.00069,0.61704,0.60965
NM_004958,ENST00000361445,167,131,2549,0.00031,0.49263,0.47917
NM_001127660,ENST00000674817,51,38,757,0.00098,0.57513,0.58399
NM_001010847,ENST00000376085,8,7,294,0.00298,0.5557,0.63362
NM_015164,ENST00000375799,52,38,1019,0.00072,0.56211,0.53721
NM_207348,ENST00000294454,26,16,304,0.00202,0.47723,0.478
NM_032341,ENST00000480945,33,26,399,0.00197,0.49373,0.52468
NM_006511,ENST00000345034,40,36,617,0.00146,0.45389,0.4421
NM_007365,ENST00000707396,24,18,665,0.00113,0.49066,0.53993
NM_007365,ENST00000375486,24,18,665,0.00113,0.49066,0.53993
NM_001135254,ENST00000420770,30,20,505,0.00132,0.53122,0.51148
NM_001135247,ENST00000375534,17,14,182,0.00452,0.38849,0.36264
NM_020765,ENST00000375254,286,235,5183,0.00016,0.48541,0.48869
NM_001083621,ENST00000404138,72,56,1239,0.00063,0.53994,0.52283
NM_003196,ENST00000450454,11,8,348,0.00209,0.52247,0.59411
NM_003196,ENST00000635035,11,8,348,0.00209,0.52247,0.59411
NM_017707,ENST00000634561,57,39,903,0.00076,0.41837,0.37567
NM_017707,ENST00000336689,57,39,903,0.00076,0.41837,0.37567
NM_152372,ENST00000374434,67,49,1437,0.00051,0.47925,0.53024
NM_001166059,ENST00000436439,12,10,254,0.00328,0.54987,0.52953
NM_173065,ENST00000327575,13,10,244,0.00315,0.49622,0.47664
NM_018202,ENST00000374343,45,35,664,0.00117,0.57855,0.56153
NM_032588,ENST00000374272,28,23,353,0.00233,0.54745,0.55081
NM_015871,ENST00000374266,8,7,134,0.00653,0.38806,0.35821
NM_022778,ENST00000252992,81,63,762,0.00102,0.62229,0.62509
NM_032513,ENST00000374278,20,12,323,0.00186,0.49768,0.50826
NM_020451,ENST00000361547,8,6,126,0.00595,0.58929,0.68916
NM_015023,ENST00000361771,34,24,676,0.00104,0.55956,0.57963
NM_024522,ENST00000373736,11,8,207,0.00351,0.54238,0.60084
NM_133178,ENST00000373779,74,53,1436,0.0005,0.44566,0.44417
NM_018565,ENST00000536384,20,16,459,0.00174,0.57941,0.59858
NM_203342,ENST00000642937,34,32,655,0.00144,0.52802,0.53177
NM_024296,ENST00000373602,11,8,200,0.00364,0.55227,0.69062
NM_018207,ENST00000291416,34,25,475,0.00155,0.47666,0.48168
NM_001171940,ENST00000373471,11,10,212,0.00429,0.53345,0.53726
NM_153756,ENST00000373471,11,10,212,0.00429,0.53345,0.53726
NM_030786,ENST00000409190,57,43,482,0.00157,0.63981,0.66622
NM_002794,ENST00000373237,11,8,201,0.00362,0.47671,0.4745
NM_032017,ENST00000373129,25,17,435,0.00156,0.59871,0.60406
NM_016037,ENST00000373014,25,21,253,0.00332,0.56759,0.5959
NM_004468,ENST00000373016,19,11,280,0.00207,0.57218,0.63376
NM_032526,ENST00000235628,20,15,368,0.00204,0.49035,0.53496
NM_001135654,ENST00000372856,39,35,631,0.00142,0.63156,0.62884
NM_001135653,ENST00000372858,42,36,660,0.0013,0.62789,0.61911
NM_172163,ENST00000509682,27,20,641,0.00116,0.52233,0.51895
NM_001198851,ENST00000372572,63,51,622,0.0013,0.58041,0.60485
NM_001198852,ENST00000361776,63,51,588,0.00138,0.56625,0.59107
NM_014652,ENST00000372343,75,54,963,0.00075,0.46009,0.43495
NM_001256401,ENST00000413844,12,12,252,0.00397,0.55622,0.55622
NM_174970,ENST00000531451,3,3,139,0.00719,0.64269,0.64269
NM_174967,ENST00000372362,4,4,155,0.00645,0.56452,0.56452
NM_174965,ENST00000545417,5,5,170,0.00588,0.52118,0.52118
NM_006279,ENST00000347631,12,11,375,0.00244,0.57022,0.55903
NM_174971,ENST00000372372,11,10,413,0.0022,0.63746,0.62905
NM_015112,ENST00000361297,96,71,1798,0.00041,0.49667,0.47286
NM_012222,ENST00000672818,49,36,546,0.00135,0.51278,0.48947
NR_024176,ENST00000341183,19,14,329,0.00224,0.55447,0.57251
NM_007051,ENST00000396153,40,36,650,0.00138,0.50473,0.51667
NM_032449,ENST00000371586,65,43,858,0.00077,0.53369,0.57988
NM_024646,ENST00000294353,48,42,744,0.00118,0.52316,0.53015
NM_016491,ENST00000360840,21,17,423,0.00191,0.57402,0.61118
