NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_021170,ENST00000304952,5,2,221,0.00181,0.49955,0.3371
NM_001142467,ENST00000428771,7,4,247,0.00231,0.46154,0.32085
NM_001130045,ENST00000379289,33,18,673,0.00081,0.48404,0.50413
NM_004195,ENST00000379268,15,9,241,0.00249,0.56957,0.51452
NM_001242672,ENST00000611612,41,18,566,0.00078,0.47445,0.50491
NM_001242672,ENST00000401095,72,43,1079,0.00055,0.50441,0.43057
NM_002744,ENST00000378567,25,21,592,0.00142,0.51426,0.51094
NM_001561,ENST00000377507,14,13,255,0.00364,0.52913,0.49653
NM_021995,ENST00000054668,4,4,139,0.00719,0.58094,0.58094
NM_015215,ENST00000303635,105,78,1673,0.00044,0.59187,0.62283
NM_001204184,ENST00000354437,30,19,499,0.00127,0.53995,0.56671
NM_005427,ENST00000378295,41,29,636,0.00111,0.54268,0.58892
NM_001126240,ENST00000378288,39,29,587,0.00127,0.53318,0.5546
NM_001204192,ENST00000378290,38,29,565,0.00135,0.52892,0.53726
NM_017766,ENST00000344008,43,25,1166,0.0005,0.50985,0.55105
NM_018438,ENST00000376753,19,11,293,0.00198,0.68996,0.69438
NM_002685,ENST00000304457,68,61,860,0.00104,0.52396,0.51918
NM_152290,ENST00000614859,10,9,194,0.00464,0.48247,0.50974
NM_052929,ENST00000358897,125,106,1412,0.0006,0.51705,0.50074
NM_001018000,ENST00000361144,33,23,415,0.00168,0.46499,0.50498
NM_001017999,ENST00000400797,26,20,327,0.00235,0.43707,0.44755
NM_012387,ENST00000375448,30,21,663,0.00106,0.50593,0.48739
NM_012387,ENST00000628229,30,21,663,0.00106,0.50593,0.48739
NM_001135248,ENST00000375534,17,14,182,0.00452,0.38849,0.36264
NM_012400,ENST00000375105,11,7,145,0.00439,0.58809,0.5803
NM_182744,ENST00000289749,10,9,216,0.00417,0.55509,0.51646
NM_001204086,ENST00000615215,12,8,215,0.0031,0.47248,0.575
NM_001256416,ENST00000342104,50,43,621,0.00138,0.45192,0.47373
NM_001242521,ENST00000566855,4,2,121,0.00413,0.49587,0.54958
NM_001142546,ENST00000302291,53,42,1076,0.00074,0.48234,0.42014
NM_001127621,ENST00000617979,17,12,348,0.00203,0.59179,0.61949
NM_173064,ENST00000374421,22,16,491,0.00148,0.44918,0.41497
NM_004350,ENST00000308873,17,9,415,0.00128,0.545,0.56439
NM_016124,ENST00000328664,11,8,417,0.00174,0.4371,0.45204
NM_001251984,ENST00000618490,6,3,116,0.00431,0.51437,0.58046
NM_013441,ENST00000374395,16,10,241,0.00259,0.48885,0.44647
NM_138616,ENST00000346452,9,7,266,0.00292,0.45614,0.45972
NM_138618,ENST00000349438,12,10,354,0.00235,0.50494,0.53927
NM_001039775,ENST00000308182,92,60,1661,0.00039,0.48484,0.47848
NM_006314,ENST00000361530,53,40,713,0.00106,0.4952,0.49197
NM_006142,ENST00000339276,11,5,248,0.00183,0.49707,0.43226
NM_002953,ENST00000374168,30,15,735,0.00068,0.61116,0.58467
NM_002953,ENST00000629832,30,15,735,0.00068,0.61116,0.58467
NM_001006665,ENST00000531382,31,15,744,0.00065,0.5963,0.5853
NM_001006665,ENST00000628256,31,15,744,0.00065,0.5963,0.5853
NM_207397,ENST00000374027,8,6,173,0.00434,0.4711,0.57322
NM_005281,ENST00000374024,8,5,330,0.00189,0.76856,0.77758
NM_173452,ENST00000354982,11,8,288,0.00253,0.50947,0.41406
NM_003665,ENST00000270879,12,8,299,0.00223,0.5014,0.42642
NM_022872,ENST00000362020,2,2,134,0.00746,0.3806,0.3806
NM_002038,ENST00000361157,2,2,130,0.00769,0.37692,0.37692
NM_001042747,ENST00000399173,24,16,529,0.00126,0.61256,0.67084
NM_005248,ENST00000374005,24,16,529,0.00126,0.61256,0.67084
NM_001009568,ENST00000373888,13,10,373,0.00206,0.57393,0.54022
NM_001143913,ENST00000234549,29,23,312,0.00254,0.51857,0.52996
NM_001105556,ENST00000373921,37,26,643,0.00109,0.49477,0.43504
NM_001164721,ENST00000539896,14,9,342,0.00188,0.55806,0.5653
NM_002379,ENST00000373765,23,16,496,0.0014,0.48545,0.50416
NM_001048199,ENST00000398958,21,10,421,0.00113,0.53489,0.5772
NM_001048194,ENST00000373831,24,12,452,0.00111,0.50913,0.52415
NM_144569,ENST00000360482,75,50,1216,0.00055,0.52811,0.47934
NM_001099434,ENST00000409358,24,20,349,0.00239,0.57032,0.56905
NM_005356,ENST00000336890,26,16,509,0.00121,0.51368,0.52284
NM_001143890,ENST00000526031,16,10,335,0.00187,0.36735,0.43075
NM_153212,ENST00000339480,5,4,266,0.00301,0.32181,0.17669
NM_001005752,ENST00000373362,12,9,270,0.00278,0.5179,0.4321
NM_014466,ENST00000207457,34,24,430,0.00164,0.43523,0.46589
NM_025079,ENST00000373087,33,18,599,0.00091,0.56038,0.48108
NM_000760,ENST00000373106,52,37,836,0.00085,0.47898,0.48151
NM_156039,ENST00000373103,56,40,863,0.00083,0.49485,0.4987
NM_001242909,ENST00000615459,16,11,236,0.00291,0.68035,0.74538
NM_012090,ENST00000361689,512,435,5430,0.00016,0.49881,0.49921
NM_001956,ENST00000372587,11,7,178,0.00358,0.57712,0.74238
NM_032257,ENST00000372565,26,19,365,0.002,0.52487,0.56799
NM_024503,ENST00000372583,120,75,2406,0.00026,0.46924,0.47424
NM_001101376,ENST00000335282,8,7,134,0.00653,0.34888,0.31876
NM_001243246,ENST00000236040,42,34,804,0.00101,0.47154,0.47538
NM_001164829,ENST00000523677,3,1,113,0.00295,0.68142,0.84071
