NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_148901,ENST00000328596,15,9,255,0.00235,0.54484,0.49499
NM_199121,ENST00000338660,4,3,64,0.01172,0.61328,0.53646
NM_001170688,ENST00000518681,52,32,890,0.00069,0.48479,0.49508
NM_001198995,ENST00000342348,18,12,414,0.00161,0.48497,0.4849
NM_001195741,ENST00000627654,6,5,191,0.00436,0.6658,0.71414
NM_001195741,ENST00000537325,6,5,161,0.00518,0.60352,0.66087
NM_031475,ENST00000645284,44,26,854,0.00069,0.57994,0.62345
NM_001199862,ENST00000378083,20,12,415,0.00145,0.5353,0.53233
NM_006610,ENST00000400897,20,14,686,0.00102,0.52442,0.59788
NM_139208,ENST00000400898,4,2,185,0.0027,0.61757,0.4973
NM_199006,ENST00000470413,10,8,77,0.01039,0.42987,0.39773
NM_001024661,ENST00000334600,22,15,474,0.00144,0.40526,0.46034
NM_001012276,ENST00000616484,27,22,474,0.00172,0.4632,0.46145
NM_001012276,ENST00000357367,27,22,474,0.00172,0.4632,0.46145
NM_001012276,ENST00000632222,27,22,474,0.00172,0.4632,0.46145
NM_001012276,ENST00000636073,27,22,474,0.00172,0.4632,0.46145
NM_024758,ENST00000375826,15,9,352,0.0017,0.46648,0.49337
NM_003000,ENST00000375499,14,12,280,0.00306,0.42041,0.46547
NM_012067,ENST00000361640,16,13,331,0.00245,0.54513,0.62212
NM_001161504,ENST00000538309,21,14,503,0.00133,0.5488,0.48949
NM_003748,ENST00000375341,24,17,563,0.00126,0.53241,0.46223
NR_040288,ENST00000429712,6,3,105,0.00476,0.64127,0.74921
NM_001040126,ENST00000400548,8,7,226,0.00387,0.46571,0.42035
NM_001161728,ENST00000375111,4,4,144,0.00694,0.6059,0.6059
NM_021258,ENST00000270800,37,26,574,0.00122,0.57407,0.56888
NM_000191,ENST00000374490,14,12,325,0.00264,0.5444,0.53205
NM_001008216,ENST00000617979,17,12,348,0.00203,0.59179,0.61949
NM_173064,ENST00000374421,22,16,491,0.00148,0.44918,0.41497
NM_001031680,ENST00000399916,17,9,429,0.00123,0.55985,0.57861
NM_021969,ENST00000254227,18,12,257,0.00259,0.41267,0.38521
NM_173452,ENST00000354982,11,8,288,0.00253,0.50947,0.41406
NM_003665,ENST00000270879,12,8,299,0.00223,0.5014,0.42642
NM_203343,ENST00000347529,46,42,775,0.00118,0.46945,0.47435
NM_001143890,ENST00000526031,16,10,335,0.00187,0.36735,0.43075
NM_001199779,ENST00000373237,11,8,201,0.00362,0.47671,0.4745
NR_037632,ENST00000494695,2,2,56,0.01786,0.55358,0.55358
NM_001136493,ENST00000372809,27,18,543,0.00123,0.42112,0.41027
NM_032793,ENST00000372811,26,17,530,0.00123,0.42373,0.41798
NM_152373,ENST00000372699,15,15,378,0.00265,0.53439,0.53439
NM_001159936,ENST00000431635,32,25,361,0.00216,0.56934,0.55978
NM_024587,ENST00000372237,7,5,277,0.00258,0.2852,0.36101
NM_174968,ENST00000351035,12,11,429,0.00214,0.60334,0.59165
NM_001202414,ENST00000372070,15,11,325,0.00226,0.58626,0.57091
NM_015506,ENST00000401061,19,14,282,0.00261,0.47555,0.43465
NM_001202431,ENST00000424390,9,7,199,0.00391,0.64154,0.60732
NM_000778,ENST00000310638,35,31,519,0.00171,0.38222,0.38511
NM_001010969,ENST00000371891,34,31,519,0.00176,0.40258,0.39766
NM_003684,ENST00000371946,26,21,453,0.00178,0.53124,0.51403
NM_001011547,ENST00000438567,24,13,681,0.0008,0.50906,0.47622
NM_000098,ENST00000371486,33,27,658,0.00124,0.50258,0.47726
NM_001039716,ENST00000322679,6,3,125,0.004,0.592,0.77867
NM_001039715,ENST00000388876,14,8,201,0.00284,0.5732,0.63806
NM_213593,ENST00000525202,1,0,61,0.0,0.06557,
NM_000792,ENST00000361921,6,3,125,0.004,0.592,0.77867
NM_014762,ENST00000371269,24,16,516,0.00129,0.5499,0.52435
NM_001110533,ENST00000371273,22,16,418,0.00174,0.50979,0.51944
NM_174936,ENST00000302118,31,22,692,0.00103,0.56368,0.52391
NM_001004303,ENST00000343433,35,28,728,0.0011,0.38442,0.35597
NM_148906,ENST00000453295,32,29,719,0.00126,0.38869,0.38252
NM_001193600,ENST00000371509,21,18,503,0.0017,0.58071,0.54871
NM_001193599,ENST00000407246,22,18,523,0.00156,0.57527,0.56427
NM_002979,ENST00000371514,24,20,547,0.00152,0.55264,0.53492
NM_001007250,ENST00000408941,4,4,59,0.01695,0.69915,0.69915
