NCBI_RefSeqID,ENST_ID,Total substrate,Effective substrate,Peptide length,Effective substrate density,Mean position of Substrate,Mean position of Effective substrate
NM_198317,ENST00000338591,24,15,642,0.00097,0.3332,0.23499
NM_017891,ENST00000421241,3,1,198,0.00168,0.57407,0.82828
NM_152486,ENST00000342066,39,21,681,0.00079,0.49652,0.46955
NM_001014980,ENST00000330388,21,15,302,0.00237,0.54415,0.53091
NM_001029885,ENST00000343938,8,6,214,0.0035,0.61098,0.66744
NM_152228,ENST00000339381,46,20,852,0.00051,0.52302,0.42447
NM_001130045,ENST00000379289,33,18,673,0.00081,0.48404,0.50413
NM_153254,ENST00000379288,18,11,404,0.00151,0.47731,0.57021
NM_148901,ENST00000328596,15,9,255,0.00235,0.54484,0.49499
NR_037668,ENST00000379116,38,25,802,0.00082,0.46975,0.51656
NM_194458,ENST00000347370,11,10,207,0.00439,0.65876,0.64348
NM_058167,ENST00000349431,14,12,259,0.00331,0.59349,0.60618
NM_001242659,ENST00000422725,4,3,226,0.00332,0.53429,0.4941
NM_017900,ENST00000338338,11,6,199,0.00274,0.56693,0.51926
NM_001256456,ENST00000540437,32,21,606,0.00108,0.52965,0.57135
NM_000815,ENST00000378585,16,9,452,0.00124,0.48106,0.40978
NM_024848,ENST00000378531,25,17,497,0.00137,0.50849,0.44715
NM_001010926,ENST00000612705,10,6,166,0.00361,0.49096,0.42771
NM_001010926,ENST00000378453,10,6,166,0.00361,0.49096,0.42771
NM_152492,ENST00000294600,60,43,656,0.00109,0.60579,0.61245
NM_001163724,ENST00000444870,3,2,78,0.00855,0.18376,0.25641
NM_015557,ENST00000262450,85,64,1954,0.00039,0.60167,0.63467
NM_018836,ENST00000378191,23,15,411,0.00159,0.46144,0.45839
NM_033467,ENST00000611357,49,35,779,0.00092,0.52152,0.51341
NM_033467,ENST00000378412,49,35,779,0.00092,0.52152,0.51341
NM_031475,ENST00000645284,44,26,854,0.00069,0.57994,0.62345
NM_005341,ENST00000377674,44,29,688,0.00096,0.48368,0.49003
NM_153812,ENST00000377648,10,7,300,0.00233,0.56167,0.58381
NM_177540,ENST00000351136,21,16,587,0.0013,0.45948,0.47093
NM_138697,ENST00000333172,39,26,841,0.00079,0.44544,0.47046
NM_181866,ENST00000377842,15,10,329,0.00203,0.60993,0.60122
NM_001242701,ENST00000557126,2,2,101,0.0099,0.55446,0.55446
NM_001204187,ENST00000603362,44,31,555,0.00127,0.59115,0.62778
NM_001204192,ENST00000378290,38,29,565,0.00135,0.52892,0.53726
NM_148967,ENST00000348333,21,15,372,0.00192,0.58436,0.66004
NM_012102,ENST00000337907,94,59,1566,0.0004,0.55304,0.51305
