"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
1.05850354232501e-09,12,42,20.6880650994575,"GO:0095500 acetylcholine receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0095500"," HRH4  LYPD1  LY6G6D  RGS10  SLURP2  GNAI2"
1.05850354232501e-09,12,44,19.7476985040276,"GO:1905145 cellular response to acetylcholine "," http://amigo.geneontology.org/amigo/term/GO:1905145"," HRH4  LYPD1  LY6G6D  RGS10  SLURP2  GNAI2"
1.6847725854165e-09,12,47,18.4872071101535,"GO:1905144 response to acetylcholine "," http://amigo.geneontology.org/amigo/term/GO:1905144"," HRH4  LYPD1  LY6G6D  RGS10  SLURP2  GNAI2"
4.69241710199125e-09,12,52,16.7095910418695,"GO:0098926 postsynaptic signal transduction "," http://amigo.geneontology.org/amigo/term/GO:0098926"," HRH4  LYPD1  LY6G6D  RGS10  SLURP2  GNAI2"
4.34756922751607e-06,6,12,36.2041139240506,"GO:0035581 sequestering of extracellular ligand from receptor "," http://amigo.geneontology.org/amigo/term/GO:0035581"," NBL1  GREM1  DAND5  CD46"
5.02097424884091e-06,16,187,6.19535639342043,"GO:0010469 regulation of signaling receptor activity "," http://amigo.geneontology.org/amigo/term/GO:0010469"," EREG  BTC  SLURP2  LYPD1  DKK2  TAFA4  GREM1  LY6G6D"
8.62730560624949e-06,6,14,31.0320976491863,"GO:1900115 extracellular regulation of signal transduction "," http://amigo.geneontology.org/amigo/term/GO:1900115"," NBL1  GREM1  DAND5  CD46"
8.62730560624949e-06,6,14,31.0320976491863,"GO:1900116 extracellular negative regulation of signal transduction "," http://amigo.geneontology.org/amigo/term/GO:1900116"," NBL1  GREM1  DAND5  CD46"
9.87579527345524e-06,10,66,10.9709436133487,"GO:2000272 negative regulation of signaling receptor activity "," http://amigo.geneontology.org/amigo/term/GO:2000272"," LYPD1  DKK2  LY6G6D  SLURP2"
1.2250486419889e-05,54,1777,2.20036257951461,"GO:0007267 cell-cell signaling "," http://amigo.geneontology.org/amigo/term/GO:0007267"," NNAT  SCT  GNAI2  RAP1A  CHRNB4  RAP1B  HRH4  LYPD1  GABRA2  DKK2  SLC30A8  CHRNA5  STX19  LY6G6D  GAL  EDN3  EREG  RGS10  GREM1  GDNF  FAM3D  SLURP2  TAC1  SRI  CCN4  MAPK14  RNF146  ACVR1C  BARX1  UBAC2  P2RX4  ADCYAP1  CBLN2  NDUFAF2  MITF  PLA2G10  HMGA2  GRP  VIP  ATXN3  IL7  TNFSF10  FGF5  SST"
6.11858925987096e-05,4,5,57.926582278481,"GO:0038098 sequestering of BMP from receptor via BMP binding "," http://amigo.geneontology.org/amigo/term/GO:0038098"," NBL1  GREM1"
0.000140838592417977,22,456,3.49337941372418,"GO:0051051 negative regulation of transport "," http://amigo.geneontology.org/amigo/term/GO:0051051"," GPM6B  SCT  RAP1A  RAP1B  VIP  PID1  ARHGAP8  SRI  GSTO1  ANXA2  FAM3D  PLA2G10  FOXF1  GNAI2  ACVR1C  GRP  NDUFAF2  RAB23  UBAC2  ANXA13"
0.000559740372351515,22,498,3.19875705353058,"GO:0023061 signal release "," http://amigo.geneontology.org/amigo/term/GO:0023061"," NNAT  SCT  RAP1A  RAP1B  SLC30A8  STX19  GAL  EDN3  FAM3D  SRI  ACVR1C  ADCYAP1  NDUFAF2  CHRNA5  PLA2G10  GRP  VIP  CHRNB4  P2RX4  GDNF"
0.00065127277030504,4,8,36.2041139240506,"GO:0090027 negative regulation of monocyte chemotaxis "," http://amigo.geneontology.org/amigo/term/GO:0090027"," NBL1  GREM1"
0.000753993859959458,24,593,2.93051849638184,"GO:1903530 regulation of secretion by cell "," http://amigo.geneontology.org/amigo/term/GO:1903530"," NNAT  SCT  RAP1A  RAP1B  VIP  ANXA2  GAL  EDN3  FAM3D  SRI  FOXF1  GNAI2  ACVR1C  NDUFAF2  SLC30A8  CHRNA5  PLA2G10  GRP  ADCYAP1  CHRNB4  P2RX4  GDNF"
0.000857312896296129,5,18,20.1133966244726,"GO:0006978 DNA damage response signal transduction by p53 class mediator resulting in transcription of p21 class mediator "," http://amigo.geneontology.org/amigo/term/GO:0006978"," ING4  RBM38  TP53  RPS27L  MUC1"
0.00108269659811214,5,19,19.0547968021319,"GO:0042772 DNA damage response signal transduction resulting in transcription "," http://amigo.geneontology.org/amigo/term/GO:0042772"," ING4  RBM38  TP53  RPS27L  MUC1"
0.00134801340290878,5,20,18.1020569620253,"GO:0007171 activation of transmembrane receptor protein tyrosine kinase activity "," http://amigo.geneontology.org/amigo/term/GO:0007171"," EREG  GREM1  BTC"
0.00179007049083746,16,315,3.67787823990356,"GO:0051047 positive regulation of secretion "," http://amigo.geneontology.org/amigo/term/GO:0051047"," NNAT  SCT  VIP  ANXA2  GAL  EDN3  PLA2G10  SRI  GNAI2  SLC30A8  GRP  ADCYAP1  P2RX4  GDNF"
0.00179007049083746,3,4,54.306170886076,"GO:0090291 negative regulation of osteoclast proliferation "," http://amigo.geneontology.org/amigo/term/GO:0090291"," GREM1"
0.00179007049083746,3,4,54.306170886076,"GO:1900154 regulation of bone trabecula formation "," http://amigo.geneontology.org/amigo/term/GO:1900154"," GREM1"
0.00179007049083746,3,4,54.306170886076,"GO:1900155 negative regulation of bone trabecula formation "," http://amigo.geneontology.org/amigo/term/GO:1900155"," GREM1"
0.00180849102201971,4,11,26.3302646720368,"GO:0048263 determination of dorsal identity "," http://amigo.geneontology.org/amigo/term/GO:0048263"," NBL1  GREM1"
0.00201224623823483,15,288,3.77126186708861,"GO:1903532 positive regulation of secretion by cell "," http://amigo.geneontology.org/amigo/term/GO:1903532"," NNAT  SCT  VIP  ANXA2  GAL  EDN3  SRI  SLC30A8  PLA2G10  GRP  ADCYAP1  P2RX4  GDNF"
0.0021001179017868,24,650,2.67353456669912,"GO:0051046 regulation of secretion "," http://amigo.geneontology.org/amigo/term/GO:0051046"," NNAT  SCT  RAP1A  RAP1B  VIP  ANXA2  GAL  EDN3  FAM3D  PLA2G10  SRI  FOXF1  GNAI2  ACVR1C  NDUFAF2  SLC30A8  CHRNA5  GRP  ADCYAP1  CHRNB4  P2RX4  GDNF"
0.00237362440441433,4,12,24.1360759493671,"GO:0048262 determination of dorsal/ventral asymmetry "," http://amigo.geneontology.org/amigo/term/GO:0048262"," NBL1  GREM1"
0.00533906493835172,10,147,4.92572978558512,"GO:0009855 determination of bilateral symmetry "," http://amigo.geneontology.org/amigo/term/GO:0009855"," DAND5  CC2D2A  FOXF1  HAND1  NBL1  HAND2  RIPPLY2  GREM1"
0.00533906493835172,13,244,3.85781541813654,"GO:0030072 peptide hormone secretion "," http://amigo.geneontology.org/amigo/term/GO:0030072"," NNAT  SCT  SLC30A8  EDN3  FAM3D  SRI  ACVR1C  ADCYAP1  NDUFAF2  GRP  VIP  GAL"
0.00546197475445968,10,148,4.89244782757441,"GO:0009799 specification of symmetry "," http://amigo.geneontology.org/amigo/term/GO:0009799"," DAND5  CC2D2A  FOXF1  HAND1  NBL1  HAND2  RIPPLY2  GREM1"
0.00584519713834618,13,249,3.78034924508159,"GO:0002790 peptide secretion "," http://amigo.geneontology.org/amigo/term/GO:0002790"," NNAT  SCT  SLC30A8  EDN3  FAM3D  SRI  ACVR1C  ADCYAP1  NDUFAF2  GRP  VIP  GAL"
0.00584519713834618,47,1874,1.81600144549667,"GO:0051049 regulation of transport "," http://amigo.geneontology.org/amigo/term/GO:0051049"," GPM6B  NNAT  SCT  RAP1A  RAB17  RAP1B  VIP  PID1  KCNIP4  NKAIN2  PIRT  ARHGAP8  GSTO1  ANXA2  NSUN2  GAL  SRI  COLEC11  EDN3  P2RX4  GDNF  FAM3D  PLA2G10  FXYD5  FXYD3  FOXF1  MAPK14  GNAI2  RAB29  LRAT  ACVR1C  GRP  FXYD6  NDUFAF2  SLC30A8  GREM1  CHRNA5  ZFAND1  RAB23  UBAC2  ANXA13  ADCYAP1  CHRNB4"
0.00584519713834618,3,6,36.2041139240506,"GO:1900086 positive regulation of peptidyl-tyrosine autophosphorylation "," http://amigo.geneontology.org/amigo/term/GO:1900086"," GREM1"
0.00584519713834618,3,6,36.2041139240506,"GO:1900158 negative regulation of bone mineralization involved in bone maturation "," http://amigo.geneontology.org/amigo/term/GO:1900158"," GREM1"
0.00627323995258872,7,71,7.13883936530576,"GO:0043489 RNA stabilization "," http://amigo.geneontology.org/amigo/term/GO:0043489"," RBM38  GDNF  NSUN2  TRAF3IP2  HNRNPC  VIP  MAPK14"
0.00707635195693482,26,810,2.32421472105016,"GO:0099536 synaptic signaling "," http://amigo.geneontology.org/amigo/term/GO:0099536"," RAP1A  CHRNB4  RAP1B  HRH4  LYPD1  GABRA2  CHRNA5  STX19  LY6G6D  RGS10  GDNF  SLURP2  TAC1  GNAI2  P2RX4  CBLN2  SCT  ATXN3  SST"
0.0076065677537771,4,17,17.0372300819062,"GO:0015671 oxygen transport "," http://amigo.geneontology.org/amigo/term/GO:0015671"," MB  HBG2  HBG1  HBD"
0.0076065677537771,9,128,5.09120352056962,"GO:0046887 positive regulation of hormone secretion "," http://amigo.geneontology.org/amigo/term/GO:0046887"," NNAT  SCT  GAL  EDN3  SRI  SLC30A8  GRP  ADCYAP1"
0.00879219170224348,3,7,31.0320976491863,"GO:1900084 regulation of peptidyl-tyrosine autophosphorylation "," http://amigo.geneontology.org/amigo/term/GO:1900084"," GREM1"
0.013227364105646,3,8,27.153085443038,"GO:0090289 regulation of osteoclast proliferation "," http://amigo.geneontology.org/amigo/term/GO:0090289"," GREM1"
0.013227364105646,3,8,27.153085443038,"GO:1900157 regulation of bone mineralization involved in bone maturation "," http://amigo.geneontology.org/amigo/term/GO:1900157"," GREM1"
0.0141049900485868,7,83,6.10671801128565,"GO:1902369 negative regulation of RNA catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1902369"," RBM38  GDNF  NSUN2  TRAF3IP2  HNRNPC  VIP  MAPK14"
0.0142843825827248,6,59,7.36354859472216,"GO:0030514 negative regulation of BMP signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0030514"," NBL1  GREM1  DAND5  DLX1"
0.0142843825827248,26,857,2.19674903623178,"GO:0032940 secretion by cell "," http://amigo.geneontology.org/amigo/term/GO:0032940"," NNAT  SCT  RAP1A  RAP1B  VIP  SLC30A8  STX19  ANXA2  GAL  EDN3  FAM3D  CKLF  SRI  FOXF1  GNAI2  ACVR1C  GRP  ADCYAP1  NDUFAF2  CHRNA5  PLA2G10  CHRNB4  P2RX4  GDNF"
0.015669876424107,18,491,2.65447678465544,"GO:0007389 pattern specification process "," http://amigo.geneontology.org/amigo/term/GO:0007389"," CDX1  HOXB9  DAND5  RIPPLY2  CC2D2A  FOXF1  HAND1  HOXD13  BARX1  TP53  PRKACB  DLX1  NBL1  HAND2  GREM1  GDNF"
0.0164367146767209,6,61,7.12212077194439,"GO:0048255 mRNA stabilization "," http://amigo.geneontology.org/amigo/term/GO:0048255"," RBM38  GDNF  TRAF3IP2  HNRNPC  VIP  MAPK14"
0.0201719949085177,13,294,3.20172436063033,"GO:0015833 peptide transport "," http://amigo.geneontology.org/amigo/term/GO:0015833"," NNAT  SCT  SLC30A8  EDN3  FAM3D  SRI  ACVR1C  ADCYAP1  NDUFAF2  GRP  VIP  GAL"
0.0201719949085177,12,256,3.39413568037975,"GO:0046883 regulation of hormone secretion "," http://amigo.geneontology.org/amigo/term/GO:0046883"," NNAT  SCT  GAL  EDN3  FAM3D  SRI  ACVR1C  NDUFAF2  SLC30A8  GRP  ADCYAP1"
0.0237200423240552,4,24,12.0680379746835,"GO:0002689 negative regulation of leukocyte chemotaxis "," http://amigo.geneontology.org/amigo/term/GO:0002689"," NBL1  GREM1"
0.0237200423240552,4,24,12.0680379746835,"GO:0015669 gas transport "," http://amigo.geneontology.org/amigo/term/GO:0015669"," MB  HBG2  HBG1  HBD"
0.0259204732104012,28,1001,2.02540497477206,"GO:0046903 secretion "," http://amigo.geneontology.org/amigo/term/GO:0046903"," NNAT  SCT  RAP1A  RAP1B  VIP  SLC30A8  STX19  ANXA2  GAL  EDN3  FAM3D  CKLF  TRAF3IP2  PLA2G10  SRI  FOXF1  GNAI2  ACVR1C  GRP  ADCYAP1  NDUFAF2  CHRNA5  CHRNB4  P2RX4  TPD52  GDNF"
0.026837328719991,4,25,11.5853164556962,"GO:0071676 negative regulation of mononuclear cell migration "," http://amigo.geneontology.org/amigo/term/GO:0071676"," NBL1  GREM1"
